TCP,Derived Date,Deidre Date,Deidre Date Note
A54193,1672,,
A54194,1659,,
A54195,1694,,
A54196,1696,,
A54198,1681,,
A54199,1672,,
A54201,1685,,
A54202,1673,,
A54203,1687,,
A54204,1683,,
A54205,1674,,
A54206,1668,,
A54208,1675,,
A54211,1687,,
A54212,1676,,
A54213,1676,,
A54215,1687,,
A54216,1693,,
A54219,1681,,
A54221,1682,,
A54222,1687,,
A54223,1673,,
A54224,1672,,
A54225,1695,,
A54227,1685,,
A54228,1699,,
A54229,1687,,
A54230,1688,,
A54231,1688,,
A54234,1677,,
A54235,1668,,
A54239,1655,,
A54240,1677,,
A54243,1698,,
A54244,1670,,
A54245,1674,,
A54246,1672,,
A54247,1673,,
A54249,1649,,
A54250,1684,,
A54251,1681,,
A54252,1671,,
A54253,1680,,
A54255,1700,,
A54256,1678,,
A54257,1674,,
A54258,1671,,
A54259,1670,,
A54260,1689,,
A54261,1680,,
A54262,1676,,
A54263,1691,,
A54264,1679,,
A54265,1690,,
A54266,1660,,
A54267,1680,,
A54269,1688,,
A54272,1670,,
A54274,1671,,
A54276,1690,,
A54277,1670,,
A54278,1690,,
A54279,1689,,
A54280,1676,,
A54281,1692,,
A54282,1660,,
A54283,1665,,
A54286,1682,,
A54288,1694,,
A54291,1689,,
A54293,1693,,
A54295,1698,,
A54296,1698,,
A54297,1699,,
A54298,1699,,
A54299,1677,,
A54301,1658,,
A54302,1696,,
A54305,1681,,
A54306,1681,,
A54308,1680,,
A54309,1686,,
A54310,1679,,
A54311,1680,,
A54312,1685,,
A54313,1680,,
A54314,1689,,
A54315,1690,,
A54316,1681,,
A54319,1681,,
A54320,1681,,
A54321,1661,,
A54322,1688,,
A54323,1663,,
A54327,1679,,
A54328,1661,,
A54332,1655,,
A54338,1691,,
A54340,1659,,
A54342,1673,,
A54343,1677,,
A54344,1669,,
A54346,1642,,
A54347,1691,,
A54349,1687,,
A54351,1642,,
A54352,1659,,
A54354,1671,,
A54355,1646,,
A54357,1690,,
A54365,1681,,
A54371,1699,,
A54376,1697,,
A54377,1697,,
A54378,1692,,
A54381,1654,,
A54390,1644,,
A54391,1674,,
A54394,1685,,
A54396,1658,,
A54399,1679,,
A54401,1681,,
A54403,1655,,
A54404,1673,,
A54406,1668,,
A54407,1668,,
A54408,1693,,
A54409,1697,,
A54411,1680,,
A54412,1644,,
A54415,1676,,
A54417,1664,,
A54418,1666,,
A54420,1661,,
A54422,1691,,
A54423,1662,,
A54424,1661,,
A54425,1661,,
A54430,1661,,
A54431,1663,,
A54432,1658,,
A54433,1660,,
A54434,1660,,
A54439,1661,,
A54440,1661,,
A54441,1661,,
A54444,1664,,
A54445,1661,,
A54446,1661,,
A54447,1662,,
A54448,1661,,
A54449,1682,,
A54452,1660,,
A54453,1662,,
A54454,1658,,
A54455,1679,,
A54456,1676,,
A54457,1671,,
A54458,1662,,
A54459,1695,,
A54460,1686,,
A54461,1686,,
A54462,1682,,
A54463,1689,,
A54464,1695,,
A54465,1696,,
A54466,1697,,
A54467,1667,,
A54468,1683,,
A54470,1670,,
A54476,1685,,
A54477,1664,,
A54481,1685,,
A54483,1659,,
A54484,1661,,
A54488,1659,,
A54489,1698,,
A54490,1678,,
A54491,1686,,
A54495,1680,,
A54496,1684,,
A54497,1643,,
A54498,1680,,
A54500,1685,,
A54501,1660,,
A54505,1650,,
A54506,1680,,
A54508,1660,,
A54509,1646,,
A54511,1646,,
A54513,1646,,
A54514,1660,,
A54515,1659,,
A54517,1642,,
A54518,1678,,
A54521,1691,,
A54523,1689,,
A54524,1642,,
A54528,1645,,
A54533,1681,,
A54540,1642,,
A54544,1643,,
A54548,1642,,
A54550,1693,,
A54551,1662,,
A54552,1641,,
A54556,1685,,
A54557,1673,,
A54558,1652,,
A54560,1693,,
A54564,1641,,
A54566,1680,,
A54568,1681,,
A54573,1703,,
A54575,1684,,
A54576,1657,,
A54578,1661,,
A54580,1688,,
A54581,1687,,
A54583,1661,,
A54584,1685,,
A54585,1694,,
A54586,1684,,
A54588,1683,,
A54589,1674,,
A54590,1693,,
A54591,1691,,
A54593,1668,,
A54594,1693,,
A54595,1680,,
A54597,1683,,
A54599,1670,,
A54600,1671,,
A54603,1674,,
A54604,1654,,
A54605,1647,,
A54607,1683,,
A54608,1659,,
A54610,1686,,
A54611,1674,,
A54612,1689,,
A54615,1682,,
A54616,1686,,
A54618,1683,,
A54619,1687,,
A54620,1691,,
A54621,1690,,
A54623,1695,,
A54625,1662,,
A54629,1687,,
A54631,1690,,
A54632,1690,,
A54633,1680,,
A54635,1689,,
A54636,1680,,
A54639,1684,,
A54640,1681,,
A54647,1699,,
A54649,1687,,
A54651,1674,,
A54652,1668,,
A54653,1676,,
A54655,1678,,
A54656,1682,,
A54657,1670,,
A54659,1669,,
A54660,1672,,
A54661,1685,,
A54662,1684,,
A54663,1657,,
A54665,1659,,
A54666,1670,,
A54667,1672,,
A54668,1641,,
A54669,1641,,
A54670,1646,,
A54671,1661,,
A54672,1664,,
A54673,1673,,
A54675,1648,,
A54676,1676,,
A54677,1671,,
A54678,1646,,
A54679,1674,,
A54680,1676,,
A54682,1663,,
A54684,1663,,
A54686,1686,,
A54688,1661,,
A54689,1664,,
A54690,1682,,
A54691,1669,,
A54692,1662,,
A54693,1671,,
A54694,1662,,
A54695,1660,,
A54696,1681,,
A54698,1684,,
A54703,1700,,
A54704,1689,,
A54705,1676,,
A54706,1691,,
A54708,1690,,
A54709,1682,,
A54710,1693,,
A54711,1679,,
A54713,1678,,
A54714,1661,,
A54715,1664,,
A54716,1667,,
A54719,1679,,
A54721,1681,,
A54722,1641,,
A54723,1641,,
A54729,1668,,
A54742,1700,,
A54743,1685,,
A54745,1685,,
A54746,1658,,
A54754,1675,,
A54756,1685,,
A54757,1697,,
A54759,1681,,
A54760,1680,,
A54761,1682,,
A54762,1685,,
A54763,1695,,
A54765,1672,,
A54771,1682,,
A54772,1685,,
A54773,1695,,
A54774,1661,,
A54778,1683,,
A54779,1697,,
A54780,1652,,
A54782,1688,,
A54783,1655,,
A54793,1682,,
A54794,1682,,
A54795,1656,,
A54796,1681,,
A54797,1685,,
A54799,1683,,
A54800,1698,,
A54801,1700,,
A54805,1662,,
A54806,1664,,
A54807,1683,,
A54808,1645,,
A54811,1680,,
A54815,1678,,
A54817,1644,,
A54819,1641,,
A54823,1691,,
A54825,1692,,
A54826,1697,,
A54827,1649,,
A54829,1671,,
A54833,1655,,
A54839,1659,,
A54840,1691,,
A54841,1659,,
A54842,1660,,
A54843,1686,,
A54844,1659,,
A54848,1658,,
A54850,1663,,
A54853,1688,,
A54854,1679,,
A54855,1661,,
A54857,1670,,
A54861,1663,,
A54862,1683,,
A54864,1693,,
A54868,1658,,
A54869,1690,,
A54870,1647,,
A54871,1647,,
A54872,1676,,
A54873,1700,,
A54877,1685,,
A54879,1697,,
A54883,1690,,
A54884,1682,,
A54886,1679,,
A54887,1667,,
A54905,1687,,
A54906,1659,,
A54907,1660,,
A54908,1660,,
A54909,1689,,
A54912,1646,,
A54914,1665,,
A54916,1665,,
A54917,1654,,
A54919,1700,,
A54921,1676,,
A54928,1664,,
A54930,1689,,
A54931,1658,,
A54932,1658,,
A54934,1670,,
A54935,1696,,
A54936,1685,,
A54939,1695,,
A54940,1678,,
A54941,1682,,
A54942,1689,,
A54943,1659,,
A54944,1683,,
A54945,1683,,
A54946,1682,,
A54947,1670,,
A54948,1677,,
A54949,1684,,
A54950,1699,,
A54952,1696,,
A54953,1690,,
A54955,1700,,
A54956,1698,,
A54957,1699,,
A54958,1696,,
A54959,1697,,
A54960,1696,,
A54962,1665,,
A54963,1665,,
A54967,1698,,
A54969,1685,,
A54970,1692,,
A54971,1681,,
A54973,1682,,
A54974,1681,,
A54975,1681,,
A54980,1698,,
A54984,1681,,
A54986,1643,,
A54988,1673,,
A54990,1648,,
A54994,1654,,
A55001,1649,,
A55004,1679,,
A55005,1670,,
A55007,1685,,
A55009,1675,,
A55016,1694,,
A55017,1685,,
A55021,1688,,
A55028,1643,,
A55033,1643,,
A55042,1654,,
A55052,1690,,
A55056,1689,,
A55065,1658,,
A55066,1674,,
A55073,1673,,
A55074,1685,,
A55086,1644,,
A55092,1680,,
A55099,1680,,
A55100,1655,,
A55103,1681,,
A55105,1689,,
A55106,1680,,
A55108,1699,,
A55109,1647,,
A55112,1688,,
A55113,1680,,
A55118,1659,,
A55119,1670,,
A55123,1682,,
A55125,1660,,
A55128,1685,,
A55134,1630,,
A55136,1678,,
A55137,1681,,
A55138,1673,,
A55141,1679,,
A55142,1682,,
A55143,1681,,
A55147,1685,,
A55153,1685,,
A55155,1686,,
A55156,1674,,
A55157,1683,,
A55158,1696,,
A55165,1681,,
A55166,1681,,
A55168,1681,,
A55171,1681,,
A55172,1692,,
A55174,1661,,
A55177,1662,,
A55186,1681,,
A55189,1690,,
A55190,1689,,
A55191,1667,,
A55194,1683,,
A55198,1688,,
A55202,1693,,
A55203,1693,,
A55205,1682,,
A55206,1700,,
A55220,1684,,
A55222,1685,,
A55223,1673,,
A55224,1680,,
A55226,1677,,
A55228,1677,,
A55230,1675,,
A55231,1675,,
A55237,1689,,
A55239,1696,,
A55240,1696,,
A55242,1685,,
A55244,1660,,
A55245,1670,,
A55246,1679,,
A55247,1680,,
A55251,1694,,
A55252,1688,,
A55253,1678,,
A55255,1680,,
A55256,1693,,
A55257,1685,,
A55260,1684,,
A55265,1675,,
A55270,1679,,
A55271,1696,,
A55273,1684,,
A55274,1697,,
A55276,1697,,
A55279,1688,,
A55281,1692,,
A55289,1695,,
A55293,1657,,
A55294,1698,,
A55296,1685,,
A55298,1662,,
A55299,1675,,
A55301,1682,,
A55302,1680,,
A55303,1694,,
A55305,1695,,
A55306,1675,,
A55307,1682,,
A55308,1678,,
A55316,1681,,
A55317,1684,,
A55321,1695,,
A55322,1666,,
A55325,1697,,
A55326,1697,,
A55327,1700,,
A55328,1699,,
A55329,1697,,
A55330,1644,,
A55332,1674,,
A55335,1698,,
A55337,1668,,
A55340,1698,,
A55341,1700,,
A55342,1700,,
A55343,1693,,
A55344,1698,,
A55345,1685,,
A55346,1688,,
A55347,1683,,
A55348,1682,,
A55351,1662,,
A55352,1656,,
A55353,1689,,
A55354,1684,,
A55355,1694,,
A55357,1657,,
A55359,1663,,
A55361,1676,,
A55362,1688,,
A55363,1683,,
A55368,1685,,
A55373,1654,,
A55374,1667,,
A55382,1660,,
A55383,1679,,
A55384,1679,,
A55386,1658,,
A55387,1666,,
A55392,1682,,
A55393,1659,,
A55395,1673,,
A55404,1696,,
A55407,1677,,
A55409,1672,,
A55410,1666,,
A55411,1672,,
A55412,1695,,
A55414,1681,,
A55415,1677,,
A55416,1677,,
A55417,1681,,
A55418,1679,,
A55419,1675,,
A55421,1674,,
A55422,1697,,
A55423,1670,,
A55424,1698,,
A55425,1684,,
A55426,1675,,
A55427,1676,,
A55428,1697,,
A55430,1680,,
A55434,1679,,
A55436,1689,,
A55438,1679,,
A55441,1682,,
A55445,1680,,
A55446,1680,,
A55451,1683,,
A55452,1656,,
A55459,1682,,
A55460,1679,,
A55461,1682,,
A55463,1679,,
A55464,1680,,
A55466,1689,,
A55468,1688,,
A55471,1688,,
A55472,1687,,
A55473,1678,,
A55474,1683,,
A55475,1673,,
A55477,1684,,
A55478,1682,,
A55479,1661,,
A55481,1660,,
A55482,1678,,
A55484,1658,,
A55486,1680,,
A55487,1658,,
A55488,1657,,
A55489,1691,,
A55490,1664,,
A55491,1661,,
A55492,1678,,
A55493,1663,,
A55496,1663,,
A55497,1655,,
A55498,1657,,
A55499,1684,,
A55502,1665,,
A55504,1645,,
A55507,1683,,
A55508,1688,,
A55518,1678,,
A55519,1691,,
A55520,1642,,
A55522,1645,,
A55523,1697,,
A55525,1699,,
A55526,1651,,
A55527,1655,,
A55528,1649,,
A55529,1677,,
A55530,1688,,
A55533,1700,,
A55538,1683,,
A55539,1691,,
A55540,1696,,
A55541,1677,,
A55542,1698,,
A55543,1697,,
A55545,1696,,
A55546,1690,,
A55548,1693,,
A55552,1695,,
A55553,1692,,
A55554,1663,,
A55555,1641,,
A55558,1676,,
A55560,1676,,
A55561,1696,,
A55562,1657,,
A55564,1661,,
A55565,1657,,
A55567,1679,,
A55568,1675,,
A55570,1661,,
A55574,1661,,
A55575,1677,,
A55577,1681,,
A55582,1655,,
A55583,1656,,
A55584,1664,,
A55586,1684,,
A55588,1662,,
A55592,1688,,
A55593,1689,,
A55594,1689,,
A55595,1689,,
A55596,1689,,
A55598,1679,,
A55601,1683,,
A55603,1683,,
A55604,1648,,
A55606,1661,,
A55615,1656,,
A55617,1693,,
A55623,1695,,
A55624,1694,,
A55625,1693,,
A55627,1660,,
A55629,1680,,
A55630,1681,,
A55631,1684,,
A55632,1682,,
A55634,1679,,
A55635,1695,,
A55636,1677,,
A55637,1684,,
A55638,1697,,
A55639,1700,,
A55640,1696,,
A55641,1698,,
A55642,1682,,
A55649,1689,,
A55650,1688,,
A55651,1684,,
A55652,1675,,
A55655,1698,,
A55656,1685,,
A55657,1641,,
A55658,1656,,
A55659,1691,,
A55661,1686,,
A55662,1685,,
A55663,1685,,
A55664,1685,,
A55667,1684,,
A55668,1641,,
A55669,1690,,
A55674,1674,,
A55675,1690,,
A55677,1691,,
A55678,1645,,
A55680,1695,,
A55682,1681,,
A55686,1681,,
A55688,1682,,
A55689,1683,,
A55696,1691,,
A55697,1689,,
A55699,1675,,
A55702,1679,,
A55704,1691,,
A55705,1690,,
A55707,1687,,
A55708,1690,,
A55709,1682,,
A55712,1691,,
A55713,1696,,
A55715,1681,,
A55717,1690,,
A55718,1687,,
A55719,1673,,
A55720,1683,,
A55721,1661,,
A55722,1695,,
A55723,1681,,
A55724,1691,,
A55725,1692,,
A55726,1642,,
A55727,1661,,
A55728,1681,,
A55730,1683,,
A55731,1684,,
A55732,1683,,
A55734,1682,,
A55735,1700,,
A55737,1682,,
A55740,1661,,
A55741,1655,,
A55744,1679,,
A55745,1679,,
A55748,1648,,
A55750,1645,,
A55751,1654,,
A55752,1658,,
A55754,1644,,
A55756,1641,,
A55757,1681,,
A55758,1670,,
A55761,1656,,
A55762,1698,,
A55765,1679,,
A55769,1662,,
A55771,1667,,
A55772,1663,,
A55773,1663,,
A55774,1680,,
A55776,1683,,
A55777,1660,,
A55778,1680,,
A55779,1650,,
A55781,1694,,
A55782,1661,,
A55783,1641,,
A55785,1674,,
A55786,1657,,
A55790,1655,,
A55791,1648,,
A55793,1641,,
A55794,1665,,
A55795,1679,,
A55798,1655,,
A55801,1674,,
A55805,1683,,
A55807,1683,,
A55808,1684,,
A55809,1682,,
A55810,1642,,
A55811,1672,,
A55812,1696,,
A55815,1688,,
A55816,1682,,
A55817,1691,,
A55818,1697,,
A55819,1690,,
A55820,1696,,
A55822,1697,,
A55825,1688,,
A55832,1648,,
A55845,1661,,
A55856,1660,,
A55858,1648,,
A55863,1677,,
A55871,1684,,
A55874,1688,,
A55879,1681,,
A55880,1674,,
A55881,1688,,
A55882,1641,,
A55883,1688,,
A55884,1689,,
A55886,1642,,
A55888,1689,,
A55892,1697,,
A55894,1676,,
A55895,1665,,
A55897,1641,,
A55900,1711,,
A55902,1671,,
A55903,1700,,
A55904,1695,,
A55906,1694,,
A55907,1687,,
A55909,1697,,
A55910,1692,,
A55911,1690,,
A55912,1695,,
A55913,1696,,
A55915,1649,,
A55916,1693,,
A55917,1644,,
A55918,1688,,
A55925,1690,,
A55926,1691,,
A55929,1684,,
A55932,1683,,
A55933,1681,,
A55936,1681,,
A55937,1678,,
A55938,1680,,
A55939,1682,,
A55942,1681,,
A55944,1682,,
A55945,1683,,
A55947,1681,,
A55948,1684,,
A55949,1682,,
A55952,1688,,
A55954,1680,,
A55955,1681,,
A55957,1688,,
A55960,1670,,
A55963,1690,,
A55964,1691,,
A55965,1656,,
A55966,1685,,
A55967,1685,,
A55969,1695,,
A55970,1688,,
A55971,1688,,
A55972,1683,,
A55973,1683,,
A55977,1696,,
A55978,1689,,
A55979,1681,,
A55980,1684,,
A55981,1686,,
A55982,1690,,
A55984,1682,,
A55985,1680,,
A55986,1653,,
A55987,1674,,
A55991,1667,,
A55994,1698,,
A55995,1682,,
A55996,1692,,
A55997,1660,,
A56001,1684,,
A56002,1660,,
A56003,1681,,
A56005,1665,,
A56007,1680,,
A56008,1691,,
A56009,1665,,
A56010,1679,,
A56011,1676,,
A56012,1682,,
A56013,1691,,
A56014,1700,,
A56015,1700,,
A56016,1663,,
A56017,1687,,
A56018,1700,,
A56020,1693,,
A56021,1679,,
A56022,1682,,
A56026,1678,,
A56027,1697,,
A56029,1694,,
A56031,1690,,
A56032,1696,,
A56033,1690,,
A56034,1695,,
A56035,1691,,
A56036,1687,,
A56038,1694,,
A56039,1666,,
A56040,1680,,
A56041,1696,,
A56042,1681,,
A56045,1695,,
A56047,1679,,
A56050,1670,,
A56054,1697,,
A56055,1683,,
A56056,1665,,
A56065,1644,,
A56068,1686,,
A56069,1664,,
A56070,1673,,
A56071,1660,,
A56072,1698,,
A56074,1684,,
A56075,1687,,
A56077,1688,,
A56078,1681,,
A56079,1673,,
A56081,1680,,
A56082,1689,,
A56083,1673,,
A56086,1681,,
A56089,1682,,
A56091,1683,,
A56093,1681,,
A56094,1658,,
A56095,1682,,
A56099,1689,,
A56100,1690,,
A56102,1689,,
A56103,1689,,
A56109,1659,,
A56110,1652,,
A56112,1647,,
A56113,1657,,
A56116,1647,,
A56118,1700,,
A56119,1698,,
A56120,1694,,
A56121,1697,,
A56122,1699,,
A56123,1699,,
A56125,1668,,
A56126,1658,,
A56127,1641,,
A56129,1649,,
A56130,1668,,
A56131,1660,,
A56135,1644,,
A56136,1649,,
A56138,1649,,
A56139,1699,,
A56140,1649,,
A56141,1649,,
A56142,1659,,
A56143,1661,,
A56144,1646,,
A56145,1641,,
A56146,1648,,
A56148,1641,,
A56149,1642,,
A56151,1660,,
A56152,1659,,
A56153,1648,,
A56154,1658,,
A56155,1646,,
A56157,1643,,
A56158,1658,,
A56159,1660,,
A56161,1659,,
A56162,1655,,
A56163,1660,,
A56164,1659,,
A56165,1645,,
A56167,1644,,
A56168,1642,,
A56169,1659,,
A56170,1660,,
A56171,1645,,
A56172,1659,,
A56174,1641,,
A56175,1647,,
A56176,1680,,
A56177,1656,,
A56178,1649,,
A56180,1644,,
A56182,1643,,
A56184,1662,,
A56186,1648,,
A56187,1644,,
A56188,1663,,
A56189,1659,,
A56191,1642,,
A56192,1643,,
A56193,1660,,
A56194,1664,,
A56195,1673,,
A56196,1649,,
A56197,1659,,
A56199,1644,,
A56200,1650,,
A56201,1642,,
A56204,1660,,
A56206,1656,,
A56207,1659,,
A56208,1661,,
A56209,1659,,
A56210,1658,,
A56211,1643,,
A56213,1649,,
A56214,1661,,
A56215,1653,,
A56216,1643,,
A56217,1659,,
A56218,1650,,
A56219,1659,,
A56220,1659,,
A56221,1644,,
A56223,1642,,
A56225,1647,,
A56226,1697,,
A56227,1654,,
A56228,1642,,
A56231,1645,,
A56233,1655,,
A56244,1696,,
A56246,1684,,
A56248,1687,,
A56250,1698,,
A56252,1691,,
A56253,1695,,
A56256,1641,,
A56257,1698,,
A56258,1691,,
A56260,1690,,
A56262,1680,,
A56265,1658,,
A56267,1663,,
A56268,1664,,
A56269,1661,,
A56270,1695,,
A56271,1695,,
A56272,1695,,
A56273,1699,,
A56274,1679,,
A56276,1699,,
A56280,1688,,
A56281,1687,,
A56283,1687,,
A56284,1651,,
A56286,1696,,
A56293,1698,,
A56299,1691,,
A56300,1657,,
A56305,1657,,
A56307,1663,,
A56309,1652,,
A56311,1641,,
A56313,1696,,
A56314,1700,,
A56316,1642,,
A56317,1680,,
A56321,1641,,
A56322,1641,,
A56323,1641,,
A56328,1646,,
A56332,1643,,
A56339,1642,,
A56345,1650,,
A56346,1641,,
A56350,1641,,
A56351,1641,,
A56353,1641,,
A56361,1662,,
A56362,1655,,
A56363,1654,,
A56364,1642,,
A56365,1655,,
A56366,1654,,
A56367,1667,,
A56368,1684,,
A56369,1661,,
A56370,1682,,
A56371,1660,,
A56372,1647,,
A56373,1686,,
A56375,1686,,
A56377,1688,,
A56378,1670,,
A56379,1650,,
A56381,1666,,
A56382,1681,,
A56383,1687,,
A56384,1671,,
A56385,1681,,
A56388,1690,,
A56390,1666,,
A56392,1700,,
A56393,1688,,
A56396,1684,,
A56397,1685,,
A56398,1673,,
A56399,1700,,
A56403,1676,,
A56404,1668,,
A56405,1658,,
A56406,1684,,
A56407,1692,,
A56408,1689,,
A56409,1690,,
A56410,1691,,
A56411,1690,,
A56413,1641,,
A56414,1648,,
A56416,1654,,
A56418,1648,,
A56421,1659,,
A56422,1642,,
A56425,1648,,
A56427,1648,,
A56428,1686,,
A56429,1655,,
A56430,1675,,
A56431,1660,,
A56432,1674,,
A56434,1655,,
A56436,1655,,
A56437,1654,,
A56442,1660,,
A56447,1661,,
A56449,1672,,
A56450,1681,,
A56451,1663,,
A56453,1673,,
A56454,1670,,
A56455,1700,,
A56456,1692,,
A56457,1677,,
A56458,1660,,
A56459,1685,,
A56468,1681,,
A56469,1690,,
A56470,1680,,
A56472,1688,,
A56478,1689,,
A56479,1689,,
A56480,1680,,
A56484,1683,,
A56485,1673,,
A56489,1643,,
A56490,1693,,
A56491,1689,,
A56492,1681,,
A56493,1692,,
A56494,1680,,
A56500,1654,,
A56501,1695,,
A56502,1695,,
A56504,1697,,
A56505,1690,,
A56509,1688,,
A56510,1685,,
A56512,1693,,
A56520,1670,,
A56521,1661,,
A56526,1695,,
A56527,1658,,
A56530,1657,,
A56531,1642,,
A56532,1663,,
A56533,1658,,
A56539,1688,,
A56540,1683,,
A56544,1695,,
A56552,1650,,
A56555,1668,,
A56556,1661,,
A56557,1687,,
A56561,1688,,
A56562,1673,,
A56563,1681,,
A56565,1688,,
A56566,1693,,
A56567,1683,,
A56569,1684,,
A56570,1678,,
A56571,1700,,
A56572,1677,,
A56573,1680,,
A56574,1679,,
A56576,1660,,
A56578,1683,,
A56579,1668,,
A56581,1694,,
A56582,1656,,
A56583,1654,,
A56584,1695,,
A56585,1696,,
A56588,1688,,
A56589,1674,,
A56592,1688,,
A56593,1686,,
A56594,1673,,
A56599,1678,,
A56600,1692,,
A56601,1670,,
A56605,1680,,
A56609,1662,,
A56611,1665,,
A56612,1665,,
A56613,1668,,
A56616,1671,,
A56627,1695,,
A56628,1681,,
A56629,1700,,
A56630,1695,,
A56632,1699,,
A56633,1697,,
A56634,1698,,
A56635,1665,,
A56636,1671,,
A56638,1669,,
A56639,1661,,
A56640,1673,,
A56650,1683,,
A56654,1683,,
A56656,1659,,
A56658,1660,,
A56659,1676,,
A56660,1668,,
A56662,1694,,
A56667,1688,,
A56668,1670,,
A56669,1678,,
A56674,1657,,
A56675,1677,,
A56677,1690,,
A56679,1667,,
A56683,1665,,
A56690,1687,,
A56691,1685,,
A56693,1670,,
A56694,1676,,
A56695,1678,,
A56696,1678,,
A56697,1680,,
A56698,1686,,
A56699,1687,,
A56700,1689,,
A56701,1689,,
A56702,1689,,
A56703,1691,,
A56704,1689,,
A56705,1692,,
A56706,1696,,
A56707,1696,,
A56708,1686,,
A56710,1685,,
A56711,1650,,
A56712,1681,,
A56715,1689,,
A56717,1698,,
A56718,1695,,
A56723,1654,,
A56724,1654,,
A56725,1699,,
A56727,1652,,
A56730,1687,,
A56731,1673,,
A56732,1693,,
A56733,1693,,
A56734,1673,,
A56735,1690,,
A56736,1690,,
A56737,1685,,
A56738,1685,,
A56739,1683,,
A56740,1687,,
A56741,1688,,
A56742,1698,,
A56743,1682,,
A56744,1696,,
A56745,1697,,
A56746,1693,,
A56747,1695,,
A56749,1695,,
A56750,1688,,
A56751,1683,,
A56755,1682,,
A56756,1694,,
A56757,1694,,
A56758,1694,,
A56759,1694,,
A56760,1694,,
A56761,1694,,
A56762,1695,,
A56763,1695,,
A56764,1694,,
A56765,1694,,
A56766,1695,,
A56767,1672,,
A56768,1693,,
A56769,1680,,
A56770,1694,,
A56771,1694,,
A56772,1679,,
A56773,1694,,
A56774,1655,,
A56775,1682,,
A56776,1694,,
A56777,1642,,
A56778,1642,,
A56779,1642,,
A56780,1641,,
A56790,1641,,
A56791,1694,,
A56792,1695,,
A56793,1696,,
A56794,1696,,
A56795,1699,,
A56796,1695,,
A56797,1649,,
A56798,1665,,
A56801,1674,,
A56802,1673,,
A56805,1683,,
A56807,1681,,
A56809,1682,,
A56811,1682,,
A56812,1674,,
A56816,1675,,
A56820,1686,,
A56826,1689,,
A56827,1698,,
A56828,1646,,
A56830,1688,,
A56832,1644,,
A56836,1645,,
A56839,1645,,
A56841,1648,,
A56843,1649,,
A56845,1682,,
A56846,1644,,
A56847,1698,,
A56848,1665,,
A56850,1671,,
A56853,1649,,
A56856,1651,,
A56857,1658,,
A56858,1649,,
A56861,1689,,
A56864,1684,,
A56865,1664,,
A56866,1642,,
A56868,1674,,
A56871,1695,,
A56872,1653,,
A56874,1700,,
A56875,1700,,
A56876,1700,,
A56877,1660,,
A56880,1642,,
A56884,1675,,
A56888,1642,,
A56890,1697,,
A56891,1641,,
A56893,1667,,
A56902,1691,,
A56903,1676,,
A56905,1692,,
A56906,1700,,
A56909,1675,,
A56910,1659,,
A56915,1686,,
A56917,1642,,
A56919,1675,,
A56920,1674,,
A56923,1700,,
A56926,1677,,
A56943,1646,,
A56969,1643,,
A56976,1644,,
A56978,1675,,
A56983,1677,,
A56987,1647,,
A56988,1695,,
A56989,1689,,
A56991,1653,,
A56994,1682,,
A56996,1665,,
A57001,1664,,
A57004,1657,,
A57005,1657,,
A57006,1698,,
A57009,1694,,
A57012,1688,,
A57013,1687,,
A57014,1698,,
A57015,1694,,
A57017,1660,,
A57018,1685,,
A57020,1694,,
A57023,1694,,
A57024,1694,,
A57025,1696,,
A57030,1653,,
A57033,1682,,
A57035,1680,,
A57041,1693,,
A57043,1681,,
A57044,1692,,
A57045,1677,,
A57046,1652,,
A57049,1652,,
A57051,1679,,
A57053,1686,,
A57057,1684,,
A57058,1693,,
A57059,1681,,
A57060,1681,,
A57061,1689,,
A57062,1691,,
A57063,1692,,
A57064,1652,,
A57066,1654,,
A57067,1651,,
A57068,1649,,
A57070,1649,,
A57071,1661,,
A57082,1648,,
A57085,1694,,
A57086,1694,,
A57087,1691,,
A57088,1664,,
A57089,1682,,
A57090,1673,,
A57093,1714,,
A57095,1651,,
A57097,1690,,
A57098,1671,,
A57099,1657,,
A57101,1688,,
A57104,1696,,
A57106,1643,,
A57108,1699,,
A57111,1685,,
A57113,1674,,
A57115,1663,,
A57118,1657,,
A57125,1663,,
A57126,1680,,
A57129,1669,,
A57130,1660,,
A57131,1680,,
A57132,1659,,
A57133,1662,,
A57134,1642,,
A57140,1659,,
A57141,1650,,
A57143,1649,,
A57145,1681,,
A57146,1677,,
A57148,1659,,
A57149,1663,,
A57150,1659,,
A57151,1662,,
A57152,1658,,
A57154,1652,,
A57156,1666,,
A57158,1668,,
A57159,1669,,
A57160,1678,,
A57163,1658,,
A57165,1682,,
A57166,1663,,
A57167,1659,,
A57178,1654,,
A57182,1673,,
A57186,1669,,
A57189,1693,,
A57190,1678,,
A57191,1662,,
A57193,1661,,
A57195,1700,,
A57197,1658,,
A57199,1644,,
A57202,1642,,
A57205,1648,,
A57206,1650,,
A57207,1654,,
A57212,1680,,
A57213,1680,,
A57214,1680,,
A57217,1667,,
A57218,1669,,
A57220,1685,,
A57222,1641,,
A57223,1682,,
A57224,1680,,
A57226,1691,,
A57229,1700,,
A57230,1655,,
A57232,1641,,
A57233,1679,,
A57234,1682,,
A57235,1673,,
A57238,1682,,
A57239,1680,,
A57240,1680,,
A57242,1681,,
A57245,1660,,
A57248,1647,,
