tcp,estc,playfile,html_name,corpus_name,Wiggins number,author,author 2,author 3,author 4,author 5,translator,adaptation,missing from tcp or excluded,title,alternative title,type,genre,Wiggins genre,DEEP genre,Harbage genre,Wiggins contemporary genre,date of writing,date of 1st performance,Harbage limits of performance date,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes,text_name,in_554,in_666,in_1244,status
A07518,S119885,play in collection,,,,"Middleton, Thomas",,,,,,,yes,The Triumphs of Truth,,drama,EN,,Civic Pageant,,,1613,1613,,1613,1613,,,,,,,,FALSE,FALSE,FALSE,Free
A07524,S121842,A07524,a07524headed_Docuscope.html,46977f5d7a,,"Dekker, Thomas","Middleton, Thomas",,,,,,no,"The Roaring Girl, or Moll Cutpurse",,drama,CO,,CO,,,1611,1611,,1611,1611,Prince Henry's Men,,,,,,A07524.headed.txt,TRUE,TRUE,TRUE,Free
A07525,S106479,A07525,a07525headed_Docuscope.html,,,"Middleton, Thomas","Rowley, William",,,,,,no,The World Tossed at Tennis,,drama,MA,,MA,,,1620,1620,,1620,1620,Prince Charles's Men (first),,,,,,A07525.headed.txt,FALSE,TRUE,TRUE,Free
A07528,S2820,A07528,a07528headed_Docuscope.html,46977f5d7a,,"Middleton, Thomas",William Rowley,,,,,,no,A Fair Quarrel,,drama,CO,,TC,,,1615,1616,,1617,1617,Prince Charles's Men (first),,,,,,A07528.headed.txt,TRUE,TRUE,TRUE,Free
A07555,S121854,A07555,a07555headed_Docuscope.html,,,"Milton, John",,,,,,,no,Comus,The Masque at Ludlow Castle,drama,MA,,Moral MA,,,1634,1634,,1637,1637,,,,,,,A07555.headed.txt,FALSE,TRUE,TRUE,Free
A07637,S101423,A07637,a07637headed_Docuscope.html,46977f5d7a,,"Belchier, Dabridgcourt",,,,,,,no,Hans Beer-Pot,See Me and See Me Not,drama,CO,,Comic Dialogue,,,1618,1618,,1618,1618,,,,,,,A07637.headed.txt,TRUE,TRUE,TRUE,Free
A07649,R2909,A07649,a07649headed_Docuscope.html,46977f5d7a,,"Montague, Walter",,,,,,,no,The Shepherd's Paradise,,drama,CO,,Pastoral Romance,,,1633,1633,,1659,1659,,,,,,,A07649.headed.txt,TRUE,TRUE,TRUE,Free
A07859,S106305,A07859,a07859headed_Docuscope.html,46977f5d7a,884,Anon.,,,,,,,no,Mucedorus and Amadine,"Printed: Mucedorus, the King's Son of Valencia, and Amadine, the King's Daughter of Aragon / Later assigned: Mucedorus; Mucedorus and Amadine",drama,CO,romance,Romantic Comedy,,CO,1588,1590,,1598,1598,,,,pentameter and prose,blank verse and couplets,,A07859.headed.txt,TRUE,TRUE,TRUE,Free
A07895,S110068,A07895,a07895headed_Docuscope.html,,,"Munday, Anthony",,,,,,,yes,Chryso-Thriambos,,drama,EN,,Civic Pageant,,,1611,1611,,1611,1611,,,,,,,A07895.headed.txt,FALSE,FALSE,TRUE,Free
A07897,S110066,A07897,a07897headed_Docuscope.html,46977f5d7a,1107,"Munday, Anthony","Chettle, Henry",,,,,,no,"The Death of Robert, Earl of Huntingdon","Performed: The Second Part of Robin Hood / Printed: The Death of Robert, Earl of Huntingdon / Contemporary: The Second Part of The Downfall of Earl Huntingdon, surnamed Robin Hood; The Second Part of The Downfall of Robin Hood; The Second Part of Robert Hood; The Death of Robert, Earl of Huntingdon with the Lamentable Tragedy of Chaste Matilda",drama,HI,TR,HI,,,1598,1598,,1601,1601,Admiral's (Nottingham's) Men,,the Rose,pentameter and prose,blank verse and couplets,,A07897.headed.txt,TRUE,TRUE,TRUE,Free
A07903,S120605,A07903,a07903headed_Docuscope.html,,,"Munday, Anthony",,,,,,,yes,Himatia-Poleos,,drama,EN,,Civic Pageant,,,1614,1614,,1614,1614,,,,,,,A07903.headed.txt,FALSE,FALSE,TRUE,Free
A07904,S112990,A07904,a07904headed_Docuscope.html,,,"Munday, Anthony",,,,,,,yes,Metropolis Coronata,,drama,EN,,Civic Pageant,,,1615,1615,,1615,1615,,,,,,,A07904.headed.txt,FALSE,FALSE,TRUE,Free
A07906,S119928,A07906,a07906headed_Docuscope.html,,,"Munday, Anthony",,,,,,,yes,"Siderothriambos, or Steel and Iron Triumphing",,drama,EN,,Civic Pageant,,,1618,1618,,1618,1618,,,,,,,A07906.headed.txt,FALSE,FALSE,TRUE,Free
A07907,S113000,A07907,a07907headed_Docuscope.html,,,"Munday, Anthony",,,,,,,no,The Triumphs of Reunited Britannia,,drama,EN,,Civic Pageant,,,1605,1605,,1605,1605,,,,,,,A07907.headed.txt,FALSE,TRUE,TRUE,Free
A07970,S113039,A07970,a07970headed_Docuscope.html,46977f5d7a,,"Nabbes, Thomas",,,,,,,no,The Bride,,drama,CO,,CO,,,1638,1638,,1640,1640,Beeston's Boys,,,,,,A07970.headed.txt,TRUE,TRUE,TRUE,Free
A07971,S113044,A07971,a07971headed_Docuscope.html,46977f5d7a,,"Nabbes, Thomas",,,,,,,no,Covent Garden,,drama,CO,,CO,,,1633,1633,,1638,1638,Queen Henrietta Maria's Men,,,,,,A07971.headed.txt,TRUE,TRUE,TRUE,Free
A07974,S113063,A07974,a07974headed_Docuscope.html,46977f5d7a,,"Nabbes, Thomas",,,,,,,no,Hannibal and Scipio,,drama,TR,,TR,,,1635,1635,,1637,1637,Queen Henrietta Maria's Men,,,,,,A07974.headed.txt,TRUE,TRUE,TRUE,Free
A07975,S113064,A07975,a07975headed_Docuscope.html,,,"Nabbes, Thomas",,,,,,,no,Microcosmus,,drama,MA,,Moral MA,,,1637,1637,,1637,1637,Queen Henrietta Maria's Men,,,,,,A07975.headed.txt,FALSE,TRUE,TRUE,Free
A07976,S113046,A07976_01,a07976headed005masque001_Docuscope.html,,,"Nabbes, Thomas",,,,,,,no,The Spring's Glory,,drama,MA,,MA,,,1625,1637,,1638,1638,,,,,,,A07976.headed_005_masque_001.txt,FALSE,TRUE,TRUE,Free
A07976,S113046,A07976,a07976headed018play001_Docuscope.html,,,"Nabbes, Thomas",,,,,,,no,Time and the Almanac Makers,The Presentation for the Prince,drama,MA,,MA,,,1638,1638,,1638,1638,,,,,,,A07976.headed_018_play_001.txt,FALSE,TRUE,TRUE,Free
A07978,S113041,A07978,a07978headed_Docuscope.html,46977f5d7a,,"Nabbes, Thomas",,,,,,,no,Tottenham Court,,drama,CO,,CO,,,1633,1634,,1638,1638,,,,,,,A07978.headed.txt,TRUE,TRUE,TRUE,Free
A07979,S113067,A07979,a07979headed_Docuscope.html,46977f5d7a,,"Nabbes, Thomas",,,,,,,no,The Unfortunate Mother,,drama,TR,,TR,,,1639,1639,,1640,1640,,,,,,,A07979.headed.txt,TRUE,TRUE,TRUE,Free
A08009,S110081,A08009,a08009headed_Docuscope.html,46977f5d7a,941,"Nashe, Thomas",,,,,,,no,Summer's Last Will and Testament,Performed+Printed: Summer's Last Will and Testament / Contemporary: Will Summers' Will / Alternative Modernization: Will Somer's Will,drama,CO,CO,CO,,CO,1592,1592,,1600,1600,Children of the Chapel,,"probably the Archbishop's Palace, Croydon",prose and pentameter,blank verse and couplets,,A08009.headed.txt,TRUE,TRUE,TRUE,Free
A08058,S120997,A08058,a08058headed_Docuscope.html,,861,"Nelson, Thomas",,,,,,,yes,The Pageant for John Allot,"Wiggins title: London Lord Mayor's Pageant / Printed: The Device of the Pageant for the Right Honourable John Allot / Later assigned: The Pageant for John Allot; Pageant for John Allot, Fishmonger",drama,EN,civic pageant,Civic Pageant,,pageant,1590,1590,,1590,1590,London Fishmongers' Company,,in the city streets,yes,yes,,A08058.headed.txt,FALSE,FALSE,TRUE,Restricted
A08065,S113150,A08065,a08065headed_Docuscope.html,46977f5d7a,,Anon.,,,,,,,no,Nero,Piso's Conspiracy,drama,TR,,TR,,,1624,1624,,1624,1624,,,,,,,A08065.headed.txt,TRUE,TRUE,TRUE,Restricted
A08262,S113225,A08262,a08262headed_Docuscope.html,46977f5d7a,,Anon.,,,,,,,no,Nobody and Somebody,,drama,HI,,Pseudo-History,,,1603,1605,,1606,1606,Queen Anne's Men,,,,,,A08262.headed.txt,TRUE,TRUE,TRUE,Free
A08360,S111262,A08360,a08360headed_Docuscope.html,46977f5d7a,351,"Norton, Thomas","Sackville, Thomas",,,,,,no,Gorboduc,Printed: The Tragedy of Gorboduc / Contemporary: The Tragedy of King Gorboduc; The Tragedy of Ferrex and Porrex,drama,TR,TR,TR,,TR,1562,1562,,1565,1565,Inner Temple,,,yes,no,,A08360.headed.txt,TRUE,TRUE,TRUE,Free
A08361,S121996,A08361,a08361headed_Docuscope.html,,351,"Norton, Thomas","Sackville, Thomas",,,,,,no,Gorboduc,Printed: The Tragedy of Gorboduc / Contemporary: The Tragedy of King Gorboduc; The Tragedy of Ferrex and Porrex,drama,TR,TR,TR,,TR,1562,1562,,1565,1570,Inner Temple,,,yes,no,,A08361.headed.txt,FALSE,FALSE,FALSE,Free
A08469,S106323,A08469,a08469headed_Docuscope.html,46977f5d7a,1211,"Munday, Anthony","Drayton, Michael","Wilson, Robert","Hathaway, Richard",,,,no,1 Sir John Oldcastle,"Performed: Sir John Oldcastle / Printed: The First Part of...the Life of Sir John Oldcastle, the Good Lord Cobham / Contemporary: The Life of Sir John Oldcastle; Oldcastle",drama,HI,HI,HI,,,1599,1599,,1600,1600,Admiral's (Nottingham's) Men,,the Rose,pentameter and prose,no,,A08469.headed.txt,TRUE,TRUE,TRUE,Free
A08731,S106656,A08731,a08731headed_Docuscope.html,46977f5d7a,,"Berkeley, Sir William",,,,,,,no,The Lost Lady,,drama,TC,,TC,,,1637,1637,,1638,1638,King's Men,,,,,,A08731.headed.txt,TRUE,TRUE,TRUE,Free
A09134,S110343,A09134,a09134headed_Docuscope.html,46977f5d7a,747,"Pasqualigo, Luigi",,,,,"Munday, Anthony",,no,Fedele and Fortunia,Printed: Fedele and Fortunio: The Deceits in Love / Contemporary: Two Italian Gentlemen / Alternative Modernization: Fidele and Fortunio,drama,CO,CO,CO,,CO,1583,1584,,1585,1585,Children of the Chapel Royal,,Blackfriars (?),yes,yes,,A09134.headed.txt,TRUE,TRUE,TRUE,Free
A09214,S114425,A09214,a09214headed_Docuscope.html,,697,"Forsett, Edward",,,,,,,yes,Pedantius,Performed+Printed+MS: Pedantius,drama,CO,CO,Latin Satirical CO,,comoedia; CO,1581,1581,,1631,1631,,,"Trinity College, Cambridge",no,,,A09214.headed.txt,FALSE,FALSE,TRUE,Free
A09220,S110334,A09220,a09220headed_Docuscope.html,46977f5d7a,751,"Peele, George",,,,,,,no,The Arraignment of Paris,Printed: The Arraignment of Paris,drama,TC,pastoral,Classical Legend (Pastoral),,pastoral,1581,1581,,1584,1584,Children of the Chapel Royal,,probably at Whitehall Palace,yes,yes,,A09220.headed.txt,TRUE,TRUE,TRUE,Free
A09221,S110337,A09221,a09221headed_Docuscope.html,46977f5d7a,811,"Peele, George",,,,,,,no,The Battle of Alcazar,Performed+Printed+MS: The Battle of Alcazar / Contemporary: The Tragical Battle of Alcazar; The Tragical Battle of Alcazar in Barbary; Muly Molocco (possibly); Mahamet (possibly) / Later assigned: The Battle of Alcazar in Barbary,drama,HI,TR,Foreign History,,TR,1588,1589,,1594,1594,Admiral's (Nottingham's) Men,,,yes,blank verse and couplets,,A09221.headed.txt,TRUE,TRUE,TRUE,Free
A09222,S2840,A09222,a09222headed_Docuscope.html,,898,"Peele, George",,,,,,,no,Descensus Astraeae,Printed: Descensus Astraeae,drama,EN,civic pageant,Civic Pageant,,device of a pageant,1591,1591,,1591,1591,London Salters' Company,,on the River Thames and in the city streets,yes,"blank verse, ABABCC and variants, and couplets",,A09222.headed.txt,FALSE,TRUE,TRUE,Free
A09223,S100368,A09223,a09223headed_Docuscope.html,,769,"Peele, George",,,,,,,yes,The Pageant before Woolstone Dixie,"Wiggins title: London Lord Mayor's Pageant / Printed: The Device of the Pageant before Wolstan Dixie / Later assigned: Pageant for Wolstan Dixie, Skinner",drama,EN,civic pageant,Civic Pageant,,device of [a] pageant,1585,1585,,1585,1585,London Skinners' Company,,in the city streets,yes,mixed,,A09223.headed.txt,FALSE,FALSE,TRUE,Free
A09224,S110371,A09224,a09224headed_Docuscope.html,46977f5d7a,881,"Peele, George",,,,,,,no,Edward the First,"Printed: The Famous Chronicle of King Edward I, surnamed Longshanks / Contemporary: Edward Longshanks / Later assigned: Edward I",drama,HI,HI,HI,,interlude; chronicle,1591,1591,,1593,1593,,,,"pentameter, prose, and fourteeners",blank verse and couplets,,A09224.headed.txt,TRUE,TRUE,TRUE,Free
A09228,S110364,A09228,a09228headed_Docuscope.html,46977f5d7a,870,"Peele, George",,,,,,,no,The Love of David and Fair Bathsheba,"Printed: The Love of King David and Fair Bathsheba, with the Tragedy of Absalom / Contemporary: David and Bathsheba; The Love of David and Fair Bathsheba; Solomon and Bathsheba; Lapsus David cum Bathsheba (possibly) / Alternative Modernization: David and Bethsabe; David and Bersabe",drama,TR,biblical history,Biblical History,,TR,1590,1594,,1599,1599,,,,yes,no,,A09228.headed.txt,TRUE,TRUE,TRUE,Free
A09232,S110404,A09232,a09232headed_Docuscope.html,46977f5d7a,913,"Peele, George",,,,,,,no,The Old Wives Tale,Printed: The Old Wife's Tale / Alternative Modernizations: The Old Wives' Tale; The Old Wives Tale,drama,CO,romance,Romance,,interlude; 'pleasant conceited comedy',1588,1590,,1595,1595,Queen Elizabeth's Men,,,mixed,blank verse and couplets,,A09232.headed.txt,TRUE,TRUE,TRUE,Free
A09613,S100477,A09613,a09613headed_Docuscope.html,,,Anon.,,,,,,,yes,Philotus,,drama,CO,,CO,,,1603,1603,,1603,1603,,,,,,,A09613.headed.txt,FALSE,FALSE,TRUE,Restricted
A09651,S101918,A09651,a09651headed_Docuscope.html,,,"Pikering, John",,,,,,,no,Horestes,The Interlude of Vice; Orestes,drama,IN,,Moral Interlude,,,1567,1567,,1567,1567,,,,,,,A09651.headed.txt,FALSE,TRUE,TRUE,Restricted
A09857,S110459,A09857,a09857headed_Docuscope.html,46977f5d7a,1151,"Porter, Henry",,,,,,,no,1 The Two Angry Women of Abingdon,Printed: The Two Angry Women of Abingdon / Alternative modernization: The Two Angry Women of Abington,drama,CO,CO,CO,,'pleasant history'; 'pleasant comedy',1598,1598,,1599,1599,Admiral's (Nottingham's) Men,,presumably the Rose,pentameter and prose,blank verse and couplets,,A09857.headed.txt,TRUE,TRUE,TRUE,Free
A10041,S110547,A10041,a10041headed_Docuscope.html,46977f5d7a,480,"Preston, Thomas",,,,,,,no,Cambises,"Printed: Cambyses, King of Persia / Contemporary: A Comedy of King Cambyses; Cambyses / Alternative Modernization: Cambises, King of Persia",drama,TR,TR,TR,,'tragical history'; interlude; TR; CO,1558,1561,,1569,1570,,,,yes,yes,,A10041.headed.txt,TRUE,TRUE,TRUE,Restricted
A10192,S109029,A10192,a10192headed_Docuscope.html,46977f5d7a,581,"B?ze, Th?odore de",,,,,"Golding, Arthur",,no,Abraham's Sacrifice,Printed: Abraham's Sacrifice,drama,TR,biblical,TR,,TR,1575,1575,,1577,1577,,,,yes,yes,,A10192.headed.txt,TRUE,TRUE,TRUE,Free
A10402,S942,play in collection,a10402headed002play001_Docuscope.html,,,"Randolph, Thomas",,,,,,,no,Aristippus,"Aristippus, or The Jovial Philosopher",drama,ND,,Comic Show; Monologue,,,1626,1626,,1630,1630,,,,,,,A10402.headed_002_play_001.txt,FALSE,TRUE,TRUE,Free
A10402,S942,play in collection,a10402headed005monologue001_Docuscope.html,,,"Randolph, Thomas",,,,,,,no,The Conceited Pedlar,The Conceited Pedlar (The University Pedlar),drama,ND,,Monologue,,,1626,1627,,1630,1630,,,,,,,A10402.headed_005_monologue_001.txt,FALSE,TRUE,TRUE,Free
A10407,S115594,A10407,a10407headed_Docuscope.html,46977f5d7a,,"Randolph, Thomas",,,,,,,no,The Jealous Lovers,,drama,CO,,CO,,,1632,1632,,1632,1632,,,,,,,A10407.headed.txt,TRUE,TRUE,TRUE,Free
A10411,S115618,play in collection,a10411headedcollection001_Docuscope.html,,,"Randolph, Thomas",,,,,,,yes,The Muses' Looking Glass,,drama,CO,,CO,,,1630,1630,,1638,1638,King's Revels Company,,,,,,A10411.headed_collection_001.txt,FALSE,FALSE,TRUE,Free
A10411,S115618,play in collection,a10411headedcollection002_Docuscope.html,,,"Randolph, Thomas",,,,,,,yes,"Amyntas, or The Impossible Dowry",,drama,TC,,Pastoral,,,1630,1630,,1638,1638,King's Revels Company,,,,,,A10411.headed_collection_002.txt,FALSE,FALSE,TRUE,Free
A10438,S119335,A10438,a10438headed_Docuscope.html,46977f5d7a,,"Rastell, John",,,,,,,no,The Beauty and Good Properties of Women,,drama,CO,,Romantic Interlude,,,1527,1527,,1525,1525,,,,,,,A10438.headed.txt,TRUE,TRUE,TRUE,Free
A10439,S104481,A10439,a10439headed_Docuscope.html,,,"Rastell, John",,,,,,,no,The Nature of the Four Elements,Natura Naturata,drama,IN,,Moral Interlude,,,1517,1517,,1520,1520,,,,,,,A10439.headed.txt,FALSE,TRUE,TRUE,Free
A10440,S104483,A10440,a10440headed_Docuscope.html,,,"Rastell, John (?)",,,,,,,no,1 & 2 Gentleness and Nobility,,drama,IN,,DI,,,1527,1527,,1525,1525,,,,,,,A10440.headed.txt,FALSE,TRUE,TRUE,Free
A10495,S115676,A10495,a10495headed_Docuscope.html,46977f5d7a,,"Rawlins, Thomas",,,,,,,no,The Rebellion,,drama,TR,,TR,,,1638,1638,,1640,1640,King's Revels Company,,,,,,A10495.headed.txt,TRUE,TRUE,TRUE,Free
A10730,S111104,A10730,a10730headed_Docuscope.html,46977f5d7a,,Anon.,,,,,,,no,The True Tragedy of Richard the Third,,drama,HI,,HI,,,1588,1591,,1594,1594,Queen Elizabeth's Men,,,,,,A10730.headed.txt,TRUE,TRUE,TRUE,Free
A11145,S116260,A11145,a11145headed_Docuscope.html,46977f5d7a,,"Dekker, Thomas",,,,,,,no,The Noble Spanish Soldier,"The Noble Soldier, or A Contract Broken Justly Revenged",drama,TR,,Pseudo-History,,,1622,1622,,1634,1634,,,,,,,A11145.headed.txt,TRUE,TRUE,TRUE,Free
A11146,S102964,A11146,a11146headed_Docuscope.html,46977f5d7a,,"Rowley, Samuel",,,,,,,no,When You See Me You Know Me,Henry the Eighth,drama,HI,,HI,,,1604,1605,,1605,1605,Prince Henry's Men,,,,,,A11146.headed.txt,TRUE,TRUE,TRUE,Free
A11151,S116268,A11151,a11151headed_Docuscope.html,46977f5d7a,,"Rowley, William",,,,,,,no,A Match at Midnight,,drama,CO,,CO,,,1622,1622,,1633,1633,Red Bull (Revels) Company (first),Children of the Queen's Revels,,,,,A11151.headed.txt,TRUE,TRUE,TRUE,Free
A11152,S116266,A11152,a11152headed_Docuscope.html,46977f5d7a,,"Rowley, William",,,,,,,no,A Shoemaker a Gentleman,,drama,CO,,CO,,,1607,1608,,1638,1638,Queen Anne's Men,,,,,,A11152.headed.txt,TRUE,TRUE,TRUE,Free
A11153,S116272,A11153,a11153headed_Docuscope.html,46977f5d7a,,"Rowley, William",,,,,,,no,"A New Wonder, A Woman Never Vexed",,drama,CO,,CO,,,1611,1611,,1632,1632,,,,,,,A11153.headed.txt,TRUE,TRUE,TRUE,Free
A11155,S116285,A11155,a11155headed_Docuscope.html,46977f5d7a,,"Rowley, William",,,,,,,no,All's Lost by Lust,,drama,TR,,TR,,,1619,1619,,1633,1633,Prince Charles's Men (first),Lady Elizabeth's Men; Queen Henrietta Maria's Men,,,,,A11155.headed.txt,TRUE,TRUE,TRUE,Free
A11179,S116280,A11179,a11179headed_Docuscope.html,,,"Ruggle, George",,,,,,,yes,Ignoramus,,drama,CO,,Latin CO,,,1615,1615,,1630,1630,,,,,,,A11179.headed.txt,FALSE,FALSE,TRUE,Free
A11205,S116288,A11205,a11205headed_Docuscope.html,46977f5d7a,,"Rutter, Joseph",,,,,,,no,The Shepherds' Holiday,,drama,TC,,Pastoral,,,1633,1634,,1635,1635,Queen Henrietta Maria's Men,,,,,,A11205.headed.txt,TRUE,TRUE,TRUE,Restricted
A11262,S106301,A11262,a11262headed_Docuscope.html,46977f5d7a,885,"S., W.",,,,,,,no,Locrine,"Printed: The Lamentable Tragedy of Locrine, the Eldest Son of King Brutus / Contemporary: The Lamentable Tragedy of Locrine, the Eldest Son to King Brutus / Later Assigned: Locrine",drama,TR,TR,Pseudo-History,,TR,1591,1594,,1595,1595,,,,pentameter and prose,blank verse and couplets,,A11262.headed.txt,TRUE,TRUE,TRUE,Free
A11264,S106337,A11264,a11264headed_Docuscope.html,46977f5d7a,,"Middleton, Thomas",,,,,,,no,"The Puritan, or The Widow of Watling Street",,drama,CO,,CO,,,1606,1606,,1607,1607,Children of Paul's (second),,,,,,A11264.headed.txt,TRUE,TRUE,TRUE,Free
A11265,S104562,A11265,a11265headed_Docuscope.html,46977f5d7a,1290,"S., W.",,,,,,,no,Thomas Lord Cromwell,"Printed: Thomas, Lord Cromwell / Contemporary: The Life and Death of the Lord Cromwell; Lord Cromwell; The Lord Cromwell",drama,HI,HI,HI,,HI,1599,1600,,1602,1602,Lord Chamberlain's (Hunsdon's) Men,,presumably the Globe,prose and pentameter,no,,A11265.headed.txt,TRUE,TRUE,TRUE,Free
A11267,S106330,A11267,a11267headed_Docuscope.html,,1290,"S., W.",,,,,,,no,Thomas Lord Cromwell,"Printed: Thomas, Lord Cromwell / Contemporary: The Life and Death of the Lord Cromwell; Lord Cromwell; The Lord Cromwell",drama,HI,HI,HI,,HI,1599,1600,,1602,1613,Lord Chamberlain's (Hunsdon's) Men,,presumably the Globe,prose and pentameter,no,,A11267.headed.txt,FALSE,FALSE,FALSE,Free
A11276,R3852,A11276,a11276headed_Docuscope.html,,,"Sadler, John",,,,,,,yes,Masquerade du Ciel,,drama,MA,,MA,,,1640,1640,,1640,1640,,,,,,,A11276.headed.txt,FALSE,FALSE,TRUE,Free
A11435,S116468,A11435,a11435headed_Docuscope.html,46977f5d7a,,"Sampson, William",,,,,,,no,"The Vow Breaker, or The Fair Maid of Clifton",,drama,CO,,TR; HI,,,1625,1625,,1636,1636,,,,,,,A11435.headed.txt,TRUE,TRUE,TRUE,Free
A11909,S117108,A11909_01,a11909headed004tragedy001_Docuscope.html,46977f5d7a,342,"Seneca, Lucius Annaeus",,,,,"Heywood, Jasper",,no,Hercules Furens,Printed: Hercules furens,drama,TR,TR,TR,,TR,1561,1561,,1561,1581,,,,yes,yes,,A11909.headed_004_tragedy_001.txt,TRUE,TRUE,TRUE,Free
A11909,S117108,A11909_02,a11909headed010tragedy002_Docuscope.html,46977f5d7a,330,"Seneca, Lucius Annaeus",,,,,"Heywood, Jasper",,no,Thyestes,Printed: Thyestes,drama,TR,TR,TR,,TR,1560,1560,,1560,1581,,,,yes,yes,,A11909.headed_010_tragedy_002.txt,TRUE,TRUE,TRUE,Free
A11909,S117108,A11909_03,a11909headed020tragedy003_Docuscope.html,46977f5d7a,704,"Seneca, Lucius Annaeus",,,,,"Newton, Thomas",,no,Thebais,Printed: Thebais,drama,TR,TR,TR,,TR,1581,1581,,1581,1581,,,,yes,yes,,A11909.headed_020_tragedy_003.txt,TRUE,TRUE,TRUE,Free
A11909,S117108,A11909_04,a11909headed025tragedy004_Docuscope.html,46977f5d7a,442,"Seneca, Lucius Annaeus",,,,,"Studley, John",,no,Hippolytus,Printed: Hippolytus,drama,TR,TR,TR,,TR,1567,1567,,1581,1581,,,,yes,yes,,A11909.headed_025_tragedy_004.txt,TRUE,TRUE,TRUE,Free
A11909,S117108,A11909_05,a11909headed032tragedy005_Docuscope.html,46977f5d7a,333,"Seneca, Lucius Annaeus",,,,,"Neville, Alexander",,no,Oedipus,"Printed: Oedipus, the Son of Laius, King of Thebes / Contemporary: The Lamentable History of the Prince Oedipus; Oedipus",drama,TR,TR,TR,,TR; HI,1560,1563,,1563,1581,,,,yes,yes,,A11909.headed_032_tragedy_005.txt,TRUE,TRUE,TRUE,Free
A11909,S117108,A11909_06,a11909headed048tragedy006_Docuscope.html,46977f5d7a,308,"Seneca, Lucius Annaeus",,,,,"Heywood, Jasper",,no,Troas,Printed: Troas,drama,TR,TR,TR,,TR; treatise,1558,1559,,1559,1581,,,,yes,yes,,A11909.headed_048_tragedy_006.txt,TRUE,TRUE,TRUE,Free
A11909,S117108,A11909_07,a11909headed063tragedy007_Docuscope.html,46977f5d7a,422,"Seneca, Lucius Annaeus",,,,,"Studley, John",,no,Medea,Printed: Medea,drama,TR,TR,TR,,TR,1566,1566,,1566,1581,,,,yes,yes,,A11909.headed_063_tragedy_007.txt,TRUE,TRUE,TRUE,Free
