TCP,ESTC ,text_name,html_name,serendipFilename,Title,Title 30 Char or fewer,Author,Date,Physical Description,Phys Desc Notes,Derived Date,Publication Place,Publisher,Keywords,Call Number,"Verse, Prose, Mixed ",Helsinki Prototypical Text Category,Non-Helsinki Prototypical,Notes
A08269,S110162,A08269.headed.txt,a08269headed_Docuscope.html,A08269_1569_Atheatrewhereinberep,"A theatre wherein be represented as wel the miseries  calamities that follow the voluptuous worldlings as also the greate ioyes and plesures which the faithfull do enioy. An argument both profitable and delectable, to all that sincerely loue the word of G",MiseriesOfVoluptuousWorldlings,"Noot, Jan van der, ca. 1538-ca. 1596.|Spenser, Edmund, 1552?-1599,|Roest, Theodore,|Petrarca, Francesco, 1304-1374.|Du Bellay, Joachim, 1525 (ca.)-1560.",Anno Domini. 1569.,8°,,1569,Imprinted at London :,"By Henry Bynneman,",Conduct of life -- Early works to 1900.,,mixed,IR,INST,prophecy = religious instruction?
A08278,S110180,A08278.headed.txt,a08278headed_Docuscope.html,A08278_1614_Thelabyrinthofmansli,The labyrinth of mans life. Or Vertues delight and enuies opposite. By Io: Norden.|Labyrinth of mans life|Vertues delight and envies opposite.|Labyrinth of mans life. Or Vertues delight and envies opposite.,LabyrinthOfMansLife,"Norden, John, 1548-1625?",1614,4°,,1614,Printed at London :,"[By George Eld], for Iohn Budge, and are to be solde at the great south doore of Paules, and at Brittaines Bursse,",,,verse,IS,INST,also contains narrative & descriptive elements...
A08279,S100614,A08279.headed.txt,a08279headed_Docuscope.html,A08279_1614_Aloadstarretospiritu,"A load-starre to spirituall life. Or, a Christian familiar motiue to the most sweet and heauenly exercise of diuine prayer. With prayers for morning and euening. Written to stir vp all men to watchfulnesse and reformation of their carnall and corrupt liue",LoadStarToSpiritualLife,"Norden, John, 1548-1625?",1614,12°,,1614,London :,"Printed by William Stansby,",Christian life -- Early works to 1800.|Prayers -- Early works to 1800.,,prose,IR,INST,
A08548,S113624,A08548.headed.txt,a08548headed_Docuscope.html,A08548_1583_ThesecondpartoftheMy,"The second part of the Myrror of knighthood. Containing two seuerall bookes, wherein is intreated the valiant deedes of armes of sundrie worthie knightes, verie delightfull to be read, and nothing hurtfull to bee regarded. Now newly translated out of Span",MirrorOfKnighthoodPart2,"Sierra, Pedro de la.|R. P., fl. 1583-1586,|Parry, Robert, fl. 1540-1612,|Parke, Robert, fl. 1588,",1583,4°,,1583,Imprinted at London :,"By Thomas Este,",,,prose,NI,NARR,
A08610,S101562,A08610.headed.txt,a08610headed_Docuscope.html,A08610_1582_Themonumentofmatrone,"The monument of matrones conteining seuen seuerall lamps of virginitie, or distinct treatises; whereof the first fiue concerne praier and meditation: the other two last, precepts and examples, as the woorthie works partlie of men, partlie of women; compil",MonumentOfMatrons,"Bentley, Thomas,|Abergavenny, Frances Nevill, d. 1576.|Marguerite, 1492-1549.|Catherine Parr, 1512-1548.|Tyrwhit, Elizabeth,|Catherine Parr, 1512-1548.",[1582],4°,,1582,[London] :,"Printed by H. Denham,",Prayers.,,prose,IR,INST,
A08704,S101626,A08704.headed.txt,a08704headed_Docuscope.html,A08704_1621_Thelastsummonsoranor,"The last summons, or an oration sent to the inhabitants of the towne of Rochell, to mooue them to yeild the towne vnto his Maiestie, and to obay his commandements. Written by Monsieur le Marquis de Berguille.|Last summons|Last summons, or an oration sent",LastSummonsToRochell,"Bergeville, Marquis de.",1621,4°,,1621,[London? :,"S.n.],","La Rochelle (France) -- History -- Siege, 1621 -- Early works to 1800.",,prose,IS,ARG,
A08793,S108441,A08793.headed.txt,a08793headed_Docuscope.html,A08793_1545_Acompendiusandamoche,A compe[n]dius [and] a moche fruytefull treatyse of well liuynge co[n]taynyng the hole su[m]me and effect of al vertue. Wrytten by S. Bernard [and] translated by Thomas Paynell.|Modus bene vivendi. English|Modus bene vivendi.|Compendius and a moche fruyte,TreatiseOfWellLiving,"Bernard, of Clairvaux, Saint, 1090 or 91-1153.|Paynell, Thomas,",[ca. 1545]],8°,,1545,[Imprynted at Lo[n]don :,"In paules churche yearde, at the sygne of the maydens heed, by Thomas Petyt,",Christian life -- Catholic authors -- Early works to 1800.,,prose,IR,INST,
A08865,S108404,A08865.headed.txt,a08865headed_Docuscope.html,A08865_1535_AnepistleofsaintBern,"An epistle of sai[n]t Bernarde, called the golden epistle, whiche he se[n]t to a yo[n]g religyous man whom he moche loued. And after the sayd epistle, foloweth four reuelations of Saint Birget.|Epistola de perfectione vitae. English|Epistola de perfection",EpistStBernardRevSt.Bridget,"Bernard, of Clairvaux, Saint, 1090 or 91-1153.|Bridget, ca. 1303-1373.|Hilton, Walter, d. 1396.",[ca. 1535]],8°,,1535,[Printed at London :,"By Thomas Godfray,",Perfection -- Religious aspects -- Catholic Church -- Early works to 1800.,,prose,IR,INST,
A08913,S103146,A08913.headed.txt,a08913headed_Docuscope.html,A08913_1630_Atreatiseoftheplague,"A treatise of the plague contayning the causes, signes, symptomes, prognosticks, and cure thereof. Together with sundry other remarkable passages (for the prevention of, and preservation from the pestilence) never yet published by anie man. Collected out",TreatiseOfPlague,"Paré, Ambroise, 1510?-1590.|Johnson, Thomas, d. 1644,",1630,4°,,1630,London :,"Printed by R. Y[oung] and R. C[otes] and are sold by Mich. Sparke, in the green Arbor Court in little Old Bailey, at the blew Bible,",Plague -- Early work sto 1800.,,prose,IS,INST,
A09134,S110343,A09134.headed.txt,a09134headed_Docuscope.html,A09134_1585_FedeleandFortunioThe,"Fedele and Fortunio. The deceites in loue: excellently discoursed in a very pleasaunt and fine conceited comœdie, of two Italian gentlemen. Translated out of Italian, and set downe according as it hath beene presented before the Queenes moste excellent Ma",FedeleAndFortunioAComedy,"Pasqualigo, Luigi.|Munday, Anthony, 1553-1633,",Anno. 1585.,4°,,1585,At London :,"Printed [by John Charlewood?] for Thomas Hacket, and are to be solde at his shop in Lumberd streete, vnder the Popes head,",,,verse,NI,NARR,
A09149,S108134,A09149.headed.txt,a09149headed_Docuscope.html,A09149_1548_Pathoseoraninwardpas,"Pathose, or an inward passion of the pope for the losse of hys daughter the masse.|Inward passion of the pope for the losse of hys daughter the masse.",InwardPassionOfPope,"Shepherd, Luke, fl. 1548,",[1548?]],8°,,1548,"[Im printed at Lo[n]don by Iohn Daye and Wylliam Seres,",,,,verse,IR,ARG,
A09156,S101708,A09156.headed.txt,a09156headed_Docuscope.html,A09156_1627_TheIsleofManortheleg,"The Isle of Man: or, the legall proceeding in Man-shire against sinne. Wherein, by way of a continued allegorie, the chiefe malefactors disturbing both Church and common-wealth, are detected and attached; with their arraignment, and iudiciall triall, acco",LegalProceedingAgainstSin,"Bernard, Richard, 1568-1641.",1627,12°,,1627,London :,"Printed [by Eliot's Court Press and George Miller] for Edw. Blackmore, at the great south doore of Pauls,",Sin -- Early works to 1800.,,prose,IR,INST,
A09239,S121824,A09239.headed.txt,a09239headed_Docuscope.html,A09239_1571_Apropernewbaladeexpr,"A proper new balade expressyng the fames, concerning a warning to al London dames to the tune of the blacke Almaine.",BalladWarningLondonDames,"Peele, Steven.",[1571],1°,single-sided,1571,[London] :,"Imprinted at S. Katherins by Alexander Lacie for Henrie Kyrkham, dwellyng at the middle north dore of S. Paules church,",,,verse,IS,INST,the overall purpose is reminding young women of their mortality. but contains large descriptive sections... - Katie: leaning toward descriptive here
A09391,S107173,A09391.headed.txt,a09391headed_Docuscope.html,A09391_1593_Adirectionforthegove,A direction for the government of the tongue according to Gods word.|Government of the tongue.,GovernmentOfTheTongue,"Perkins, William, 1558-1602.",1593,8°,,1593,[Cambridge] :,"Printed by Iohn Legate printer to the Vniuersity of Cambridge. And are to be solde by Abraham Kitson at the signe of the Sunne in Pauls Church-yard in London,",Christian ethics -- Early works to 1800.,,prose,IR,INST,
A09431,S113859,A09431.headed.txt,a09431headed_Docuscope.html,A09431_1585_Fouregreatlyersstriu,"Foure great lyers, striuing who shall win the siluer whetstone. Also, a resolution to the countri-man, prouing is vtterly vnlawfull to buye or vse our yeerly prognostications. Written by W.P.|Foure great lyers, striving who shall win the silver whetstone|",FourGreatLiars,"Perkins, William, 1558-1602.",[1585?],8°,,1585,At London :,"Printed by Robert Walde-graue,","Buckminster, Thomas, -- ca. 1531-1599? -- Controversial literature -- Early works to 1800.|Frende, Gabriel, -- fl. 1584-1599 -- Controversial literature -- Early works to 1800.|Twyne, Thomas, -- 1543-1613 -- Controversial literature -- Early works to 1800.|Dade, John, -- fl. 1589-1614 -- Controversial literature -- Early works to 1800.|Astrology -- Controversial literature -- Early works to 1800.",,prose,IR,ARG,only partly religious; would EX be more accurate? Katie: EX might work
A09447,S114529,A09447.headed.txt,a09447headed_Docuscope.html,A09447_1604_GuilielmiPerkinsiPro,Guilielmi Perkinsi Problema de Romanæ fidei ementito Catholicismo. Estâq[ue] antidotum contra Thesaurum Catholicum Iodoci Coccij. Et propaideiæ [sic] iuventutis in lectione omnium patrum. Editum post mortem authoris operãa  studio Samuelis Wardi.|Problema,ProblemOfFictitiousCatholicism,"Perkins, William, 1558-1602.|Ward, Samuel, 1572-1643,",[1604],4°,,1604,Cantabrigiæ :,"Ex officina Ioannis Legat. Anno Dom. M.D.CIIII. Extant Londini apud Simonem Waterson in Cœmeterio D. Pauli ad insigne Coronæ,","Coccius, Jodocus, -- d. 1619 Thesaurus Catholicus -- Controversial literature -- Early works to 1800.|Catholic Church -- Controversial literature -- Early works to 1800.",,prose,IR,ARG,
A09492,S102895,A09492.headed.txt,a09492headed_Docuscope.html,A09492_1595_Eglurynphraethinebse,"Egluryn phraethineb. sebh, dosparth ar retoreg, vn o‘r saith gelbhydhyd, yn dysculhuniaith ymadrodh, a‘i pherthynassau.|Egluryn phraethineb|Egluryn phraethineb. sebh, dosparth ar retoreg, un o‘r saith gelbhydhyd, yn dyscu lhuniaith ymadrodh, a‘i pherthyna",WelshRhetoricTreatise,"[Perry, Henry].|Salesbury, William, 1520?-1600?.",1595,4°,,1595,[London] :,"Printiedig gann Ioan Danter yn Lhundain,",Rhetoric -- 1500-1800.,,prose,IS,INST,
A09513,S110428,A09513.headed.txt,a09513headed_Docuscope.html,A09513_1597_DeuoreuxVertuesteare,"Deuoreux. Vertues teares for the losse of the most christian King Henry, third of that name, King of Fraunce; and the vntimely death, of the most noble  heroicall gentleman, VValter Deuoreux, who was slaine before Roan in Fraunce. First written in French,",TearsForLossOfKingHenry,"Petau de Maulette, Geneviève.|Markham, Gervase, 1568?-1637,",1597,4°,,1597,At London :,"Printed by I. Roberts, for Thomas Millington, and are to be sold at his shop in Corn-hill, vnder Saint Peters Church,","Henry, -- III, -- King of France, -- 1551-1589 -- Poetry -- Early works to 1800.|Devereux, Walter, -- 1569-1591 -- Poetry -- Early works to 1800.",,verse,NN,NARR,
A09581,S104641,A09581.headed.txt,a09581headed_Docuscope.html,A09581_1594_Acommemorationofthel,"A commemoration of the life and death of the right worshipfull and vertuous ladie; Dame Helen Branch (late wife to the right worshipfull Sir Iohn Branch Knight, sometime Lord Maior of the famous Citie of London) by whose godly and virtuous life, virgines",CommemorationOfHelenBranch,"Phillips, John, fl. 1570-1591.",1594],4°,,1594,[London :,"Printed by John Danter,","Branch, Helen, -- Lady, -- d. 1594 -- Poetry -- Early works to 1800.",,verse,NN,NARR,
A09584,S121827,A09584.headed.txt,a09584headed_Docuscope.html,A09584_1578_Anepitapheonthedeath,"An epitaphe on the death of the right noble and most vertuous lady Margarit Duglasis good grace, Countisse of Liuinox ( daughter to the renowmed  most excellent lady Margarit Queene, sister to the magnificent  most mighty Prince Henry the eight of England",EpitaphOnMargaritDuglasis,"Phillips, John, fl. 1570-1591.",[1578],1°,,1578,Imprinted at London :,"For Edvvard VVhite and are to be solde at the little north dore of Paules at the signe of the Gunne,","Lennox, Margaret Stuart, -- Countess of, -- 1515-1578 -- Death and burial -- Poetry -- Early works to 1800.",,verse,NN,NARR,
A09595,S105036,A09595.headed.txt,a09595headed_Docuscope.html,A09595_1584_AsommontorepentanceG,"A sommon to repentance. Giuen vnto Christians for a loking glasse, wherin we may behold our owne deformities, and therein and thereby, we are not onely forewarned of our destructions, but we are learned to humble out selues in these dangerous dayes of wic",SummonToRepentance,"Phillips, John, fl. 1570-1591.",1584,8°,,1584,At London :,"Imprinted by H. Jackson, dwelling in Fleetestreete,",Repentance -- Early works to 1800.,,prose,IR,INST,
A09666,S110474,A09666.headed.txt,a09666headed_Docuscope.html,A09666_1609_PimlycoOrRunneRedcap,"Pimlyco. Or, Runne Red-cap. Tis a mad world at Hogsdon.|Pimlyco|Runne Red-cap.",PimlycoOrRunRedCap,"Skelton, John, 1460?-1529.",1609,4°,,1609,At London :,"Printed [by Thomas Purfoot] for Io: Busbie, and Geo: Loftis, and are to bee sould vnder St. Peters Church in Cornehill,",,,verse,NI,DESC,
A09703,S3007,A09703.headed.txt,a09703headed_Docuscope.html,A09703_1559_Aprayerorsupplycatio,"A prayer or supplycation made vnto God by a yonge man that he woulde be mercifull to vs, and not kepe his worde away from vs, but that the truth maie springe / quod John Pyttes.",PrayerByAYoungMan,"Pits, John.",The xxiii of Marche M.D.lix [1559],1 sheet,single-sided,1559,[London] :,"Printed at London in Aldersgate strete by William Herford,",Prayers.,,verse,IR,INST,is it fair to call printed prayer a form of instruction?
A09757,S103577,A09757.headed.txt,a09757headed_Docuscope.html,A09757_1597_Thepathwaytoperfecti,"The pathway to perfection. A sermon preached at Saint Maryes Spittle in London on VVednesday in Easter weeke. 1593. By Thomas Playfere, Doctor of Diuinitie.",PathToPerfectionSermon,"Playfere, Thomas, 1561?-1609.",1597,8°,,1597,At London :,"Printed by Iames Roberts for Andrew VVise, dwelling in Paules church-yard, at the signe of the Angel,","Sermons, English -- 16th century.",,prose,IR,INST,
A09790,S110517,A09790.headed.txt,a09790headed_Docuscope.html,A09790_1532_Theeducationorbringi,"The education or bringinge vp of children, translated oute of Plutarche by syr Thomas Eliot knyght.|De educatione puerorum. English|De educatione puerorum.|Education or bringinge up of children.",PlutarchEducationOfChildren,"Plutarch.|Elyot, Thomas, 1490?-1546,",[1532?]],4°,,1532,[Imprinted at London :,"In Fletestrete, in the house of Thomas Berthelet, nere to the Cundite, at the sygne of Lucrece,",Education of children -- Early works to 1800.,,prose,IS,INST,
A09851,S114959,A09851.headed.txt,a09851headed_Docuscope.html,A09851_1544_Thepreceptesofwarres,"The preceptes of warre, setforth [sic] by Iames the erle of Purlilia, and tra[n]slated into englysh by Peter Betham.|De rei militari. English|De re militari.",PreceptsOfWar,"Porcia, Jacopo di, conte, 15th cent.|Betham, Peter,",1544,8°,,1544,[Imprynted at London :,"In the olde Iewery by Edwarde Whytchurche. Cum priuilegio ad imprimendu[m] solu[m] These bookes are to be solde at the weste dore of Pauls, by William Telotson],",Military art and science -- Early works to 1800.,,prose,IS,INST,
A10015,S110465,A10015.headed.txt,a10015headed_Docuscope.html,A10015_1638_Thesaintssubmissiona,"The saints submission and Sathans overthrow. Or, Sermons on James 4.7.  By that faithfull and reverend divine, Iohn Preston, Doctor in divinitie, Chaplaine in ordinarie to his Majestie, Master of Emmanuel Colledge, sometime preacher of Lincolnes-Inne.|Sai",SaintsSubmissionSermon,"Preston, John, 1587-1628.",1638,12°,,1638,London :,"Printed by J. D[awson] and are to be sold by Peter Cole at the signe of the Glove in Cornhill, neere the Royal-Exchange,",,,prose,IR,INST,
