text_name,token_csv_name,basename,corpus_url,slimTV_url,SimpleText Link,Docuscope Tagged Link,Stardardization Tagged Link
A00723.headed.txt,a00723headed-ubiq-tokens.csv,A00723.headed,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/,https://vep.cs.wisc.edu/slimTV/fromURL.html,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/SimpleText/A00723.headed.txt,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/Ubiq321Tokens/a00723headed-ubiq-tokens.csv,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00723.headed_tokens.csv;annotations_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00723.headed_annotations.csv
A00725.headed.txt,a00725headed-ubiq-tokens.csv,A00725.headed,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/,https://vep.cs.wisc.edu/slimTV/fromURL.html,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/SimpleText/A00725.headed.txt,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/Ubiq321Tokens/a00725headed-ubiq-tokens.csv,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00725.headed_tokens.csv;annotations_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00725.headed_annotations.csv
A00760.headed.txt,a00760headed-ubiq-tokens.csv,A00760.headed,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/,https://vep.cs.wisc.edu/slimTV/fromURL.html,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/SimpleText/A00760.headed.txt,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/Ubiq321Tokens/a00760headed-ubiq-tokens.csv,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00760.headed_tokens.csv;annotations_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00760.headed_annotations.csv
A00958.headed.txt,a00958headed-ubiq-tokens.csv,A00958.headed,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/,https://vep.cs.wisc.edu/slimTV/fromURL.html,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/SimpleText/A00958.headed.txt,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/Ubiq321Tokens/a00958headed-ubiq-tokens.csv,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00958.headed_tokens.csv;annotations_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00958.headed_annotations.csv
A00959.headed.txt,a00959headed-ubiq-tokens.csv,A00959.headed,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/,https://vep.cs.wisc.edu/slimTV/fromURL.html,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/SimpleText/A00959.headed.txt,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/Ubiq321Tokens/a00959headed-ubiq-tokens.csv,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00959.headed_tokens.csv;annotations_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00959.headed_annotations.csv
A00960.headed.txt,a00960headed-ubiq-tokens.csv,A00960.headed,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/,https://vep.cs.wisc.edu/slimTV/fromURL.html,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/SimpleText/A00960.headed.txt,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/Ubiq321Tokens/a00960headed-ubiq-tokens.csv,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00960.headed_tokens.csv;annotations_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00960.headed_annotations.csv
A00962.headed.txt,a00962headed-ubiq-tokens.csv,A00962.headed,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/,https://vep.cs.wisc.edu/slimTV/fromURL.html,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/SimpleText/A00962.headed.txt,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/Ubiq321Tokens/a00962headed-ubiq-tokens.csv,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00962.headed_tokens.csv;annotations_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00962.headed_annotations.csv
A00966.headed.txt,a00966headed-ubiq-tokens.csv,A00966.headed,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/,https://vep.cs.wisc.edu/slimTV/fromURL.html,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/SimpleText/A00966.headed.txt,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/Ubiq321Tokens/a00966headed-ubiq-tokens.csv,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00966.headed_tokens.csv;annotations_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00966.headed_annotations.csv
A00967.headed.txt,a00967headed-ubiq-tokens.csv,A00967.headed,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/,https://vep.cs.wisc.edu/slimTV/fromURL.html,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/SimpleText/A00967.headed.txt,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/Ubiq321Tokens/a00967headed-ubiq-tokens.csv,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00967.headed_tokens.csv;annotations_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00967.headed_annotations.csv
A00968.headed.txt,a00968headed-ubiq-tokens.csv,A00968.headed,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/,https://vep.cs.wisc.edu/slimTV/fromURL.html,https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/SimpleText/A00968.headed.txt,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/Ubiq321Tokens/a00968headed-ubiq-tokens.csv,https://vep.cs.wisc.edu/slimTV/fromURL.html?tokens_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00968.headed_tokens.csv;annotations_url=https://vep.cs.wisc.edu/VEPCorporaRelease/EMDrama_Fall2016/StandardizedTokens/A00968.headed_annotations.csv
