TCP,ESTC
A67669,R24583
A67674,R33756
A67675,R38948
A67676,R25808
A67680,R220953
A67683,R8172
A67684,R28908
A67685,R33562
A67686,R34720
A67687,R218442
A67688,R15670
A67689,R6956
A67691,R219940
A67692,R220848
A67694,R204011
A67695,R222558
A67700,R27062
A67701,R33564
A67702,R212401
A67703,R20888
A67704,R30212
A67708,R9868
A67709,R31868
A67715,R221067
A67722,R15734
A67723,R186949
A67724,R6327
A67726,R218570
A67728,R218133
A67730,R16418
A67732,R16464
A67733,R6292
A67735,R629
A67736,R222620
A67738,R221084
A67740,R205441
A67741,R41270
A67742,R218076
A67743,R16605
A67744,R34770
A67746,R15238
A67747,R34108
A67748,R218135
A67750,R7768
A67751,R231259
A67752,R17037
A67755,R9553
A67756,R16696
A67757,R25220
A67758,R218084
A67759,R218089
A67760,R3044
A67761,R16742
A67762,R14648
A67763,R39194
A67764,R39195
A67765,R218571
A67767,R25217
A67768,R8002
A67769,R34120
A67772,R221317
A67773,R14649
A67778,R483498
A67779,R218572
A67780,R218099
A67781,R39197
A67782,R6055
A67785,R15491
A67786,R26420
A67793,R218117
A67795,R218123
A67797,R13121
A67798,R26421
A67799,R8590
A67800,R22315
A67804,R12698
A67805,R31870
A67806,R219637
A67807,R34109
A67808,R222187
A67811,R38786
A67812,R27595
A67813,R32944
A67814,R5954
A67815,R15490
A67816,R228705
A67817,R220189
A67818,R8962
A67819,R5901
A67820,R12598
A67821,R19843
A67822,R14445
A67823,R34111
A67824,R6328
A67825,R39192
A67826,R39193
A67827,R34112
A67828,R34113
A67829,R34114
A67830,R34115
A67831,R218924
A67832,R15535
A67833,R3087
A67834,R517
A67835,R218050
A67836,R34116
A67837,R221296
A67838,R14985
A67839,R218927
A67840,R26417
A67842,R221087
A67844,R34119
A67845,R25218
A67846,R221091
A67847,R19735
A67849,R5902
A67852,R26418
A67856,R21676
A67857,R25223
A67859,R8792
A67861,R21844
A67866,S118705
A67867,R5147
A67868,R3921
A67869,R1737
A67870,R212268
A67871,R208288
A67872,R23746
A67873,R209970
A67875,R208512
A67876,R4326
A67877,R354
A67878,R21657
A67879,R6515
A67880,R14551
A67881,R13948
A67882,R3678
A67884,S104427
A67885,R200243
A67886,R202593
A67887,R202707
A67888,R2346
A67889,R208228
A67890,R208691
A67891,R17501
A67892,S107668
A67893,S118688
A67894,R200135
A67895,R207727
A67896,R3855
A67898,R201248
A67899,R5947
A67900,R202594
A67901,R210023
A67902,R206922
A67903,R12332
A67904,R22260
A67906,R16505
A67907,R202711
A67908,R354
A67909,R18689
A67910,R13134
A67911,R12927
A67912,R200703
A67913,R207910
A67914,R1208
A67915,R5297
A67916,R210093
A67917,R2992
A67918,R20122
A67919,R19130
A67920,S109372
A67922,S122167
A67923,S3788
A67926,S122167
A67927,S122167
A68000,S101164
A68008,S106659
A68011,S120516
A68013,S111795
A68015,R960
A68020,S111796
A68021,S4289
A68022,S104443
A68023,S101661
A68024,S101665
A68025,S111316
A68027,S105539
A68028,S109952
A68029,S105536
A68033,S101686
A68036,S114510
A68037,S121359
A68038,S2115
A68039,S880
A68040,S117882
A68044,S104717
A68046,S121798
A68047,S883
A68048,S115066
A68054,S102276
A68061,S102414
A68062,S121597
A68064,S105623
A68066,S113119
A68068,S100266
A68069,S121195
A68075,S105661
A68078,S114345
A68079,S102757
A68080,S110806
A68088,S102925
A68089,S105721
A68090,S103023
A68091,S108635
A68093,S122044
A68094,S121108
A68096,S120841
A68098,S109674
A68099,S103155
A68103,S100522
A68105,S116024
A68106,S103360
A68107,S103290
A68108,S121210
A68109,S105778
A68113,S105837
A68114,S103417
A68116,S113901
A68126,S120194
A68128,S103615
A68130,S103620
A68132,S103684
A68133,S103693
A68136,S112797
A68139,S106006
A68143,S103826
A68144,S103854
A68146,S117347
A68148,S106119
A68150,S115174
A68157,S100629
A68160,S106085
A68162,S122193
A68163,S120864
A68164,S117612
A68165,S106093
A68172,S119699
A68174,S104014
A68179,S122407
A68181,S106519
A68182,S116801
A68187,S104092
A68191,S111569
A68193,S104117
A68194,S118795
A68197,S122178
A68198,S122178
A68202,S122178
A68203,S119151
A68204,S117101
A68210,S107562
A68214,S104203
A68217,S116726
A68218,S121156
A68219,S111661
A68221,S114241
A68224,S119864
A68225,S109068
A68231,S110994
A68233,S107438
A68236,S107489
A68244,S101073
A68246,S109109
A68251,S106497
A68252,S109089
A68254,S122045
A68255,S1252
A68256,S105988
A68257,S100872
A68262,S100703
A68264,S107744
A68278,S106391
A68281,S103950
A68283,S106957
A68287,S104851
A68294,S108042
A68296,S109252
A68300,S108024
A68302,S107429
A68305,S121799
A68306,S106733
A68312,S108193
A68314,S4731
A68315,S113168
A68325,S108309
A68331,S106340
A68336,S106788
A68340,S4741
A68341,S119443
A68344,S104109
A68345,S108474
A68347,S112323
A68350,S108287
A68376,S122220
A68393,S109631
A68396,S1335
A68397,S108126
A68403,S102897
A68407,S108791
A68409,S108793
A68413,S108825
A68415,S103251
A68416,S1347
A68419,S1352
A68420,S104926
A68425,S101033
A68426,S109787
A68427,S114461
A68428,S109238
A68430,S120595
A68434,S121177
A68435,S111866
A68436,S109828
A68438,S105168
A68444,S121810
A68445,S111857
A68446,S110450
A68449,S114256
A68450,S112188
A68451,S112364
A68462,S113797
A68463,S110013
A68465,S105716
A68467,S113179
A68468,S110014
A68472,S3163
A68474,S112844
A68475,S111840
A68478,S104281
A68481,S104287
A68482,S122062
A68487,S120954
A68488,S112982
A68490,S114781
A68491,S110071
A68498,S110080
A68499,S118997
A68500,S102597
A68501,S101132
A68502,S114555
A68506,S5131
A68508,S101608
A68509,S112416
A68512,S113364
A68519,S110216
A68520,S107067
A68527,S107302
A68537,S113808
A68538,S113757
A68543,S113861
A68546,S113745
A68550,S115391
A68554,S106078
A68555,S117527
A68556,S110299
A68557,S114187
A68558,S4813
A68562,S114323
A68566,S114383
A68568,S101697
A68574,S104556
A68585,S114608
A68588,S114836
A68592,S115308
A68595,S101755
A68601,S114992
A68607,S115170
A68609,S115233
A68610,S112801
A68611,S106366
A68614,S114342
A68615,S115329
A68617,S111862
A68619,S110571
A68624,S115515
A68626,S106095
A68628,S110572
A68633,S115758
A68635,S111873
A68637,S115698
A68648,S115892
A68649,S115900
A68653,S94895
A68655,S115965
A68657,S106048
A68658,S115973
A68659,S115990
A68661,S110581
A68662,S110696
A68663,S4860
A68668,S116384
A68672,S116139
A68674,S4864
A68679,S121856
A68683,S116335
A68693,S110815
A68694,S110818
A68702,S101656
A68703,S1126
A68706,S122309
A68707,S116832
A68709,S116869
A68712,S100073
A68713,S121507
A68715,S100078
A68718,S1717
A68720,S117046
A68723,S110952
A68726,S111181
A68727,S111215
A68730,S117169
A68733,S117375
A68747,S117534
A68750,S113471
A68764,S117917
A68769,S117800
A68781,S100969
A68783,S101828
A68795,S3132
A68798,S118135
A68799,S117565
A68802,S118155
A68805,S118277
A68806,S109371
A68809,S106037
A68812,S104929
A68815,S118357
A68818,S107314
A68824,S119954
A68825,S1155
A68826,S118513
A68827,S119686
A68828,S120024
A68830,S101650
A68831,S117761
A68832,S119623
A68833,S118942
A68837,S2940
A68840,S117825
A68841,S119116
A68843,S108124
A68845,S119207
A68846,S105392
A68848,S119258
A68850,S114250
A68859,S100033
A68860,S119507
A68865,S119580
A68868,S119529
A68869,S103053
A68870,S103493
A68877,S119726
A68881,S105108
A68901,S106389
A68902,S120079
A68903,S120160
A68914,S120366
A68918,S111762
A68924,S550
A68929,S120284
A68930,S121841
A68931,S111146
A68935,S119604
A68936,S102349
A68937,S102348
A68940,S102467
A68942,S107068
A68943,S122225
A68944,S101961
A68945,S104625
A68946,S722
A68948,S201
A68949,S115379
A68950,S121715
A68951,S120947
A68953,S121190
A68954,S106789
A68961,S109380
A68966,S106196
A68967,S121961
A68968,S100487
A68970,S106383
A68972,S104675
A68974,S116947
A68976,S113319
A68977,S114442
A68979,S114176
A68982,S104711
A68983,S104725
A68984,S104771
A68989,S242
A68991,S115873
A68996,S108982
A69000,S120404
A69004,S113871
A69006,S109446
A69007,S109464
A69010,S106002
A69012,S117005
A69013,S118735
A69014,S119483
A69015,S115630
A69017,S112395
A69019,S106928
A69022,S106960
A69024,S104828
A69028,S113882
A69037,S104854
A69038,S115632
A69041,S107116
A69044,S107399
A69045,S104859
A69046,S115715
A69047,S114406
A69048,S107176
A69054,S115884
A69056,S107160
A69062,S112718
A69066,S107545
A69070,S119482
A69071,S112818
A69075,S118584
A69076,S107471
A69089,S117846
A69092,S100899
A69093,S107709
A69095,S100538
A69098,S104623
A69101,S108916
A69102,S109833
A69104,S110763
A69111,S106523
A69112,S116102
A69118,S116122
A69120,S106806
A69121,S110383
A69129,S114737
A69130,S115975
A69135,S108607
A69138,S107251
A69140,S119004
A69143,S115142
A69145,S100158
A69147,S109261
A69149,S105087
A69151,S108851
A69156,S109809
A69157,S105267
A69161,S113949
A69163,S116646
A69164,S120943
A69169,S111012
A69170,S117096
A69171,S111048
A69173,S115803
A69175,S111059
A69177,S109342
A69179,S108528
A69182,S116609
A69183,S116612
A69184,S105207
A69185,S105210
A69188,S109425
A69195,S112734
A69196,S120377
A69197,S109591
A69200,S105306
A69201,S113566
A69202,S100396
A69205,S109628
A69207,S106458
A69212,S108801
A69225,S121864
A69226,S110103
A69227,S111946
A69228,S110113
A69234,S110223
A69235,S116622
A69244,S108381
A69245,S110983
A69248,S111073
A69250,S117179
A69259,S111992
A69269,S100270
A69272,S121791
A69275,S1088
A69277,S113641
A69278,S109161
A69292,S122422
A69293,S108885
A69296,S108882
A69298,S108884
A69300,S109212
A69302,S109224
A69303,S109231
A69306,S109234
A69308,S109273
A69310,S109274
A69311,S109279
A69314,S109325
A69315,S109330
A69318,S109331
A69320,S109334
A69322,S109337
A69324,S109340
A69328,S117029
A69330,S112032
A69331,S112055
A69334,S115405
A69335,S115409
A69336,S115422
A69337,S115455
A69339,S115522
A69340,S115558
A69343,S100282
A69345,S116759
A69346,S100275
A69347,S113029
A69349,S100751
A69350,S386
A69352,S122683
A69354,S122792
A69355,S122795
A69356,S397
A69357,S114725
A69358,S115132
A69361,S105513
A69363,S105542
A69364,S100328
A69365,S101025
A69425,S108226
A69427,S108702
A69432,R28948
A69434,R24959
A69436,R215700
A69437,R26491
A69440,R6119
A69447,R401
A69449,R37037
A69451,R9100
A69453,R22276
A69455,R22334
A69458,R6766
A69459,R29240
A69460,R2331
A69462,R10919
A69464,R16140
A69467,R557
A69468,R59
A69470,R1515
A69471,R17011
A69474,R1702
A69475,R14774
A69479,R38628
A69491,R16232
A69494,R990
A69499,R8861
A69500,R208680
A69501,R8368
A69506,R798
A69508,R11171
A69511,R1013
A69521,R8781
A69527,R1172
A69529,R1281
A69531,R13369
A69532,R18862
A69533,R13446
A69535,R7198
A69536,R16284
A69538,R5056
A69542,R6530
A69544,R24857
A69545,R5486
A69547,R8695
A69549,R21185
A69551,R19417
A69552,R23165
A69554,R23165
A69555,R23165
A69557,R15263
A69561,R12317
A69567,R4874
A69570,R22339
A69577,R15089
A69585,R16627
A69586,R29732
A69590,R43041
A69591,R19098
A69592,R14771
A69593,R14771
A69596,R14771
A69597,R21858
A69598,R23155
A69599,R23296
A69604,R16552
A69606,R37053
A69607,R19507
A69611,R22966
A69617,R16597
A69620,R19773
A69622,R14601
A69624,R14607
A69627,R13183
A69629,R18986
A69635,R2652
A69637,R5141
A69638,R13581
A69640,R15515
A69641,R6780
A69643,R4412
A69644,R7844
A69646,R3964
A69648,R4626
A69655,R4200
A69658,R20821
A69661,R4161
A69662,R4327
A69663,R6460
A69664,R17728
A69669,R32545
A69670,R26677
A69672,R20190
A69677,R12681
A69679,R13608
A69681,R9939
A69684,R27208
A69685,R15874
A69688,R223198
A69696,R19489
A69701,R5415
A69703,R222628
A69710,R212464
A69718,R9798
A69722,R10997
A69724,R10656
A69725,R14680
A69726,R30910
A69727,R13338
A69728,R1089
A69734,R9115
A69735,R21712
A69738,R21891
A69741,R35573
A69742,R9061
A69743,R2365
A69744,R2053
A69745,R7865
A69746,R6535
A69752,R12551
A69753,R6298
A69756,R26460
A69760,R35589
A69762,R927
A69763,R2767
A69765,R15286
A69768,R4075
A69769,R5062
A69774,R29638
A69775,P479002
A69777,R16693
A69780,R202803
A69782,R27170
A69785,R217396
A69786,R35605
A69788,R8630
A69789,R8630
A69790,R8498
A69793,R15261
A69794,R20438
A69796,R21598
A69797,R677
A69807,R6936
A69808,R213428
A69809,R8122
A69811,R9889
A69815,R4082
A69817,R2276
A69820,R12070
A69826,R38831
A69827,R8024
A69830,R22976
A69832,R171645
A69834,R22670
A69841,R12129
A69842,R21602
A69845,N61326
A69850,R27294
A69851,R26082
A69855,R205240
A69856,R14754
A69858,R8170
A69859,R26717
A69861,R30982
A69862,R1527
A69866,R1942
A69867,R16963
A69868,R16736
A69869,R225097
A69870,R11076
A69875,R40273
A69877,R3741
A69885,R17303
A69886,R40149
A69887,R30987
A69891,R4601
A69897,R5221
A69900,R17488
A69901,R21289
A69906,R21350
A69908,R21882
A69910,R4499
A69912,R4523
A69913,R856
A69914,R12757
A69915,R12757
A69916,R22348
A69918,R30434
A69920,R23218
A69922,R224452
A69923,R8061
A69934,R11311
A69939,R215479
A69943,R5736
A69947,R7969
A69950,R33328
A69956,R14867
A69959,R29778
A69964,R202849
A69967,R35910
A69969,R39418
A69972,R18634
A69974,R26796
A69979,R8196
A69981,R11336
A69991,R28617
A69993,R351
A69994,R6207
A69996,R12201
A69998,R4472
A70001,R11640
A70003,R26702
A70008,R15982
A70011,R5992
A70012,R19407
A70016,R236727
A70017,R206907
A70019,R6673
A70021,R26596
A70023,R26618
A70024,R35919
A70025,R26595
A70032,R41852
A70033,R41384
A70035,R17197
A70038,R21870
A70039,R31513
A70044,R35676
A70046,R224352
A70049,R6831
A70052,R20648
A70055,R27298
A70057,R13905
A70059,R10215
A70060,R14139
A70061,R15451
A70062,R1498
A70063,R25815
A70065,R21896
A70067,R14761
A70068,R37826
A70069,R30471
A70072,R16265
A70076,R15621
A70079,R21279
A70084,R222778
A70086,R12688
A70091,R32014
A70095,R31486
A70099,R21240
A70100,R216771
A70102,R228036
A70104,R36438
A70105,R201502
A70110,R17004
A70111,R28418
A70113,R3295
A70119,R7873
A70124,R220651
A70130,R11437
A70131,R2706
A70139,R1823
A70144,R21002
A70152,R221580
A70153,R519
A70157,R223664
A70158,R7798
A70159,R8380
A70163,R7876
A70165,R16455
A70167,R18946
A70168,R215773
A70171,R21564
A70175,R21730
A70177,R23394
A70179,R23395
A70182,R12277
A70185,R13862
A70192,R11866
A70194,R18551
A70196,R19419
A70200,R28052
A70203,R5307
A70206,R19814
A70211,R40972
A70213,R12300
A70215,R10355
A70216,R202447
A70217,R40974
A70223,R12704
A70224,R10893
A70226,R11270
A70229,R2772
A70234,R177704
A70235,R7444
A70236,R2022
A70239,R25715
A70241,R38792
A70247,R4323
A70248,R212962
A70250,R43011
A70251,R28675
A70253,R38793
A70254,R2765
A70256,R28112
A70258,R178183
A70260,R14263
A70263,R40468
A70266,R13814
A70268,R15629
A70269,R20595
A70272,R10075
A70274,R6332
A70276,R5379
A70279,R11502
A70281,R18936
A70285,R223640
A70287,R21667
A70289,R6755
A70290,R12079
A70295,R214927
A70300,R218738
A70303,R2970
A70305,R18155
A70306,R19770
A70308,R9568
A70310,R40274
A70314,R6765
A70315,R14859
A70318,R21450
A70321,R2266
A70324,R23759
A70325,R9862
A70329,R19369
A70332,R69
A70333,R35445
A70336,R10005
A70341,R1479
A70342,R19037
A70343,R24040
A70347,R943
A70357,R217109
A70359,R31547
A70365,R19830
A70368,R1434
A70370,R37812
A70371,R18614
A70374,R8919
A70375,R6289
A70378,R24398
A70380,R213233
A70384,R1193
A70385,R41181
A70386,R200914
A70389,R36779
A70390,R14185
A70394,R1553
A70397,R14209
A70401,R213555
A70405,R6593
A70407,R214113
A70417,R13949
A70419,R36457
A70420,R36248
A70421,R20535
A70423,R22051
A70426,R16944
A70427,R223644
A70435,R11945
A70441,R222690
A70443,R25611
A70445,R8742
A70447,R16096
A70449,R20804
A70453,R2116
A70454,R11993
A70459,R17540
A70471,R21763
A70476,R4385
A70480,R37954
A70481,R921
A70483,R179962
A70485,R19293
A70487,R205916
A70489,R19292
A70490,R14306
A70493,R3711
A70494,R3958
A70496,R16863
A70499,R1142
A70501,R16097
A70503,R5541
A70505,R10867
A70514,R7377
A70515,R13815
A70519,R27235
A70520,R9946
A70521,R8683
A70528,R41176
A70534,R26998
A70537,R221680
A70539,R43031
A70542,R19202
A70545,R9
A70547,R14970
A70549,R22556
A70551,R16059
A70553,R15799
A70554,R20873
A70556,R223722
A70558,R3613
A70564,R3723
A70569,R9174
A70573,R15002
A70574,R15737
A70575,R8209
A70576,R13320
A70580,R18708
A70582,R21727
A70588,R12880
A70589,R12881
A70591,R12932
A70600,R10912
A70603,R2359
A70606,R10281
A70609,R5724
A70610,R17025
A70611,R7227
A70613,R14099
A70617,R30527
A70620,R221910
A70625,R12589
A70626,R227736
A70628,R14647
A70630,R13528
A70632,R18031
A70633,R41829
A70635,R232057
A70640,R3686
A70642,R22560
A70647,R23176
A70650,R12490
A70652,R8989
A70654,R17869
A70655,R20011
A70658,R32085
A70659,R38869
A70661,R13907
A70666,R3559
A70673,R5670
A70676,R8233
A70678,R678
A70679,R25970
A70682,R14962
A70686,R22153
A70687,R211864
A70688,R41202
A70691,R23268
A70693,R19964
A70694,R1380
A70697,R17370
A70699,R891
A70701,R3203
A70705,R223803
A70709,R2188
A70712,R7988
A70717,R8043
A70718,R30742
A70719,R18504
A70721,R21758
A70727,R181162
A70729,R12525
A70731,R30523
A70732,R217857
A70734,R22382
A70735,R22824
A70737,R213927
A70739,R1858
A70743,R24440
A70745,R21547
A70747,R32215
A70748,R6411
A70750,R7987
A70752,R22091
A70758,R1636
A70760,R2082
A70762,R214465
A70765,R6219
A70766,R11763
A70767,W35764
A70769,R181066
A70773,R32145
A70775,R23220
A70776,R221420
A70777,R12742
A70779,R17219
A70781,R4933
A70782,R23103
A70785,R8120
A70787,R218235
A70789,R214727
A70791,R8020
A70792,R218919
A70797,R35297
A70798,R218248
A70800,R24510
A70803,R18054
A70806,R15030
A70807,R2546
A70809,R2981
A70810,R38010
A70812,R5391
A70819,R32288
A70826,R183663
A70828,R7586
A70835,R7175
A70839,R11296
A70842,R278
A70846,R1860
A70850,R2011
A70852,R221535
A70855,R22641
A70857,R10560
A70858,R14899
A70860,R35128
A70861,R7049
A70862,R33326
A70863,R22186
A70864,R22150
A70865,R7643
A70866,R14735
A70867,R14735
A70870,R13582
A70871,R15632
A70872,R11087
A70873,R7646
A70874,R5212
A70877,R27472
A70878,R205100
A70879,R20105
A70887,R25210
A70888,R2071
A70892,R17611
A70894,R1496
A70897,R214718
A70899,R217456
A70901,R12795
A70902,R22929
A70907,R439
A70911,R18152
A70912,R181567
A70917,R22454
A70920,R1662
A70924,R10609
A70927,R22031
A70932,R18711
A70933,R19051
A70936,R13775
A70938,R2349
A70940,R22052
A70942,R182347
A70943,R17515
A70945,R223720
A70949,R41666
A70950,R11890
A70955,R7743
A70956,R235401
A70960,R22443
A70965,R13991
A70966,R200433
A70967,R217970
A70969,R5818
A70970,R4016
A70973,R14453
A70978,R15962
A70979,R35941
A70980,R33759
A70981,R21961
A70983,R6907
A70985,R33983
A70986,R10208
A70988,R2914
A70992,R32192
A71000,R13177
A71002,R10443
A71003,R3276
A71004,R18170
A71006,R14882
A71013,R20039
A71019,R14302
A71020,R41211
A71021,R34223
A71022,R184108
A71025,R7954
A71031,R184175
A71032,R20966
A71035,R219176
A71036,R17699
A71040,R7584
A71042,R26395
A71043,R16278
A71049,R5156
A71053,R23325
A71056,R19621
A71058,R19887
A71059,R15667
A71065,R15633
A71070,R564
A71073,R12158
A71074,R14280
A71076,R8450
A71078,R1037
A71080,R4615
A71083,R20925
A71085,R205328
A71091,R222629
A71096,R6206
A71098,R12539
A71100,R32805
A71105,R17254
A71106,R228599
A71107,R3330
A71108,R4525
A71109,R20222
A71120,R7762
A71122,R26573
A71123,R7598
A71130,R16576
A71133,R7785
A71137,R222523
A71139,R27018
A71143,R22611
A71144,R4676
A71145,R221795
A71147,R16755
A71150,R15241
A71155,R185596
A71157,R16040
A71161,R6111
A71164,R1593
A71165,R32831
A71168,R1633
A71169,R203815
A71177,R17669
A71179,R14479
A71180,R21306
A71183,R222175
A71184,R7235
A71188,R23560
A71189,R23560
A71190,R226429
A71196,R1713
A71198,R203878
A71202,R12444
A71204,R43002
A71205,R8069
A71207,R4368
A71208,R20945
A71209,R4189
A71212,R8528
A71214,R595
A71218,R218012
A71220,R21510
A71222,R219635
A71223,R220805
A71225,R6863
A71231,R217163
A71233,R221984
A71235,R1230
A71238,R220952
A71239,R21454
A71247,R19709
A71250,R4642
A71251,R4537
A71253,R33669
A71254,R1464
A71259,R1810
A71263,R38952
A71265,R222313
A71267,R21557
A71270,R20194
A71272,R31825
A71273,R36681
A71275,R20426
A71276,R200957
A71277,R200957
A71279,R22619
A71282,R21107
A71284,R20590
A71285,R21280
A71286,R6426
A71287,R12946
A71289,R5955
A71290,R11578
A71292,R7902
A71298,R26467
A71299,R8643
A71300,R8643
A71301,R10269
A71304,S104669
A71305,S111862
A71306,S111862
A71307,S111862
A71308,R6943
A71313,S114764
A71315,R40468
A71316,S107087
A71317,R17387
A71318,S121316
A71319,S121319
A71322,S115206
A71323,S103715
A71324,S103716
A71328,S106806
A71329,S105507
A71330,R14776
A71332,P1015
A71333,P1015
A71334,P1015
A71335,P1015
A71336,P1015
A71337,P1015
A71338,P1015
A71339,P1015
A71340,P1015
A71341,P1015
A71342,P1015
A71343,P1015
A71344,P1015
A72003,S121956
A72013,S124523
A72015,S125374
A72017,S125375
A72019,S124736
A72029,S124682
A72034,S125224
A72036,S124524
A72050,S121626
A72054,S124923
A72055,S5245
A72059,S115544
A72063,S124925
A72064,S122637
A72071,S124930
A72079,S124936
A72083,S124738
A72084,S124849
A72085,S5365
A72087,S118170
A72088,S125226
A72089,S124739
A72111,S122937
A72113,S125393
A72116,S124119
A72118,S124529
A72130,S124945
A72141,S125227
A72143,S124946
A72146,S124505
A72160,S5347
A72164,S5215
A72174,S5348
A72176,S125231
A72180,S124958
A72181,S125398
A72183,S5233
A72184,S5234
A72185,S124959
A72187,S5237
A72189,S122604
A72190,S125233
A72208,S124961
A72210,S5239
A72216,S125237
A72217,S124962
A72221,S122613
A72222,S122612
A72235,S5243
A72248,S124980
A72251,S5223
A72252,S125405
A72253,S124981
A72254,S122568
A72255,S121390
A72256,S124988
A72262,S750
A72264,S125239
A72271,S124859
A72272,S124860
A72276,S125240
A72300,S102780
A72307,S119610
A72311,S5230
A72313,S124864
A72314,S123450
A72329,S104132
