ngram,corpus frequency,document frequency,rank in corpus
the,26290,36,1
and,23574,36,2
i,19817,36,3
to,18144,36,4
of,16030,36,5
you,13774,36,6
a,13360,36,7
my,12049,36,8
in,10782,36,9
that,10534,36,10
is,9109,36,11
not,8306,36,12
me,7569,36,13
it,7522,36,14
for,7362,36,15
with,7041,36,16
be,6694,36,17
your,6553,36,18
this,6490,36,19
his,6407,36,20
he,6276,36,21
but,5997,36,22
have,5816,36,23
as,5524,36,24
thou,5318,36,25
him,5020,36,26
will,4925,36,27
so,4873,36,28
what,4378,36,29
thy,3756,36,30
do,3749,36,31
no,3709,36,32
her,3653,36,33
by,3586,36,34
all,3557,36,35
shall,3541,36,36
if,3439,36,37
are,3297,36,38
we,3281,36,39
thee,3040,36,40
our,3036,36,41
on,2970,36,42
good,2783,36,43
now,2740,36,44
lord,2654,36,45
come,2516,36,46
from,2496,36,47
sir,2467,36,48
would,2402,36,49
at,2353,36,50
or,2300,36,51
they,2269,36,52
more,2251,36,53
was,2216,36,54
which,2185,36,55
o,2181,36,56
am,2134,36,57
she,2126,36,58
how,2123,36,59
well,2122,36,60
then,2091,36,61
here,2086,36,62
let,2081,36,63
when,1933,36,64
their,1923,36,65
love,1919,36,66
them,1902,36,67
hath,1892,36,68
than,1832,36,69
there,1788,36,70
man,1774,36,71
did,1758,36,72
an,1746,36,73
know,1744,36,74
i'll,1739,36,75
go,1730,36,76
say,1719,36,77
upon,1699,36,78
may,1657,36,79
one,1650,36,80
were,1643,36,81
like,1643,36,81
us,1617,36,82
make,1601,36,83
should,1598,36,84
yet,1515,36,85
had,1500,36,86
see,1469,36,87
must,1460,36,88
why,1448,36,89
tis,1398,36,90
such,1355,36,91
out,1325,36,92
give,1323,36,93
can,1311,36,94
king,1310,34,95
these,1294,36,96
some,1265,36,97
too,1218,36,98
take,1204,36,99
never,1203,36,100
speak,1198,36,101
where,1174,36,102
most,1151,36,103
who,1150,36,104
t,1134,36,105
mine,1096,36,106
think,1066,36,107
tell,1057,36,108
up,1015,36,109
much,1013,36,110
time,995,36,111
heart,926,36,112
nor,911,36,113
great,878,36,114
hear,876,36,115
art,872,36,116
doth,850,36,117
death,836,36,118
men,829,36,119
away,826,36,120
look,814,36,121
life,811,36,122
father,811,35,122
hand,805,36,123
made,804,36,124
very,801,36,125
god,799,35,126
ay,771,36,127
master,759,35,128
true,756,36,129
cannot,753,36,130
thus,751,36,131
before,738,36,132
own,735,36,133
again,734,36,134
pray,733,36,135
sweet,730,36,136
fair,714,36,137
day,713,36,138
been,693,36,139
any,665,36,140
against,656,36,141
done,654,36,142
leave,642,36,143
could,641,36,144
name,636,36,145
blood,630,36,146
into,625,36,147
being,624,36,148
fear,622,36,149
eyes,620,36,150
nothing,615,36,151
lady,614,36,152
old,610,36,153
poor,609,36,154
even,609,36,154
therefore,608,36,155
noble,606,34,156
son,604,35,157
till,603,36,158
comes,603,36,158
world,600,36,159
honour,598,36,160
though,596,36,161
night,594,36,162
whose,592,36,163
down,592,36,163
heaven,591,36,164
ever,591,36,164
nay,584,36,165
both,578,36,166
better,575,36,167
hast,572,36,168
call,572,36,168
myself,565,36,169
other,564,36,170
stand,562,36,171
two,560,36,172
grace,559,36,173
way,548,36,174
many,545,36,175
brother,533,33,176
peace,531,36,177
bear,528,36,178
first,517,36,179
those,510,36,180
madam,509,30,181
find,508,36,182
dead,505,36,183
duke,500,24,184
still,498,36,185
might,498,36,185
word,496,36,186
live,484,36,187
put,482,36,188
die,482,36,188
little,479,36,189
keep,477,36,190
head,475,36,191
friends,468,36,192
none,454,36,193
hold,449,36,194
wife,448,35,195
off,445,36,196
set,444,36,197
bring,440,36,198
since,438,36,199
indeed,437,36,200
long,436,36,201
himself,436,36,201
every,433,36,202
part,430,36,203
unto,426,35,204
soul,425,36,205
house,423,36,206
dear,423,36,206
best,418,36,207
stay,415,36,208
queen,413,30,209
whom,412,36,210
young,411,35,211
else,409,36,212
full,408,36,213
words,407,36,214
once,407,36,214
gone,407,36,214
thine,405,36,215
faith,405,36,215
that's,402,36,216
dost,401,35,217
friend,399,36,218
face,394,36,219
there's,392,35,220
mistress,392,32,220
about,392,36,220
show,391,36,221
place,391,36,221
tongue,386,36,222
please,386,36,222
said,379,36,223
answer,378,36,224
daughter,377,33,225
eye,376,36,226
has,375,29,227
after,374,36,228
fool,370,35,229
france,367,19,230
welcome,365,36,231
marry,365,35,231
came,363,36,232
ere,358,36,233
hence,357,36,234
forth,355,36,235
lie,354,36,236
lords,353,29,237
matter,352,35,238
makes,352,35,238
farewell,352,36,238
hope,351,36,239
gentle,351,36,239
thought,349,36,240
caesar,348,14,241
boy,348,33,241
without,346,36,242
prince,345,29,243
heard,343,36,244
another,341,36,245
mind,338,36,246
bid,336,36,247
right,335,36,248
what's,333,36,249
cause,333,36,249
three,331,36,250
nature,331,36,250
mother,331,36,250
home,331,35,250
over,329,36,251
does,328,27,252
sword,327,34,253
help,327,36,253
power,324,33,254
things,322,36,255
meet,321,36,256
back,321,36,256
rather,320,36,257
thousand,319,36,258
enough,318,36,259
rest,317,36,260
use,316,36,261
news,315,35,262
thing,314,36,263
woman,313,36,264
we'll,310,36,265
only,309,36,266
truth,308,36,267
hands,307,36,268
fellow,307,36,268
fortune,304,34,269
follow,304,33,269
he's,302,30,270
within,301,36,271
get,300,36,272
pardon,298,36,273
end,297,36,274
fall,296,36,275
hour,295,36,276
hither,293,36,277
wilt,291,35,278
sure,290,36,279
earth,290,36,279
shame,289,35,280
thank,288,35,281
play,288,35,281
gods,288,26,281
mean,287,36,282
husband,286,31,283
honest,284,34,284
gentleman,283,33,285
shalt,281,35,286
lay,280,36,287
rome,279,16,288
state,278,36,289
yourself,277,36,290
reason,273,36,291
tears,271,35,292
john,270,15,293
false,268,36,294
turn,267,36,295
saw,267,36,295
sent,265,36,296
means,265,36,296
kind,265,36,296
last,264,36,297
bed,264,35,297
under,263,36,298
cousin,261,23,299
far,260,36,300
light,256,36,301
youth,255,33,302
sleep,255,36,302
majesty,255,23,302
let's,255,36,302
through,254,35,303
swear,254,35,303
send,254,34,303
dare,254,34,303
seen,253,36,304
yours,252,36,305
wit,252,33,305
together,252,35,305
break,251,36,306
lost,250,36,307
crown,248,31,308
war,247,32,309
fire,244,34,310
england,244,19,310
fight,243,34,311
strange,242,35,312
spirit,242,36,312
court,242,30,312
villain,241,34,313
itself,240,33,314
prove,239,35,315
believe,238,36,316
left,237,36,317
present,236,35,318
arms,235,32,319
mad,234,36,320
fly,233,34,321
business,233,34,321
while,231,36,322
says,231,34,322
tomorrow,230,35,323
father's,230,34,323
thoughts,229,35,324
seek,229,35,324
lies,228,36,325
told,227,36,326
wrong,226,35,327
high,226,36,327
gave,226,35,327
alas,225,35,328
beseech,224,32,329
body,223,34,330
between,221,35,331
service,219,35,332
prithee,219,27,332
mark,219,36,332
devil,219,34,332
york,218,9,333
worthy,218,35,333
horse,218,32,333
found,215,36,334
desire,215,34,334
royal,214,31,335
bloody,214,31,335
ill,213,34,336
pity,212,36,337
less,212,34,337
foul,210,34,338
each,210,36,338
talk,209,36,339
near,209,36,339
here's,209,35,339
care,209,35,339
gold,207,35,340
child,207,33,340
wish,206,35,341
sun,206,36,341
same,206,35,341
half,206,35,341
grief,206,32,341
save,205,35,342
yes,204,36,343
land,204,29,343
alone,204,36,343
letter,202,24,344
knows,202,35,344
sit,201,36,345
purpose,201,36,345
lives,201,34,345
ha,201,33,345
cry,200,35,346
breath,200,34,346
lose,199,36,347
company,199,36,347
times,198,35,348
looks,198,36,348
charge,198,35,348
antony,198,3,348
thyself,197,34,349
sea,197,35,349
ho,197,33,349
draw,197,35,349
called,197,35,349
wear,196,36,350
kill,196,36,350
read,195,34,351
loves,194,33,352
law,192,32,353
holy,192,35,353
happy,192,35,353
run,191,35,354
return,191,32,354
gracious,191,34,354
yea,190,33,355
remember,190,36,355
proud,190,33,355
given,190,35,355
highness,189,25,356
ear,189,35,356
serve,188,36,357
general,188,28,357
years,187,34,358
people,187,33,358
tonight,186,31,359
late,186,35,359
days,186,35,359
because,186,35,359
uncle,185,22,360
known,185,36,360
further,185,30,360
worth,183,35,361
work,183,31,361
patience,183,35,361
neither,183,35,361
kiss,183,32,361
joy,183,34,361
comfort,182,34,362
cold,182,35,362
taken,180,33,363
sight,180,35,363
loved,180,35,363
free,180,34,363
brought,180,36,363
air,180,34,363
need,179,35,364
virtue,178,36,365
something,178,34,365
sister,178,28,365
new,178,36,365
gentlemen,177,32,366
age,177,36,366
sorrow,176,33,367
warrant,174,35,368
ah,174,30,368
s,173,29,369
money,173,31,369
mercy,173,35,369
doubt,172,35,370
wind,171,33,371
maid,171,30,371
grave,171,31,371
command,171,33,371
bound,171,34,371
strong,170,33,372
trust,169,36,373
thanks,169,34,373
seem,169,35,373
em,169,19,373
cut,169,36,373
pleasure,168,35,374
henry,168,11,374
warwick,167,6,375
truly,166,33,376
merry,166,34,376
goes,166,36,376
open,165,34,377
knave,165,28,377
hearts,165,33,377
weep,164,34,378
today,164,35,378
sake,164,35,378
foot,164,36,378
ask,164,35,378
sound,163,34,379
justice,163,31,379
either,163,34,379
knew,162,32,380
hang,162,34,380
fault,161,35,381
heavy,160,35,382
hate,160,32,382
hard,160,36,382
fit,160,34,382
wise,159,32,383
took,159,35,383
ring,159,28,383
next,159,36,383
ears,159,34,383
born,159,34,383
twas,158,34,384
certain,158,32,384
almost,158,35,384
spoke,157,34,385
richard,157,12,385
worse,156,35,386
brave,156,32,386
behold,156,34,386
women,155,35,387
voice,155,35,387
strike,155,34,387
hell,155,33,387
ground,155,34,387
drink,155,34,387
brutus,155,8,387
praise,154,31,388
man's,154,35,388
haste,154,33,388
fie,154,31,388
enemy,154,32,388
course,154,34,388
content,154,35,388
rich,153,35,389
revenge,153,33,389
sick,152,31,390
she's,152,29,390
field,152,29,390
sons,151,27,391
side,151,31,391
base,151,32,391
valiant,150,29,392
stands,150,33,392
sad,150,33,392
french,150,18,392
you'll,149,31,393
sirrah,148,34,394
methinks,148,36,394
hot,148,34,394
heavens,148,32,394
having,148,36,394
hark,148,30,394
duty,148,30,394
unless,147,34,395
sin,147,32,395
lead,147,33,395
themselves,146,32,396
deed,146,29,396
black,146,34,396
beauty,146,32,396
already,146,33,396
ten,145,31,397
report,145,35,397
person,145,32,397
note,145,34,397
music,145,30,397
married,145,31,397
change,145,33,397
straight,144,33,398
oath,144,33,398
common,144,36,398
english,143,17,399
withal,142,33,400
ready,142,32,400
question,142,32,400
become,142,33,400
yield,141,33,401
presently,141,35,401
king's,141,20,401
dog,141,31,401
coming,141,35,401
sovereign,140,29,402
oft,140,32,402
soon,139,36,403
needs,139,35,403
arm,139,28,403
point,138,33,404
liege,138,24,404
lest,138,35,404
fare,138,32,404
eat,138,32,404
deny,138,33,404
suit,137,32,405
pay,137,33,405
edward,137,9,405
wars,136,27,406
sing,136,33,406
past,136,36,406
met,136,34,406
want,135,33,407
signior,135,13,407
bold,135,34,407
blessed,135,34,407
wherefore,134,35,408
pass,134,32,408
just,134,32,408
grow,133,34,409
soldier,132,30,410
twenty,131,34,411
tender,131,34,411
god's,131,28,411
counsel,130,33,412
sworn,129,32,413
speech,128,30,414
lips,128,29,414
flesh,128,32,414
deep,127,33,415
water,126,35,416
office,126,34,416
mouth,126,33,416
hector,126,8,416
four,126,32,416
confess,126,33,416
besides,126,33,416
banished,126,22,416
wherein,125,32,417
pale,125,33,417
favour,125,35,417
country,125,31,417
captain,125,23,417
beat,124,32,418
anon,124,32,418
traitor,123,26,419
hours,123,34,419
glad,123,35,419
fetch,123,31,419
morning,122,31,420
moon,122,28,420
letters,122,32,420
knight,122,22,420
fell,122,31,420
bosom,122,34,420
appear,122,29,420
witness,121,33,421
walk,121,33,421
twere,121,33,421
sport,121,33,421
fast,121,32,421
anything,121,31,421
slain,120,23,422
sense,120,29,422
page,120,13,422
honourable,120,32,422
got,120,30,422
slave,119,31,423
killed,119,31,423
conscience,119,26,423
attend,119,35,423
above,119,33,423
whole,118,33,424
town,118,24,424
spirits,118,33,424
speaks,118,34,424
soldiers,118,24,424
romeo,118,1,424
marriage,118,27,424
city,118,27,424
watch,117,28,425
seems,117,35,425
excellent,117,31,425
dream,116,30,426
bad,116,33,426
act,116,26,426
soft,115,33,427
write,114,31,428
wonder,114,34,428
strength,114,32,428
saint,114,25,428
kings,114,21,428
win,113,29,429
speed,113,34,429
pretty,113,31,429
ourselves,113,31,429
loss,113,32,429
gives,113,33,429
woe,112,28,430
touch,112,34,430
souls,112,28,430
rage,112,31,430
often,112,34,430
murder,112,28,430
morrow,112,31,430
lordship,112,23,430
five,112,31,430
entreat,112,33,430
cassio,112,1,430
begin,112,34,430
along,112,32,430
living,111,32,431
he'll,111,30,431
gloucester,111,9,431
fortunes,111,30,431
vile,110,34,432
quickly,110,32,432
judgment,110,31,432
hundred,110,28,432
enemies,110,26,432
door,110,29,432
action,110,30,432
white,109,31,433
servant,109,28,433
mighty,109,28,433
hair,109,30,433
loving,108,31,434
kate,108,7,434
issue,108,30,434
harry,108,8,434
deeds,108,31,434
damned,108,29,434
ladies,107,25,435
grant,107,31,435
awhile,107,30,435
where's,106,31,436
throw,106,31,436
tale,106,29,436
count,106,22,436
teach,105,32,437
masters,105,29,437
longer,105,33,437
hide,105,32,437
heir,105,27,437
feel,105,34,437
children,105,31,437
bless,105,32,437
toward,104,31,438
pluck,104,34,438
close,104,33,438
bears,104,33,438
passion,103,30,439
jest,103,25,439
chance,103,32,439
chamber,103,25,439
whilst,102,29,440
went,102,31,440
promise,102,34,440
presence,102,33,440
heads,102,32,440
force,102,32,440
fools,102,30,440
choose,102,32,440
case,102,33,440
weak,101,32,441
valor,101,28,441
parts,101,31,441
died,101,31,441
deliver,101,32,441
health,100,29,442
dangerous,100,30,442
adieu,100,28,442
understand,99,31,443
turned,99,32,443
offense,99,28,443
move,99,32,443
curse,99,27,443
shake,98,34,444
respect,98,30,444
quick,98,33,444
feast,98,30,444
danger,98,29,444
claudio,98,3,444
behind,98,34,444
troth,97,25,445
princes,97,21,445
pride,97,28,445
lack,97,29,445
fashion,97,27,445
worst,96,31,446
title,96,28,446
subject,96,29,446
quarrel,96,29,446
plain,96,32,446
buy,96,32,446
beg,96,30,446
looked,95,31,447
form,95,28,447
clarence,95,6,447
battle,95,20,447
scorn,94,27,448
receive,94,30,448
march,94,21,448
least,94,32,448
going,94,28,448
writ,93,29,449
wisdom,93,30,449
virtuous,93,29,449
second,93,33,449
mortal,93,31,449
kept,93,31,449
humour,93,22,449
consent,93,28,449
worship,92,26,450
won,92,29,450
stood,92,30,450
shows,92,31,450
shallow,92,19,450
harm,92,30,450
forget,92,32,450
foolish,92,33,450
fine,92,28,450
de,92,10,450
cast,92,32,450
angry,92,30,450
thither,91,33,451
stop,91,35,451
plague,91,25,451
perceive,91,33,451
pains,91,30,451
low,91,32,451
herself,91,29,451
earl,91,14,451
whither,90,33,452
whether,90,28,452
try,90,34,452
sorry,90,31,452
kingdom,90,20,452
judge,90,26,452
fearful,90,31,452
faults,90,27,452
among,90,30,452
troilus,89,6,453
roman,89,15,453
prayers,89,31,453
noise,89,30,453
measure,89,30,453
laid,89,28,453
hurt,89,25,453
commend,89,32,453
ass,89,26,453
alive,89,29,453
offer,88,30,454
lend,88,30,454
learn,88,32,454
hearing,88,30,454
gates,88,23,454
dinner,88,23,454
beard,88,30,454
year,87,30,455
treason,87,26,455
ours,87,30,455
lion,87,27,455
guard,87,26,455
brief,87,28,455
piece,86,30,456
order,86,28,456
labour,86,32,456
honesty,86,26,456
fled,86,27,456
carry,86,28,456
breast,86,29,456
others,85,27,457
men's,85,27,457
laugh,85,32,457
forgot,85,33,457
coward,85,29,457
calls,85,31,457
wild,84,31,458
patient,84,32,458
golden,84,31,458
ancient,84,24,458
suffer,83,34,459
small,83,29,459
silence,83,28,459
short,83,30,459
opinion,83,31,459
mock,83,27,459
martius,83,1,459
emperor,83,14,459
dull,83,31,459
broke,83,31,459
boys,83,29,459
blow,83,31,459
amen,83,27,459
who's,82,27,460
stir,82,32,460
received,82,27,460
quite,82,31,460
greater,82,32,460
weary,81,32,461
shape,81,33,461
prison,81,27,461
pompey,81,6,461
match,81,30,461
enter,81,31,461
book,81,33,461
birth,81,29,461
whereof,80,29,462
thence,80,26,462
lucius,80,5,462
learned,80,28,462
held,80,34,462
green,80,25,462
friar,80,8,462
feed,80,30,462
brook,80,19,462
wits,79,25,463
whiles,79,28,463
troy,79,11,463
takes,79,30,463
sudden,79,29,463
smile,79,30,463
safe,79,25,463
paris,79,9,463
lived,79,30,463
hanged,79,31,463
fresh,79,29,463
brother's,79,22,463
blame,79,26,463
achilles,79,3,463
wine,78,25,464
vain,78,26,464
tent,78,18,464
rogue,78,18,464
purse,78,23,464
pleased,78,28,464
paper,78,25,464
jack,78,16,464
honours,78,25,464
greatness,78,22,464
folly,78,24,464
wounds,77,22,465
woman's,77,32,465
trouble,77,31,465
talbot,77,3,465
powers,77,26,465
nurse,77,20,465
moved,77,28,465
hamlet,77,1,465
glory,77,23,465
cassius,77,2,465
cardinal,77,5,465
tear,76,30,466
taste,76,28,466
steal,76,28,466
quiet,76,27,466
princely,76,21,466
poison,76,26,466
nought,76,31,466
forever,76,30,466
double,76,29,466
burn,76,27,466
awake,76,24,466
alack,76,20,466
wast,75,27,467
vow,75,28,467
timon,75,2,467
struck,75,27,467
prisoner,75,27,467
owe,75,29,467
obey,75,28,467
moor,75,4,467
knowledge,75,27,467
holds,75,32,467
endure,75,29,467
bones,75,30,467
angelo,75,3,467
until,74,27,468
safety,74,30,468
occasion,74,30,468
monster,74,20,468
keeps,74,27,468
grows,74,29,468
forgive,74,29,468
drawn,74,29,468
desires,74,27,468
color,74,30,468
cheer,74,25,468
buckingham,74,4,468
brothers,74,21,468
affection,74,28,468
yourselves,73,27,469
terms,73,28,469
round,73,28,469
rise,73,26,469
promised,73,33,469
motion,73,31,469
manner,73,29,469
goodly,73,24,469
drop,73,31,469
dark,73,28,469
cursed,73,26,469
brain,73,24,469
borne,73,27,469
blind,73,25,469
bitter,73,26,469
afraid,73,25,469
woo,72,21,470
whence,72,29,470
suffolk,72,5,470
proof,72,27,470
malice,72,25,470
heels,72,29,470
fellows,72,29,470
excuse,72,31,470
dispatch,72,30,470
aught,72,29,470
wrongs,71,27,471
twixt,71,26,471
tongues,71,25,471
scarce,71,30,471
proceed,71,29,471
margaret,71,5,471
jove,71,24,471
forward,71,27,471
cunning,71,28,471
bond,71,18,471
blows,71,25,471
army,71,22,471
approach,71,24,471
used,70,30,472
mother's,70,26,472
manners,70,27,472
liberty,70,26,472
legs,70,32,472
happily,70,26,472
fat,70,21,472
due,70,24,472
cried,70,28,472
christian,70,20,472
caesar's,70,9,472
beast,70,29,472
although,70,30,472
yonder,69,26,473
view,69,29,473
seven,69,25,473
precious,69,27,473
neck,69,31,473
making,69,28,473
host,69,17,473
forbid,69,31,473
choice,69,23,473
you're,68,16,474
wound,68,24,474
twice,68,29,474
simple,68,25,474
melancholy,68,25,474
master's,68,25,474
guilty,68,22,474
fought,68,24,474
fears,68,24,474
falstaff,68,4,474
embrace,68,32,474
doctor,68,11,474
wretched,67,24,475
tower,67,11,475
shadow,67,27,475
meat,67,22,475
madness,67,22,475
knock,67,22,475
foes,67,22,475
fill,67,29,475
effect,67,30,475
doing,67,33,475
deserve,67,26,475
courage,67,24,475
cheeks,67,24,475
cheek,67,24,475
advantage,67,27,475
third,66,27,476
sort,66,25,476
rough,66,28,476
quoth,66,21,476
large,66,28,476
hail,66,22,476
fain,66,26,476
delivered,66,27,476
creature,66,30,476
ways,65,27,477
steel,65,28,477
stars,65,26,477
spent,65,28,477
somerset,65,3,477
several,65,29,477
seal,65,29,477
rude,65,25,477
pure,65,31,477
private,65,31,477
oaths,65,25,477
lo,65,27,477
jew,65,7,477
fury,65,28,477
defend,65,22,477
affairs,65,28,477
wicked,64,23,478
wealth,64,24,478
wall,64,21,478
swords,64,23,478
self,64,29,478
request,64,27,478
nose,64,28,478
monstrous,64,25,478
london,64,10,478
lancaster,64,7,478
idle,64,30,478
few,64,26,478
england's,64,8,478
dry,64,29,478
drunk,64,24,478
dies,64,29,478
courtesy,64,27,478
catch,64,28,478
becomes,64,28,478
anne,64,6,478
vows,63,27,479
twill,63,28,479
throne,63,23,479
sometimes,63,28,479
sometime,63,26,479
proper,63,28,479
food,63,27,479
fame,63,20,479
brow,63,29,479
breathe,63,26,479
bolingbroke,63,5,479
armed,63,26,479
towards,62,23,480
thrice,62,26,480
thief,62,22,480
story,62,24,480
sharp,62,29,480
secret,62,27,480
prepare,62,24,480
paid,62,23,480
knee,62,22,480
humble,62,26,480
heat,62,30,480
ford,62,2,480
fail,62,29,480
dauphin,62,5,480
claim,62,18,480
church,62,16,480
chain,62,13,480
always,62,28,480
remembrance,61,23,481
loud,61,26,481
lady's,61,21,481
gift,61,26,481
followed,61,26,481
foe,61,21,481
depart,61,27,481
bastard,61,24,481
argument,61,23,481
antonio,61,7,481
ajax,61,8,481
tune,60,23,482
swift,60,27,482
stones,60,24,482
spend,60,24,482
spare,60,29,482
sooner,60,26,482
red,60,28,482
reasons,60,27,482
practice,60,27,482
pain,60,25,482
lovers,60,15,482
kneel,60,20,482
instant,60,26,482
iago,60,1,482
humbly,60,23,482
horses,60,21,482
finger,60,29,482
fiend,60,18,482
easy,60,29,482
cruel,60,24,482
crowns,60,19,482
countenance,60,22,482
broken,60,25,482
abroad,60,28,482
wives,59,23,483
warlike,59,21,483
wanton,59,29,483
wait,59,26,483
valentine,59,5,483
possible,59,25,483
ones,59,24,483
niece,59,10,483
leisure,59,23,483
led,59,25,483
i'd,59,15,483
hero,59,3,483
follows,59,27,483
drum,59,20,483
dreadful,59,24,483
discourse,59,23,483
desperate,59,25,483
demand,59,28,483
dearest,59,22,483
cries,59,29,483
clifford,59,3,483
beyond,59,23,483
able,59,26,483
widow,58,18,484
traitors,58,23,484
subjects,58,20,484
study,58,24,484
rosalind,58,1,484
repent,58,25,484
remain,58,19,484
princess,58,15,484
natural,58,24,484
mere,58,25,484
meaning,58,29,484
love's,58,20,484
leaves,58,27,484
lawful,58,25,484
hit,58,25,484
evil,58,23,484
bright,58,26,484
bardolph,58,4,484
aside,58,27,484
amongst,58,20,484
walls,57,21,485
trial,57,26,485
stolen,57,27,485
six,57,25,485
showed,57,29,485
remedy,57,24,485
rascal,57,20,485
priest,57,17,485
offend,57,27,485
mend,57,25,485
join,57,22,485
happiness,57,24,485
greatest,57,27,485
forsworn,57,19,485
dust,57,26,485
deserved,57,23,485
condition,57,26,485
bids,57,26,485
beggar,57,25,485
wench,56,19,486
weeping,56,23,486
wake,56,23,486
trumpet,56,21,486
supper,56,25,486
silver,56,23,486
shut,56,24,486
reverend,56,25,486
returned,56,26,486
rain,56,26,486
proteus,56,2,486
messenger,56,23,486
griefs,56,27,486
gate,56,27,486
former,56,25,486
forbear,56,24,486
denied,56,27,486
cross,56,24,486
clear,56,25,486
wretch,55,25,487
visit,55,25,487
undone,55,23,487
thrive,55,24,487
teeth,55,31,487
swore,55,23,487
saying,55,27,487
sack,55,12,487
pound,55,19,487
list,55,25,487
fond,55,24,487
falls,55,25,487
escape,55,29,487
deceived,55,25,487
dance,55,21,487
clouds,55,20,487
answered,55,27,487
wrath,54,23,488
wings,54,22,488
thinks,54,27,488
therein,54,27,488
shepherd,54,12,488
rose,54,21,488
post,54,28,488
particular,54,17,488
nine,54,22,488
hopes,54,24,488
helen,54,8,488
goodness,54,17,488
freely,54,23,488
feet,54,25,488
ease,54,26,488
deal,54,27,488
daughters,54,17,488
betwixt,54,18,488
authority,54,20,488
athens,54,4,488
aid,54,23,488
wronged,53,22,489
voices,53,15,489
titus,53,4,489
thrust,53,25,489
thomas,53,9,489
sylvia,53,1,489
sum,53,20,489
spring,53,25,489
spite,53,24,489
song,53,19,489
single,53,24,489
served,53,26,489
realm,53,13,489
rare,53,19,489
quality,53,20,489
protest,53,27,489
lands,53,21,489
jewel,53,28,489
heavenly,53,26,489
gross,53,22,489
gallant,53,23,489
ducats,53,8,489
counterfeit,53,26,489
charles,53,6,489
charity,53,24,489
benedict,53,1,489
begins,53,28,489
asleep,53,21,489
anger,53,27,489
wood,52,16,490
vengeance,52,22,490
tidings,52,20,490
stone,52,27,490
ride,52,20,490
ransom,52,18,490
perfect,52,27,490
minds,52,25,490
marcus,52,5,490
intend,52,25,490
innocent,52,19,490
heed,52,24,490
grown,52,22,490
flight,52,22,490
encounter,52,29,490
edward's,52,5,490
doors,52,23,490
crowned,52,22,490
caius,52,7,490
buried,52,22,490
brings,52,27,490
wash,51,25,491
villainy,51,18,491
trick,51,26,491
tree,51,19,491
touched,51,25,491
top,51,27,491
streets,51,19,491
spoken,51,25,491
sits,51,24,491
sign,51,20,491
sigh,51,21,491
shore,51,23,491
seeming,51,19,491
plot,51,20,491
played,51,26,491
obedience,51,22,491
naked,51,26,491
lover,51,19,491
girl,51,21,491
gain,51,24,491
everything,51,25,491
durst,51,26,491
drowned,51,21,491
despair,51,21,491
womb,50,24,492
vouchsafe,50,20,492
throat,50,24,492
sickness,50,23,492
shed,50,21,492
seat,50,21,492
romans,50,7,492
northumberland,50,8,492
monsieur,50,13,492
mirth,50,24,492
memory,50,24,492
knees,50,23,492
intent,50,26,492
hers,50,19,492
flowers,50,20,492
fallen,50,27,492
envy,50,23,492
empty,50,27,492
empress,50,6,492
deadly,50,24,492
credit,50,24,492
challenge,50,16,492
bought,50,23,492
beloved,50,23,492
appears,50,26,492
virtues,49,21,493
vice,49,21,493
turns,49,26,493
suddenly,49,24,493
storm,49,20,493
percy,49,3,493
perchance,49,22,493
officer,49,17,493
names,49,24,493
kindness,49,25,493
hastings,49,3,493
feared,49,27,493
faces,49,23,493
drops,49,25,493
cure,49,22,493
civil,49,24,493
begone,49,20,493
assured,49,21,493
assure,49,23,493
absence,49,25,493
wide,48,26,494
villains,48,18,494
they'll,48,23,494
success,48,19,494
sighs,48,22,494
ship,48,15,494
rule,48,25,494
modesty,48,23,494
meant,48,24,494
jealous,48,18,494
ignorant,48,22,494
hereafter,48,28,494
guess,48,26,494
flies,48,24,494
estate,48,24,494
demetrius,48,2,494
delight,48,25,494
contrary,48,23,494
blush,48,22,494
bestow,48,25,494
bare,48,24,494
tyrant,47,22,495
tybalt,47,1,495
summer,47,27,495
stuff,47,24,495
spake,47,23,495
sleeping,47,21,495
satisfied,47,21,495
salisbury,47,7,495
protector,47,4,495
loose,47,23,495
henry's,47,5,495
forsooth,47,20,495
forest,47,13,495
ends,47,25,495
early,47,21,495
dread,47,20,495
divine,47,24,495
degree,47,16,495
consider,47,26,495
breed,47,25,495
bow,47,25,495
angel,47,23,495
wont,46,22,496
winds,46,22,496
victory,46,18,496
slow,46,22,496
reputation,46,20,496
prize,46,26,496
plead,46,17,496
perforce,46,21,496
party,46,21,496
painted,46,26,496
number,46,21,496
lovely,46,18,496
juliet,46,2,496
horns,46,12,496
hollow,46,25,496
hie,46,21,496
glass,46,25,496
fiery,46,21,496
fancy,46,20,496
execution,46,21,496
edmund,46,5,496
devise,46,21,496
despite,46,22,496
cup,46,20,496
contempt,46,21,496
conduct,46,25,496
commission,46,19,496
chide,46,24,496
cap,46,17,496
brains,46,22,496
blessing,46,21,496
world's,45,23,497
wished,45,26,497
whore,45,14,497
tarry,45,22,497
smiles,45,25,497
shortly,45,21,497
sail,45,19,497
room,45,27,497
raise,45,22,497
passed,45,24,497
o'clock,45,17,497
norfolk,45,5,497
neighbor,45,17,497
merit,45,24,497
limbs,45,20,497
knife,45,21,497
gown,45,17,497
gentlewoman,45,17,497
flood,45,25,497
fairly,45,24,497
enjoy,45,24,497
dogs,45,25,497
disposition,45,18,497
dares,45,20,497
