ngram,corpus frequency,document frequency,rank in corpus
peacemakers,2,2,540
peaceably,2,2,540
pax,2,1,540
paws,2,2,540
pavement,2,2,540
patterns,2,2,540
patroness,2,2,540
patronage,2,1,540
pates,2,2,540
patchery,2,2,540
pasty,2,2,540
pastimes,2,2,540
passport,2,2,540
passion's,2,2,540
passenger,2,1,540
passable,2,2,540
pash,2,2,540
partridge,2,2,540
partlet,2,2,540
partisan,2,2,540
particularly,2,2,540
particularities,2,2,540
particle,2,2,540
participation,2,2,540
participate,2,2,540
parson's,2,2,540
parrots,2,1,540
parlour,2,2,540
parks,2,2,540
parishioners,2,2,540
pardoning,2,2,540
parched,2,2,540
parasite,2,2,540
parallels,2,2,540
paradoxes,2,2,540
pantino,2,1,540
pantheon,2,1,540
pantaloon,2,2,540
pannonians,2,1,540
pandulph,2,1,540
pandar's,2,1,540
pampered,2,2,540
palsied,2,2,540
palms,2,2,540
palmer's,2,2,540
pall,2,2,540
palfreys,2,2,540
palfrey,2,2,540
palestine,2,2,540
paleness,2,2,540
palatine,2,1,540
paintings,2,2,540
pained,2,2,540
pail,2,2,540
paddock,2,2,540
paddling,2,2,540
packthread,2,2,540
packets,2,1,540
pacified,2,2,540
paced,2,2,540
oxlips,2,2,540
ovid,2,2,540
overworn,2,2,540
overweigh,2,2,540
overween,2,2,540
overturn,2,2,540
overtopping,2,2,540
overtop,2,2,540
overthrows,2,2,540
oversway,2,2,540
overshoes,2,2,540
overset,2,2,540
overreached,2,2,540
overreach,2,2,540
overproud,2,2,540
overplus,2,1,540
overmaster,2,2,540
overlusty,2,2,540
overlooks,2,2,540
overlooking,2,2,540
overleap,2,2,540
overgone,2,2,540
overdone's,2,1,540
overcount,2,1,540
overbearing,2,2,540
over-shades,2,2,540
over-roasted,2,2,540
oven,2,2,540
outweighs,2,2,540
outwear,2,2,540
outswear,2,2,540
outstare,2,2,540
outlaws,2,1,540
outlaw,2,2,540
outgo,2,2,540
outfacing,2,2,540
outcast,2,2,540
ostrich,2,2,540
ostent,2,2,540
osiers,2,2,540
orthography,2,2,540
ort,2,2,540
orphan,2,2,540
ork,2,1,540
original,2,2,540
ore,2,2,540
ordering,2,2,540
ord'ring,2,1,540
orbed,2,2,540
orange-tawny,2,1,540
orange,2,1,540
opulent,2,2,540
oppressing,2,2,540
oppresses,2,2,540
opposers,2,1,540
opposer,2,2,540
opportune,2,2,540
opes,2,2,540
operate,2,2,540
operant,2,2,540
onward,2,2,540
onions,2,2,540
onion,2,2,540
one-half,2,2,540
omitting,2,2,540
olympian,2,2,540
olivia's,2,1,540
offensive,2,2,540
odorous,2,2,540
odoriferous,2,2,540
odor,2,2,540
oceans,2,2,540
occupy,2,2,540
occident,2,2,540
obstinacy,2,2,540
obstacles,2,1,540
obstacle,2,2,540
observer,2,2,540
observant,2,2,540
observances,2,2,540
obscenely,2,2,540
obeys,2,2,540
nutshell,2,2,540
nutmeg,2,2,540
nut-hook,2,1,540
nurture,2,2,540
numberless,2,2,540
numb,2,2,540
nowadays,2,2,540
now's,2,2,540
novices,2,2,540
nourishment,2,2,540
nouns,2,1,540
notoriously,2,1,540
notify,2,2,540
nosegays,2,2,540
norfolk's,2,2,540
nook,2,2,540
noiseless,2,2,540
noised,2,2,540
nodding,2,2,540
nodded,2,1,540
noblemen,2,2,540
noble-minded,2,2,540
nob,2,2,540
nit,2,2,540
nips,2,2,540
nipple,2,2,540
nipping,2,2,540
ninus,2,1,540
ninescore,2,2,540
nimble-footed,2,2,540
nill,2,2,540
nightingales,2,2,540
nighted,2,2,540
nicanor,2,1,540
nibbling,2,2,540
new-healed,2,2,540
new-delivered,2,2,540
new-crowned,2,2,540
new-come,2,2,540
nettled,2,2,540
nets,2,2,540
netherstocks,2,2,540
nests,2,2,540
nessus,2,2,540
nemean,2,2,540
neighs,2,2,540
neighborly,2,2,540
negotiate,2,2,540
nedar's,2,1,540
nectar,2,2,540
nearness,2,1,540
neaf,2,2,540
nation's,2,2,540
nasty,2,2,540
naso,2,1,540
narrowly,2,2,540
napping,2,2,540
nag,2,2,540
myrtle,2,2,540
muzzled,2,2,540
muttons,2,2,540
mutines,2,2,540
mutability,2,2,540
muskroses,2,1,540
musics,2,2,540
muscovites,2,1,540
murderer's,2,2,540
munition,2,2,540
mumbling,2,2,540
multitudinous,2,2,540
mulmutius,2,1,540
muleteers,2,2,540
mulberry,2,2,540
mudded,2,1,540
mowing,2,2,540
movers,2,2,540
movable,2,1,540
mouthed,2,2,540
moustache,2,2,540
mousing,2,2,540
mourns,2,2,540
mourner,2,1,540
mountebanks,2,2,540
mountaineer,2,1,540
moth,2,2,540
mortifying,2,2,540
morocco,2,1,540
mopsa,2,1,540
mope,2,2,540
monthly,2,2,540
month's,2,2,540
montague's,2,1,540
money's,2,2,540
monarch's,2,2,540
molest,2,2,540
moles,2,2,540
moistened,2,2,540
module,2,2,540
modo,2,1,540
modesties,2,2,540
moderately,2,2,540
mockwater,2,1,540
mockvater,2,1,540
mockers,2,2,540
mistress's,2,2,540
mistempered,2,2,540
mista'en,2,2,540
mist,2,2,540
misprized,2,1,540
misleader,2,2,540
mislead,2,2,540
mishaps,2,2,540
mishap,2,2,540
misfortune's,2,2,540
misconstrued,2,2,540
misconstrue,2,2,540
mischievous,2,2,540
miscall,2,2,540
misadventure,2,1,540
miry,2,2,540
mirrors,2,2,540
minx,2,2,540
minstrelsy,2,2,540
mingling,2,2,540
minerva,2,2,540
mindless,2,2,540
minding,2,2,540
mills,2,2,540
milliner,2,2,540
miller,2,2,540
milks,2,2,540
mildest,2,2,540
milch-kine,2,2,540
midday,2,2,540
mid,2,2,540
michaelmas,2,2,540
mexico,2,1,540
meter,2,2,540
mete,2,2,540
metamorphosed,2,1,540
metals,2,2,540
messaline,2,1,540
messages,2,2,540
meseemeth,2,2,540
merlin,2,2,540
mentioned,2,2,540
mention,2,2,540
mends,2,2,540
mending,2,2,540
menaced,2,1,540
memorial,2,1,540
mellowed,2,2,540
mell,2,2,540
meiny,2,2,540
meetings,2,2,540
meeter,2,2,540
meditate,2,2,540
medicinable,2,2,540
mediation,2,2,540
media,2,1,540
medea,2,2,540
meddler,2,2,540
measureless,2,2,540
meadows,2,2,540
mazard,2,2,540
maws,2,2,540
maul,2,2,540
matchless,2,2,540
masterless,2,2,540
massacres,2,2,540
mason,2,1,540
marys,2,2,540
mary's,2,2,540
marvelously,2,2,540
marvellous,2,2,540
martlet,2,2,540
marshal's,2,2,540
marseilles,2,1,540
marrows,2,1,540
marriages,2,2,540
marketable,2,2,540
market-place,2,2,540
mariana's,2,1,540
mares,2,1,540
maps,2,2,540
many-colored,2,2,540
manured,2,2,540
mans,2,2,540
manifests,2,2,540
manhoods,2,2,540
mangle,2,2,540
manfully,2,2,540
mane,2,2,540
mandrake,2,1,540
mandragora,2,2,540
managing,2,2,540
manager,2,2,540
managed,2,2,540
man-at-arms,2,2,540
malt-worms,2,2,540
malt-horse,2,2,540
males,2,2,540
malefactors,2,2,540
malcontents,2,2,540
makers,2,2,540
make-a,2,1,540
mail,2,2,540
maidhood,2,2,540
maidenly,2,2,540
maidenhood,2,2,540
mahu,2,1,540
magnificent,2,1,540
maggots,2,1,540
maggot,2,2,540
mads,2,2,540
madams,2,2,540
lying'st,2,2,540
lydia,2,1,540
lustrous,2,2,540
lustihood,2,2,540
luscious,2,2,540
lurked,2,2,540
lure,2,2,540
lupercal,2,1,540
lunes,2,2,540
lunatics,2,1,540
lulled,2,2,540
lukewarm,2,2,540
lug,2,2,540
lucre,2,2,540
luckless,2,1,540
luciana,2,1,540
lubber's,2,2,540
lowing,2,2,540
lovesick,2,2,540
lovelier,2,2,540
love-in-idleness,2,2,540
louvre,2,2,540
louse,2,2,540
lorraine,2,1,540
lordings,2,2,540
loosely,2,1,540
loose-bodied,2,1,540
loop,2,2,540
looking-glass,2,2,540
looked'st,2,2,540
long-tongued,2,2,540
lonely,2,2,540
loneliness,2,2,540
logic,2,2,540
loggerhead,2,2,540
lodgers,2,2,540
local,2,2,540
lob,2,2,540
loathing,2,2,540
lizards,2,2,540
livia,2,2,540
livelong,2,2,540
livelihood,2,2,540
liquors,2,2,540
links,2,2,540
lining,2,2,540
linguist,2,2,540
lineament,2,2,540
lincoln,2,2,540
limping,2,2,540
limitation,2,2,540
lily-livered,2,2,540
lilies,2,2,540
likings,2,2,540
liker,2,2,540
likeliest,2,2,540
lightest,2,2,540
lighter,2,2,540
lifting,2,2,540
lieutenantry,2,2,540
lien,2,2,540
liegemen,2,2,540
liegeman,2,2,540
liege's,2,2,540
lid,2,2,540
lewdness,2,2,540
lewdly,2,2,540
levying,2,2,540
leviathan,2,2,540
lestrale,2,1,540
lessons,2,1,540
lessens,2,2,540
lessen,2,2,540
leonati,2,1,540
lengthen,2,2,540
lendings,2,2,540
lending,2,2,540
lender,2,2,540
lena,2,1,540
leisures,2,2,540
leisurely,2,2,540
lees,2,2,540
leavening,2,1,540
leaven,2,2,540
leasing,2,2,540
lear's,2,1,540
leaps,2,2,540
leaping,2,2,540
leaned,2,2,540
lean-faced,2,2,540
leaky,2,2,540
leagued,2,2,540
leaders,2,2,540
lazars,2,2,540
lazar,2,2,540
lawyer's,2,2,540
lawn,2,2,540
lawfully,2,2,540
law's,2,2,540
laundress,2,1,540
launched,2,2,540
laudable,2,2,540
lattice,2,2,540
later,2,2,540
lated,2,2,540
lasted,2,2,540
larums,2,2,540
lards,2,2,540
lapsed,2,2,540
lapse,2,2,540
laps,2,2,540
lapped,2,2,540
lank,2,2,540
languishes,2,2,540
lanes,2,2,540
lane's,2,2,540
landlord,2,2,540
lammas,2,1,540
lamentably,2,2,540
lamed,2,2,540
lakin,2,2,540
lading,2,2,540
lacedaemon,2,1,540
labyrinth,2,2,540
laborsome,2,2,540
laborer,2,2,540
labor's,2,2,540
label,2,2,540
knowingly,2,2,540
knower,2,1,540
knotty,2,2,540
knotted,2,2,540
kneading,2,2,540
knapped,2,2,540
knacks,2,2,540
knack,2,2,540
kitchens,2,2,540
kinged,2,2,540
kindling,2,2,540
kiln-hole,2,2,540
killingworth,2,1,540
kibes,2,2,540
kibe,2,2,540
kernels,2,2,540
kentish,2,1,540
kendal,2,1,540
keech,2,2,540
kates,2,1,540
jutty,2,2,540
justicer,2,2,540
jury,2,2,540
jurisdiction,2,2,540
junius,2,2,540
july,2,2,540
jude,2,1,540
judas's,2,1,540
joyous,2,2,540
joyless,2,2,540
joy's,2,2,540
jowl,2,2,540
journey's,2,2,540
journal,2,2,540
jourdain,2,1,540
jordan,2,2,540
jointed,2,1,540
joins,2,2,540
jog,2,1,540
job,2,2,540
jill,2,2,540
jewish,2,1,540
jeweller,2,2,540
jesters,2,2,540
jeshu,2,2,540
jerkins,2,1,540
jaundice,2,2,540
jasons,2,1,540
janus,2,2,540
january,2,2,540
jangling,2,2,540
jane,2,2,540
jailor,2,2,540
jade's,2,2,540
jacques,2,1,540
jackanape,2,1,540
jack-a-lent,2,1,540
ithaca,2,2,540
iteration,2,2,540
itching,2,1,540
itches,2,2,540
isles,2,2,540
isbels,2,1,540
isbel,2,1,540
irishman,2,2,540
ipswich,2,1,540
inwards,2,2,540
investments,2,2,540
invert,2,2,540
inventions,2,1,540
invented,2,2,540
invades,2,1,540
invade,2,2,540
intruder,2,2,540
intrude,2,2,540
intestine,2,2,540
interrogatories,2,2,540
interprets,2,2,540
interpreters,2,2,540
interpreted,2,2,540
interpose,2,2,540
intermingle,2,2,540
interchanging,2,2,540
inter'gatories,2,2,540
intention,2,2,540
intending,2,2,540
intemperate,2,2,540
intemperance,2,2,540
intelligencer,2,2,540
intellectual,2,2,540
insufficiency,2,2,540
institute,2,2,540
instalment,2,2,540
inspire,2,2,540
inspiration,2,2,540
insociable,2,1,540
insert,2,2,540
inseparable,2,2,540
inquisitive,2,1,540
inquisition,2,2,540
inordinate,2,2,540
inmost,2,2,540
inkling,2,2,540
injunctions,2,2,540
inhibited,2,2,540
inherits,2,2,540
inhabitants,2,2,540
ingredient,2,2,540
ingredience,2,1,540
infusion,2,2,540
infringed,2,2,540
information,2,2,540
influences,2,2,540
inflaming,2,2,540
infidels,2,2,540
infamous,2,2,540
infallibly,2,2,540
inexorable,2,2,540
inestimable,2,2,540
indulgence,2,2,540
induction,2,2,540
indistinct,2,2,540
indisposed,2,2,540
indiscretion,2,2,540
indiscreet,2,2,540
indirection,2,2,540
indigested,2,2,540
indifferency,2,2,540
indenture,2,2,540
indent,2,1,540
indebted,2,2,540
incursions,2,2,540
incredulous,2,2,540
incony,2,1,540
inconsiderate,2,2,540
inclusive,2,2,540
includes,2,2,540
incest,2,2,540
incarnate,2,2,540
inaccessible,2,2,540
improvident,2,2,540
impostume,2,2,540
impostor,2,2,540
importunacy,2,2,540
implored,2,2,540
implements,2,2,540
impertinent,2,2,540
imperfection,2,2,540
impeachment,2,2,540
impair,2,2,540
imbrue,2,2,540
illustrate,2,1,540
illusions,2,2,540
illegitimate,2,2,540
ill-tempered,2,1,540
ill-disposed,2,2,540
ill-boding,2,2,540
idiots,2,2,540
idea,2,2,540
icicle,2,2,540
iceland,2,1,540
hyrcanian,2,2,540
hyperbolical,2,2,540
hyperboles,2,2,540
hymns,2,2,540
hybla,2,2,540
huswives,2,2,540
huswifery,2,2,540
hurries,2,2,540
hurled,2,1,540
hungerford,2,2,540
hunger-starved,2,2,540
hums,2,1,540
humoured,2,2,540
humidity,2,2,540
hume's,2,1,540
humblest,2,2,540
humanely,2,2,540
hull,2,2,540
hugged,2,2,540
hubert's,2,1,540
how's,2,2,540
houseless,2,1,540
housekeeper,2,2,540
households,2,1,540
household's,2,2,540
hourglass,2,2,540
hottest,2,2,540
hot-blooded,2,2,540
hosts,2,2,540
hostilius,2,2,540
hostage,2,2,540
hortensio's,2,1,540
horsemanship,2,2,540
horridly,2,1,540
horner,2,1,540
hopkins,2,1,540
hoped-for,2,1,540
hop'st,2,2,540
hooting,2,2,540
hooted,2,2,540
hoops,2,2,540
hooks,2,2,540
hoof,2,2,540
hooded,2,2,540
honeysuckle,2,2,540
honeyseed,2,1,540
honey-sweet,2,2,540
homes,2,2,540
holofernes,2,1,540
hollowly,2,2,540
holloed,2,2,540
hollander,2,1,540
holland,2,2,540
holier,2,2,540
holidam,2,2,540
hogs,2,2,540
hobnails,2,2,540
hobgoblin,2,2,540
hob,2,2,540
hoarding,2,2,540
hoarded,2,2,540
hitting,2,2,540
hitherwards,2,1,540
hist,2,1,540
hiren,2,1,540
hinges,2,2,540
hinge,2,2,540
hindmost,2,2,540
highways,2,2,540
high-born,2,2,540
hid'st,2,2,540
heyday,2,2,540
hews,2,2,540
hests,2,2,540
herrings,2,2,540
heroes,2,2,540
herod's,2,2,540
hermitage,2,2,540
heretics,2,2,540
heresies,2,2,540
herdsmen,2,2,540
herbert,2,1,540
herald's,2,2,540
henton,2,1,540
hemmed,2,2,540
helper,2,2,540
hello,2,2,540
hellhound,2,2,540
heifer,2,2,540
heedless,2,2,540
hedgehogs,2,2,540
hedged,2,2,540
hectors,2,2,540
heaving,2,2,540
heaves,2,2,540
heartburned,2,2,540
heart-strings,2,2,540
hearsed,2,2,540
hearkens,2,2,540
heaping,2,2,540
healthy,2,2,540
healing,2,2,540
healed,2,2,540
headpiece,2,2,540
hazarded,2,2,540
haunting,2,2,540
haunch,2,2,540
hating,2,2,540
hatfield,2,1,540
harts,2,1,540
harrow,2,2,540
harpy,2,2,540
harping,2,2,540
harmonious,2,2,540
harlot's,2,2,540
harken,2,2,540
harelip,2,2,540
hardiness,2,2,540
harbingers,2,2,540
hangmen,2,1,540
handsaw,2,2,540
handless,2,2,540
handful,2,2,540
handfast,2,2,540
handed,2,2,540
hams,2,2,540
hammered,2,2,540
halters,2,2,540
hallow,2,2,540
halidom,2,2,540
halfway,2,2,540
halberds,2,2,540
hailed,2,2,540
hacks,2,1,540
hacket,2,1,540
habited,2,2,540
gypsy,2,2,540
guns,2,1,540
gunner,2,2,540
guiltier,2,1,540
guilford,2,1,540
guileful,2,2,540
guildhall,2,1,540
guilders,2,1,540
guerdoned,2,2,540
guerdon,2,2,540
guardant,2,2,540
gualtier,2,1,540
grunt,2,2,540
grovel,2,1,540
grizzled,2,2,540
grisly,2,2,540
grise,2,2,540
gripes,2,2,540
grimly,2,2,540
grime,2,2,540
griffin,2,2,540
greenly,2,2,540
green-sickness,2,2,540
green-eyed,2,2,540
green-a,2,1,540
great-sized,2,1,540
great-bellied,2,2,540
graybeards,2,2,540
graved,2,2,540
grave-maker,2,1,540
grave's,2,2,540
grating,2,2,540
grated,2,2,540
grasps,2,1,540
grasp,2,2,540
granting,2,2,540
grandsires,2,2,540
grandsire's,2,2,540
grandfather's,2,1,540
grammar,2,2,540
gradation,2,2,540
governs,2,2,540
gouty,2,2,540
gossiping,2,2,540
gossip's,2,2,540
gorgon,2,2,540
gorged,2,2,540
gordian,2,2,540
goodyear,2,2,540
goodwin,2,1,540
goodwife,2,2,540
goodlier,2,2,540
good-year,2,1,540
gonzago,2,1,540
gondola,2,2,540
golgotha,2,2,540
gold's,2,2,540
godliness,2,2,540
goddesslike,2,2,540
goblin,2,2,540
goblet,2,2,540
gobbets,2,1,540
goaded,2,2,540
gnaws,2,2,540
gnawed,2,2,540
gnarling,2,2,540
gluttony,2,1,540
glutton,2,1,540
glued,2,2,540
glowworms,2,2,540
glowing,2,2,540
gloomy,2,2,540
glisters,2,2,540
glistering,2,2,540
glimpse,2,2,540
glimmer,2,2,540
glide,2,2,540
gleek,2,2,540
glazed,2,2,540
glares,2,2,540
girdled,2,2,540
gillyvors,2,1,540
giddily,2,2,540
gibing,2,2,540
gib,2,2,540
giant's,2,2,540
gett'st,2,2,540
gestures,2,2,540
germens,2,2,540
gentlewoman's,2,2,540
gentility,2,2,540
gems,2,2,540
geck,2,2,540
gazes,2,2,540
gazed,2,2,540
gawsey,2,1,540
gathering,2,2,540
garrisoned,2,2,540
garnish,2,2,540
garners,2,2,540
garish,2,2,540
gargrave,2,1,540
garboils,2,1,540
garbage,2,2,540
gapes,2,2,540
gaming,2,1,540
gallowglasses,2,2,540
galling,2,1,540
gallimaufry,2,2,540
gallian,2,2,540
gagged,2,1,540
gaged,2,2,540
gad,2,2,540
furthest,2,2,540
furthermore,2,2,540
furrow,2,2,540
furnace,2,2,540
furlongs,2,2,540
fur,2,2,540
fundamental,2,2,540
fumes,2,2,540
fuller,2,2,540
full-fraught,2,2,540
fruitfully,2,2,540
frugal,2,2,540
fronting,2,2,540
frontier,2,2,540
frolic,2,2,540
frog,2,2,540
frighting,2,2,540
frightful,2,2,540
fridays,2,2,540
freshness,2,2,540
frequent,2,2,540
frenchwoman,2,2,540
freightage,2,2,540
freezes,2,2,540
freckled,2,2,540
franked,2,1,540
francisco,2,2,540
frailties,2,2,540
fractions,2,2,540
fracted,2,2,540
foxes,2,2,540
foutre,2,1,540
four-and-twenty,2,2,540
fountains,2,2,540
fount,2,2,540
foundered,2,2,540
founded,2,2,540
foulest,2,2,540
foul-mouthed,2,2,540
foul'st,2,2,540
forts,2,2,540
forswearing,2,2,540
forspent,2,2,540
formless,2,2,540
formally,2,2,540
forgery,2,2,540
forgeries,2,2,540
forgave,2,2,540
forfeiting,2,2,540
forewarned,2,1,540
forevermore,2,2,540
forests,2,2,540
forespent,2,2,540
forenoon,2,2,540
foreknowing,2,2,540
foregone,2,2,540
forefinger,2,2,540
fordone,2,2,540
fordoes,2,2,540
forcibly,2,2,540
footpath,2,2,540
footfall,2,1,540
footcloth,2,1,540
footboys,2,2,540
footboy,2,2,540
football,2,2,540
foolhardy,2,2,540
font,2,2,540
folds,2,2,540
foix,2,1,540
foining,2,2,540
foin,2,2,540
foemen,2,2,540
foe's,2,2,540
focative,2,1,540
foamed,2,2,540
flux,2,1,540
flutes,2,1,540
flowered,2,2,540
flower-de-luces,2,1,540
flouts,2,2,540
florentines,2,1,540
floating,2,2,540
flinch,2,2,540
flights,2,2,540
flibbertigibbet,2,1,540
flexure,2,2,540
flexible,2,2,540
fleeter,2,2,540
fleer,2,2,540
flee,2,2,540
fledge,2,2,540
fleas,2,1,540
flaying,2,2,540
flatterer's,2,2,540
flask,2,2,540
flanders,2,2,540
flags,2,2,540
fivescore,2,1,540
five-and-thirty,2,2,540
fishmonger,2,1,540
fished,2,2,540
firmness,2,2,540
firk,2,1,540
fired,2,2,540
fire-eyed,2,2,540
fire's,2,2,540
fins,2,2,540
fingered,2,2,540
finder-out,2,2,540
finch,2,2,540
fin,2,1,540
filths,2,2,540
film,2,2,540
filching,2,2,540
figuring,2,2,540
fifty-five,2,2,540
fiend's,2,2,540
fiddlestick,2,2,540
fiddle,2,1,540
fewest,2,1,540
fetters,2,2,540
fet,2,2,540
festered,2,2,540
fester,2,2,540
fertility,2,2,540
fern,2,1,540
fens,2,2,540
felony,2,2,540
fells,2,2,540
fellest,2,2,540
felled,2,2,540
felicity,2,2,540
feeze,2,2,540
fedary,2,2,540
featly,2,2,540
feathered,2,2,540
favourite,2,2,540
favouring,2,2,540
favorer,2,2,540
fattest,2,2,540
fatted,2,2,540
fatherless,2,2,540
fastest,2,2,540
fashioning,2,2,540
fashionable,2,2,540
farthings,2,1,540
farewells,2,2,540
far'st,2,2,540
fantastically,2,2,540
fans,2,2,540
fanning,2,1,540
famously,2,2,540
familiars,2,2,540
fame's,2,2,540
falter,2,2,540
falser,2,2,540
faintness,2,2,540
fainted,2,2,540
faint-hearted,2,2,540
fadge,2,2,540
fabulous,2,2,540
fables,2,2,540
eyebrows,2,1,540
eye-offending,2,2,540
eye's,2,2,540
exult,2,2,540
extraordinarily,2,1,540
extracting,2,2,540
extorted,2,2,540
extinct,2,2,540
expulsion,2,2,540
expressing,2,2,540
exposing,2,2,540
expired,2,2,540
expertness,2,1,540
experiments,2,2,540
experiment,2,2,540
expenses,2,2,540
expectancy,2,2,540
exorcist,2,2,540
exit,2,1,540
exist,2,2,540
exhort,2,2,540
exhaled,2,2,540
exhale,2,2,540
exhalations,2,2,540
exhalation,2,2,540
executing,2,2,540
execrations,2,2,540
excommunicate,2,1,540
exclaimed,2,2,540
excitements,2,2,540
excite,2,2,540
exchanged,2,2,540
excelling,2,2,540
exceeded,2,2,540
ewer,2,2,540
evilly,2,2,540
ever-gentle,2,2,540
etna,2,2,540
ethiop,2,2,540
eterne,2,2,540
estranged,2,2,540
estimable,2,2,540
esquires,2,1,540
espies,2,2,540
espied,2,1,540
erroneous,2,2,540
erred,2,2,540
errands,2,2,540
erected,2,2,540
ercles,2,1,540
equivocation,2,2,540
equivocal,2,2,540
equalled,2,2,540
equality,2,2,540
epithets,2,2,540
epitaphs,2,2,540
epistles,2,1,540
epicurean,2,2,540
envying,2,2,540
envenom,2,2,540
envelop,2,2,540
entrenched,2,2,540
entombed,2,2,540
entomb,2,2,540
entitled,2,1,540
enticing,2,2,540
entice,2,2,540
entangled,2,2,540
ensued,2,2,540
ensigns,2,2,540
enrage,2,2,540
enquired,2,1,540
enlarged,2,2,540
enkindle,2,2,540
enjoin,2,2,540
enigma,2,2,540
engraved,2,2,540
engraffed,2,2,540
englutted,2,2,540
engirt,2,1,540
enginer,2,2,540
enforces,2,1,540
enfeebled,2,2,540
endurance,2,2,540
endowments,2,2,540
endings,2,2,540
endanger,2,2,540
encouragement,2,2,540
encount'ring,2,2,540
enchants,2,2,540
enchantment,2,2,540
enchafed,2,2,540
encamped,2,2,540
encaged,2,2,540
enacts,2,2,540
emulate,2,2,540
empties,2,2,540
emptier,2,2,540
employments,2,2,540
emphasis,2,2,540
embracing,2,2,540
embassies,2,2,540
embark,2,2,540
elf,2,2,540
eleventh,2,2,540
elegies,2,2,540
eleanor's,2,1,540
eld,2,2,540
elbow's,2,1,540
elbe,2,1,540
eightscore,2,1,540
eglantine,2,2,540
edmundsbury,2,1,540
edifice,2,2,540
edicts,2,2,540
edgeless,2,1,540
edged,2,2,540
eden,2,2,540
eclipsed,2,2,540
ebbing,2,1,540
ebbed,2,2,540
eaters,2,2,540
eater,2,2,540
easing,2,2,540
eas'ly,2,2,540
earns,2,2,540
dwindle,2,2,540
dwelt,2,2,540
dwell'st,2,1,540
dutiful,2,2,540
dutch,2,2,540
dusty,2,2,540
dungy,2,2,540
dunghills,2,2,540
dungeons,2,2,540
dung,2,2,540
dumbly,2,2,540
dully,2,2,540
dullard,2,2,540
duelled,2,1,540
duchy,2,1,540
dry-beat,2,1,540
drones,2,2,540
drone,2,2,540
drollery,2,2,540
drizzled,2,2,540
driving,2,2,540
drier,2,2,540
dreads,2,2,540
dreading,2,2,540
dreadfully,2,2,540
drawers,2,2,540
draughts,2,2,540
drank,2,2,540
dragon's,2,2,540
draff,2,2,540
drachmas,2,1,540
dowlas,2,1,540
dowers,2,1,540
dowerless,2,1,540
dovehouse,2,1,540
dout,2,2,540
dough,2,1,540
doubling,2,2,540
double-dealer,2,2,540
dooble,2,1,540
donned,2,2,540
doncaster,2,1,540
domitius,2,1,540
dominator,2,2,540
dolts,2,2,540
dolphin's,2,2,540
docks,2,2,540
divinest,2,2,540
divinely,2,2,540
divest,2,2,540
dives,2,2,540
diverted,2,2,540
divert,2,2,540
ditties,2,2,540
ditches,2,2,540
disturbers,2,2,540
distribution,2,2,540
distribute,2,2,540
distresses,2,2,540
distraught,2,2,540
distrained,2,2,540
distractions,2,2,540
distill,2,2,540
distil,2,2,540
dissuaded,2,2,540
dissolves,2,2,540
dissever,2,2,540
dissembler,2,2,540
dissembled,2,2,540
disputes,2,2,540
disproportioned,2,2,540
disproportion,2,2,540
dispraising,2,2,540
disposer,2,1,540
disport,2,2,540
displeasures,2,2,540
displeasing,2,2,540
displace,2,2,540
dispensation,2,2,540
disparagement,2,2,540
disparage,2,2,540
dismounted,2,2,540
dismount,2,2,540
dismission,2,2,540
dismember,2,2,540
dismantle,2,2,540
dismallest,2,1,540
disloyalty,2,2,540
disjoint,2,2,540
dishonestly,2,2,540
dishclout,2,2,540
disguising,2,2,540
disguises,2,2,540
disgracious,2,1,540
disfurnish,2,2,540
disfigured,2,2,540
disembark,2,2,540
discreetly,2,2,540
discredited,2,2,540
discoursed,2,2,540
disclaiming,2,2,540
disciplined,2,2,540
discase,2,2,540
disadvantage,2,2,540
disabled,2,2,540
disable,2,2,540
direst,2,2,540
directitude,2,1,540
diomedes,2,1,540
diomed's,2,1,540
dint,2,2,540
dinners,2,2,540
dinner's,2,1,540
dining,2,2,540
dines,2,2,540
diminutives,2,2,540
diminutive,2,2,540
diminution,2,2,540
diminish,2,2,540
dimension,2,1,540
dilatory,2,2,540
dilate,2,2,540
digression,2,2,540
digressing,2,2,540
digress,2,2,540
dignify,2,2,540
dignifies,2,2,540
digestions,2,2,540
diffused,2,2,540
diffuse,2,2,540
diffidence,2,2,540
difficulties,2,2,540
differ,2,2,540
dido's,2,2,540
dictynna,2,1,540
dials,2,2,540
dialect,2,2,540
dewlapped,2,2,540
devours,2,2,540
deucalion,2,2,540
detract,2,2,540
detests,2,2,540
detected,2,2,540
despising,2,2,540
despises,2,1,540
despairs,2,2,540
desist,2,2,540
deserver,2,2,540
desdemona's,2,1,540
describes,2,2,540
deracinate,2,2,540
deprive,2,2,540
depraved,2,2,540
dependent,2,1,540
dens,2,2,540
denounced,2,2,540
denials,2,2,540
demurely,2,2,540
demonstration,2,2,540
demi-devil,2,2,540
demean,2,2,540
demanding,2,2,540
delve,2,2,540
deluge,2,2,540
deluding,2,2,540
delectable,2,2,540
delaying,2,2,540
delabreth,2,1,540
degraded,2,2,540
defiles,2,2,540
deficient,2,2,540
defer,2,2,540
defensive,2,2,540
defensible,2,2,540
defends,2,2,540
defending,2,2,540
defender,2,2,540
defeatures,2,1,540
deer's,2,2,540
deemed,2,2,540
dedicates,2,2,540
dedicated,2,2,540
decrepit,2,2,540
