TCP,text_name,component0,component1
A22383,A22383.headed.txt,-2.759627995,-3.136685527
A22385,A22385.headed.txt,5.04303879,-0.216699547
A22386,A22386.headed.txt,4.888062235,-0.155035277
A22387,A22387.headed.txt,4.431644772,-0.652244075
A22388,A22388.headed.txt,1.755714548,-0.175742321
A22389,A22389.headed.txt,3.981266446,0.669977523
A22390,A22390.headed.txt,3.743017581,0.530908718
A22391,A22391.headed.txt,3.265070591,-0.835366266
A22392,A22392.headed.txt,3.274159221,-2.582210979
A22393,A22393.headed.txt,0.074878005,-0.629593506
A22394,A22394.headed.txt,0.770501815,-1.315192318
A22395,A22395.headed.txt,4.244003003,-0.543846431
A22396,A22396.headed.txt,1.727559919,-0.658107044
A22400,A22400.headed.txt,3.356189066,-0.642886868
A22401,A22401.headed.txt,4.625046904,-2.433311966
A22404,A22404.headed.txt,4.408269324,0.532600199
A22406,A22406.headed.txt,2.517875044,-0.04999094
A22408,A22408.headed.txt,4.580224618,1.411398138
A22409,A22409.headed.txt,4.539007156,1.358293035
A22410,A22410.headed.txt,4.237082318,1.17809416
A22412,A22412.headed.txt,4.072087685,1.294496251
A22413,A22413.headed.txt,3.743429359,0.114359997
A22415,A22415.headed.txt,0.91703735,-1.262048348
A22416,A22416.headed.txt,2.969761073,-1.439434473
A22417,A22417.headed.txt,4.949667838,-1.496536217
A22418,A22418.headed.txt,1.492907545,-0.157874096
A22419,A22419.headed.txt,3.806677703,-1.46232671
A22420,A22420.headed.txt,3.901817636,-0.394931942
A22421,A22421.headed.txt,-0.930168924,-7.214011753
A22422,A22422.headed.txt,-2.369171328,0.554473555
A22423,A22423.headed.txt,1.465594895,-2.296116316
A22424,A22424.headed.txt,4.598290408,-1.432540143
A22425,A22425.headed.txt,2.44948678,-1.717500644
A22426,A22426.headed.txt,2.433959212,0.757489335
A22427,A22427.headed.txt,1.835108118,-0.838938175
A22428,A22428.headed.txt,-1.044537764,-1.517852097
A22429,A22429.headed.txt,1.962567846,-0.26446894
A22430,A22430.headed.txt,2.076526334,0.115802223
A22431,A22431.headed.txt,1.692939319,0.051403345
A22432,A22432.headed.txt,3.121865302,-0.613121835
A22435,A22435.headed.txt,1.636983158,-0.294695611
A22436,A22436.headed.txt,0.268393277,-1.069253987
A22437,A22437.headed.txt,2.751817449,-0.643107229
A22438,A22438.headed.txt,2.255588054,0.470454337
A22439,A22439.headed.txt,0.121568968,-1.201991065
A22440,A22440.headed.txt,1.8508389,-0.963129043
A22441,A22441.headed.txt,1.61199751,-1.306767664
A22442,A22442.headed.txt,-0.304656806,1.275191522
A22444,A22444.headed.txt,3.310138156,0.328186985
A22447,A22447.headed.txt,2.099522141,-0.659450118
A22450,A22450.headed.txt,3.944733319,-2.019949973
A22451,A22451.headed.txt,2.86647671,-1.574668297
A22452,A22452.headed.txt,0.138908341,1.20115783
A22453,A22453.headed.txt,3.502368009,-1.391599865
A22455,A22455.headed.txt,2.499282871,-1.657099079
A22457,A22457.headed.txt,2.788437973,-0.342904952
A22458,A22458.headed.txt,6.887276923,0.41750871
A22459,A22459.headed.txt,2.694257339,0.118840437
A22460,A22460.headed.txt,4.046413823,-0.745744142
A22461,A22461.headed.txt,3.562131918,-0.776815532
A22462,A22462.headed.txt,-0.958958847,1.198030722
A22465,A22465.headed.txt,1.786279812,-0.377960631
A22467,A22467.headed.txt,3.636099372,0.136036318
A22468,A22468.headed.txt,4.44198239,0.54047576
A22469,A22469.headed.txt,2.35902785,-0.749271343
A22472,A22472.headed.txt,1.995723702,-0.601452572
A22474,A22474.headed.txt,1.973023815,-1.043212416
A22475,A22475.headed.txt,2.616932678,0.758089046
A22476,A22476.headed.txt,2.725639437,0.830272475
A22477,A22477.headed.txt,3.6406169,-1.104155483
A22479,A22479.headed.txt,0.738687898,-0.471218923
A22481,A22481.headed.txt,0.950244719,0.404549629
A22482,A22482.headed.txt,-0.449638027,-1.131495157
A22484,A22484.headed.txt,3.61661284,-1.747363316
A22485,A22485.headed.txt,4.948129676,-2.361208222
A22488,A22488.headed.txt,1.23267818,-1.753965251
A22489,A22489.headed.txt,3.897972858,0.035592404
A22492,A22492.headed.txt,2.668013657,-1.414477862
A22493,A22493.headed.txt,2.533432498,0.278420511
A22494,A22494.headed.txt,1.907098349,-0.285723618
A22497,A22497.headed.txt,2.713091127,-0.25936703
A22498,A22498.headed.txt,5.724747215,-1.428512304
A22500,A22500.headed.txt,3.697286035,0.436608758
A22501,A22501.headed.txt,2.214852093,-0.016035449
A22502,A22502.headed.txt,2.470628723,-1.269478332
A22505,A22505.headed.txt,3.63746495,1.136002884
A22507,A22507.headed.txt,0.715778028,-0.127177828
A22508,A22508.headed.txt,2.084378005,-1.3836544
A22509,A22509.headed.txt,1.674367227,1.137961491
A22510,A22510.headed.txt,3.395782106,1.280821193
A22512,A22512.headed.txt,2.595880788,-0.459563745
A22514,A22514.headed.txt,3.457620985,-0.771071205
A22519,A22519.headed.txt,4.419392787,1.370956649
A22520,A22520.headed.txt,2.605514335,-0.324569023
A22523,A22523.headed.txt,3.437364587,0.062210663
A22528,A22528.headed.txt,4.062260492,0.141467103
A22529,A22529.headed.txt,4.367997436,0.045648437
A22530,A22530.headed.txt,0.920229046,-1.262823084
A22532,A22532.headed.txt,-0.371307879,-1.894803327
A22534,A22534.headed.txt,2.96301244,-0.169793117
A22535,A22535.headed.txt,3.149758321,-0.290607124
A22536,A22536.headed.txt,2.350389791,-2.131990457
A22537,A22537.headed.txt,1.873024345,0.257095711
A22538,A22538.headed.txt,3.628958941,0.621426134
A22539,A22539.headed.txt,3.10997442,-0.591634643
A22541,A22541.headed.txt,3.565078691,-0.268685928
A22543,A22543.headed.txt,4.903142385,0.58272853
A22544,A22544.headed.txt,4.410168432,1.067541679
A22545,A22545.headed.txt,1.972187482,-1.77397348
A22547,A22547.headed.txt,2.485048541,-1.496043636
A22551,A22551.headed.txt,2.364879668,-1.115499084
A22554,A22554.headed.txt,2.031311898,-1.770124143
A22555,A22555.headed.txt,-0.602110215,-2.009685821
A22558,A22558.headed.txt,5.72046048,-1.026049114
A22559,A22559.headed.txt,-0.550831133,0.769956405
A22560,A22560.headed.txt,-3.826493118,1.585569494
A22562,A22562.headed.txt,0.09722941,1.072314231
A22563,A22563.headed.txt,-4.314951711,-6.200688552
A22565,A22565.headed.txt,3.6756313,0.914339493
A22567,A22567.headed.txt,4.219753477,-0.494445081
A22571,A22571.headed.txt,3.757826099,-0.42431065
A22572,A22572.headed.txt,4.150287581,0.58718503
A22573,A22573.headed.txt,2.856182174,-1.951333681
A22574,A22574.headed.txt,1.833491519,-1.219939024
A22577,A22577.headed.txt,4.553462355,0.331410977
A22578,A22578.headed.txt,3.453364474,-0.173348304
A22579,A22579.headed.txt,1.801838286,-0.902175508
A22581,A22581.headed.txt,2.705978207,-0.034900613
A22582,A22582.headed.txt,0.83085956,-0.230439959
A22583,A22583.headed.txt,1.955836194,-0.823197735
A22584,A22584.headed.txt,-3.317789107,1.062375687
A22586,A22586.headed.txt,4.183674805,-0.375997382
A22587,A22587.headed.txt,1.832618675,0.017862597
A22588,A22588.headed.txt,5.424653313,-1.4486566
A22590,A22590.headed.txt,-1.513705958,-0.044355791
A22591,A22591.headed.txt,3.915147539,0.583842173
A22593,A22593.headed.txt,2.603701872,0.20787879
A22597,A22597.headed.txt,1.058518545,-0.835838388
A22598,A22598.headed.txt,-2.937016739,2.995428146
A22602,A22602.headed.txt,0.799132219,-1.092709397
A22603,A22603.headed.txt,3.09537083,-1.030877861
A22604,A22604.headed.txt,1.160064482,0.09511983
A22605,A22605.headed.txt,5.889647688,-0.035198049
A22606,A22606.headed.txt,2.688778414,0.951333716
A22608,A22608.headed.txt,-2.216030181,2.124518259
A22609,A22609.headed.txt,4.774177579,-0.11561549
A22610,A22610.headed.txt,1.587849153,-0.443461726
A22612,A22612.headed.txt,3.586131384,1.917532533
A22616,A22616.headed.txt,3.947821373,-0.743020734
A22618,A22618.headed.txt,2.60879223,0.357706527
A22622,A22622.headed.txt,-3.884511975,1.582055192
A22627,A22627.headed.txt,-1.136895359,1.40547484
A22629,A22629.headed.txt,4.139880139,-1.631150617
A22632,A22632.headed.txt,3.720480042,-1.475789075
A22634,A22634.headed.txt,1.554358342,0.402979459
A22641,A22641.headed.txt,-0.071980872,0.107026316
A22642,A22642.headed.txt,2.403955972,-1.51385232
A22646,A22646.headed.txt,3.753601605,-1.128693458
A22647,A22647.headed.txt,5.20606927,-0.307113815
A22650,A22650.headed.txt,4.126512441,-0.629277741
A22651,A22651.headed.txt,4.345157273,-0.113250155
A22653,A22653.headed.txt,4.221658101,-0.475770524
A22655,A22655.headed.txt,5.995505487,0.967930755
A22656,A22656.headed.txt,2.976906145,1.257040394
A22657,A22657.headed.txt,0.860004996,-1.395046902
A22658,A22658.headed.txt,0.848628265,-1.300300935
A22659,A22659.headed.txt,2.942315966,-0.391975579
A22660,A22660.headed.txt,2.689471438,1.318464043
A22662,A22662.headed.txt,1.760946979,0.923324537
A22663,A22663.headed.txt,-0.485564319,1.296328964
A22664,A22664.headed.txt,-0.471828147,1.927762275
A22665,A22665.headed.txt,3.734925444,0.20479319
A22667,A22667.headed.txt,0.098321123,-1.804100376
A22668,A22668.headed.txt,1.833979398,-0.850207884
A22670,A22670.headed.txt,2.773861482,-2.343988076
A22671,A22671.headed.txt,3.137210716,-1.516204673
A22675,A22675.headed.txt,2.711943243,0.769544683
A22681,A22681.headed.txt,-4.87864556,-2.873264563
A22683,A22683.headed.txt,0.766775869,1.076665231
A22686,A22686.headed.txt,1.219934278,2.598073219
A22687,A22687.headed.txt,-1.996129943,-2.286613295
A22690,A22690.headed.txt,2.766461509,-0.703994484
A22691,A22691.headed.txt,2.234146649,-0.675814298
A22692,A22692.headed.txt,-0.951131193,-4.788512385
A22693,A22693.headed.txt,-5.471682233,-4.642781072
A22694,A22694.headed.txt,1.065807329,-6.70209408
A22695,A22695.headed.txt,1.38097581,-5.222411234
A22696,A22696.headed.txt,2.211654474,0.896482187
A22698,A22698.headed.txt,2.242963191,-0.955089486
A22699,A22699.headed.txt,-1.263133333,-7.052629388
A22700,A22700.headed.txt,-1.608987916,-2.237113176
A22701,A22701.headed.txt,2.11170843,1.726761718
A22702,A22702.headed.txt,1.971302676,2.394170098
A22703,A22703.headed.txt,-1.025192999,-2.725602884
A22705,A22705.headed.txt,2.94651872,-0.699448386
A22706,A22706.headed.txt,4.11297061,-0.924966892
A22708,A22708.headed.txt,4.58799537,-2.289419569
A22709,A22709.headed.txt,5.130503953,-1.978287797
A22714,A22714.headed.txt,-1.117233806,-4.960488209
A22719,A22719.headed.txt,1.662757729,-0.33999162
A22722,A22722.headed.txt,-0.43087117,1.018382421
A22723,A22723.headed.txt,-0.325360956,2.365945261
A22727,A22727.headed.txt,2.122010887,2.021728713
A22730,A22730.headed.txt,4.205559677,-0.476457804
A22733,A22733.headed.txt,5.572661065,-0.10009608
A22743,A22743.headed.txt,0.721067494,2.099087898
A22748,A22748.headed.txt,0.270046054,-3.426772051
A22749,A22749.headed.txt,3.213514646,-0.552219432
A22757,A22757.headed.txt,2.334753865,1.528944446
A22766,A22766.headed.txt,0.254613135,-0.219368347
A22778,A22778.headed.txt,-1.28920349,-3.576604671
A22779,A22779.headed.txt,1.921719503,-0.45187457
A22780,A22780.headed.txt,1.556465382,-0.262957963
A22795,A22795.headed.txt,0.171219399,-11.19126278
A22800,A22800.headed.txt,2.12816066,-23.42459876
A22801,A22801.headed.txt,2.566522562,-24.09277926
A22823,A22823.headed.txt,-1.560599435,2.942824871
A22826,A22826.headed.txt,1.584174361,0.849958178
A22827,A22827.headed.txt,0.762703856,0.820462787
A22828,A22828.headed.txt,0.940296188,0.44873261
A22830,A22830.headed.txt,1.487769993,-0.441913676
A22832,A22832.headed.txt,2.941359816,0.88252004
A22836,A22836.headed.txt,0.095112898,-1.460156691
A22838,A22838.headed.txt,-1.104060662,2.65708459
A22840,A22840.headed.txt,1.793296381,-1.311966334
A22841,A22841.headed.txt,1.67009402,-0.886219101
A22842,A22842.headed.txt,0.977448252,-4.681084417
A22843,A22843.headed.txt,-0.581192701,-3.392341616
A22844,A22844.headed.txt,1.71999527,-1.393033878
A22848,A22848.headed.txt,-0.228123247,-3.175324999
A22853,A22853.headed.txt,-0.639553522,3.272211375
A22857,A22857.headed.txt,2.140091074,-0.156005926
A22871,A22871.headed.txt,-1.098266494,3.23507943
A22881,A22881.headed.txt,1.411406654,-0.312794915
A22897,A22897.headed.txt,0.450676512,0.495091103
A22910,A22910.headed.txt,-0.820305505,-1.31203175
A22928,A22928.headed.txt,-2.180822601,-0.907225527
A22946,A22946.headed.txt,3.96448827,-1.351612681
A22975,A22975.headed.txt,0.167748107,-1.080086749
A22983,A22983.headed.txt,-1.627470573,-6.166520928
A22992,A22992.headed.txt,3.074503382,-0.727790838
A22993,A22993.headed.txt,3.106768499,-0.677136075
A23000,A23000.headed.txt,3.631554898,-1.153131762
A23013,A23013.headed.txt,4.262845149,-0.867506915
A23017,A23017.headed.txt,3.615797965,-0.589284294
A23060,A23060.headed.txt,1.711469987,1.972018788
A23061,A23061.headed.txt,-1.364589025,-3.383369256
A23077,A23077.headed.txt,6.151626103,-0.829120674
A23086,A23086.headed.txt,0.280264582,-2.27214731
A23100,A23100.headed.txt,-0.972324222,2.629333691
A23117,A23117.headed.txt,0.970541227,-1.19813893
A23123,A23123.headed.txt,3.553142956,-16.91735742
A23127,A23127.headed.txt,1.019164347,2.5013334
A23187,A23187.headed.txt,-0.508149435,1.193981574
A23217,A23217.headed.txt,-0.509572035,1.400181396
A23236,A23236.headed.txt,1.819774969,-9.109320671
A23239,A23239.headed.txt,-4.537301942,2.055019604
A23268,A23268.headed.txt,-3.112280362,2.178773409
A23279,A23279.headed.txt,-1.093866034,-0.140026249
A23301,A23301.headed.txt,-1.72437168,-0.137769913
A23334,A23334.headed.txt,-0.344408336,1.097112025
A23335,A23335.headed.txt,-1.389809265,0.960938346
A23344,A23344.headed.txt,-1.753266994,1.735208213
A23370,A23370.headed.txt,-4.284980478,1.405061756
A23374,A23374.headed.txt,1.742865906,-10.16575229
A23383,A23383.headed.txt,-2.836482371,1.521046953
A23393,A23393.headed.txt,2.360699633,-9.532566623
A23406,A23406.headed.txt,-0.034327184,2.331580599
A23433,A23433.headed.txt,-1.08616185,3.349708945
A23434,A23434.headed.txt,1.729767062,-11.18311504
A23445,A23445.headed.txt,1.600979152,-9.226134059
A23454,A23454.headed.txt,-0.796306519,0.172782251
A23464,A23464.headed.txt,-0.576896423,-1.533493174
A23476,A23476.headed.txt,-2.902161843,-0.424580823
A23484,A23484.headed.txt,2.004433583,-11.23927845
A23485,A23485.headed.txt,2.073688839,-10.41130572
A23489,A23489.headed.txt,-3.721650104,1.016962166
A23512,A23512.headed.txt,-3.652075798,-0.616733796
A23539,A23539.headed.txt,-0.389137446,2.322081732
A23550,A23550.headed.txt,-2.623344757,-0.010860139
A23561,A23561.headed.txt,-0.523685362,-1.290645339
A23563,A23563.headed.txt,-0.684567896,1.085306419
A23570,A23570.headed.txt,1.679216035,-1.096053524
A23572,A23572.headed.txt,0.278796395,0.182524766
A23573,A23573.headed.txt,-2.125500144,-1.043665958
A23575,A23575.headed.txt,1.012010559,0.668478152
A23576,A23576.headed.txt,-1.425356577,-0.544968814
A23577,A23577.headed.txt,1.348723377,-4.229747951
A23580,A23580.headed.txt,0.213871913,-4.106072743
A23586,A23586.headed.txt,-1.04947929,0.409733331
A23587,A23587.headed.txt,-2.241313091,-0.21837977
A23588,A23588.headed.txt,-2.185039532,-0.196399779
A23590,A23590.headed.txt,-2.054126302,0.412880085
A23591,A23591.headed.txt,-2.171919464,0.360580431
A23592,A23592.headed.txt,-1.394451981,0.348826403
A23597,A23597.headed.txt,0.501717214,2.357676079
A23600,A23600.headed.txt,-0.313921955,0.390893592
A23601,A23601.headed.txt,0.260179765,2.223116216
A23605,A23605.headed.txt,-4.311851019,2.281968493
A23606,A23606.headed.txt,-0.336750956,0.928341525
A23607,A23607.headed.txt,0.632641017,-0.690118408
A23609,A23609.headed.txt,2.244198915,-3.605841884
A23610,A23610.headed.txt,-0.222346043,1.076318875
A23611,A23611.headed.txt,1.658645963,0.661927633
A23622,A23622.headed.txt,-1.326349874,2.553166969
A23626,A23626.headed.txt,-0.10548519,1.985864695
A23627,A23627.headed.txt,-3.844085324,-1.814715658
A23629,A23629.headed.txt,1.774097927,-6.797609249
A23630,A23630.headed.txt,-3.301352708,-1.517322419
A23631,A23631.headed.txt,1.896491599,0.340945815
A23632,A23632.headed.txt,-2.672951881,1.977912112
A23634,A23634.headed.txt,1.305101976,1.314094156
A23635,A23635.headed.txt,2.049618096,1.280158841
A23636,A23636.headed.txt,1.986490995,0.884252785
A23637,A23637.headed.txt,0.452623686,2.189682102
A23638,A23638.headed.txt,-0.017174721,-0.396114565
A23639,A23639.headed.txt,-2.511498636,1.9026369
A23640,A23640.headed.txt,1.099866696,1.970061318
A23641,A23641.headed.txt,3.16063874,-0.137453698
A23642,A23642.headed.txt,-0.073202758,2.119647037
A23644,A23644.headed.txt,0.432077735,1.029665311
A23645,A23645.headed.txt,0.887838787,-0.839410159
A23646,A23646.headed.txt,1.889782484,-0.014431301
A23647,A23647.headed.txt,3.111162545,1.316461401
A23648,A23648.headed.txt,-2.081208467,0.992826559
A23649,A23649.headed.txt,1.010316849,2.142583544
A23652,A23652.headed.txt,-0.781020179,2.366285705
A23653,A23653.headed.txt,-0.527311267,1.860874196
A23655,A23655.headed.txt,-0.454292236,2.686580472
A23656,A23656.headed.txt,3.515935444,1.475796681
A23658,A23658.headed.txt,3.08655855,0.707495846
A23659,A23659.headed.txt,3.441410752,2.076341321
A23660,A23660.headed.txt,2.71398489,1.008860549
A23661,A23661.headed.txt,2.389670185,1.794383579
A23663,A23663.headed.txt,3.025862965,0.451264053
A23664,A23664.headed.txt,4.337916774,0.102786233
A23665,A23665.headed.txt,0.465532057,2.125013868
A23666,A23666.headed.txt,2.748548074,1.591361702
A23667,A23667.headed.txt,1.473934057,0.788334163
A23668,A23668.headed.txt,2.110785622,1.051965826
A23670,A23670.headed.txt,1.895825657,0.800161132
A23672,A23672.headed.txt,1.74568979,0.562465402
A23673,A23673.headed.txt,2.1577478,1.373338691
A23675,A23675.headed.txt,1.219357222,0.921365964
A23677,A23677.headed.txt,0.319941467,0.302180646
A23678,A23678.headed.txt,-0.27860188,0.733252453
A23679,A23679.headed.txt,0.971767969,2.35329066
A23680,A23680.headed.txt,0.503848675,0.69320316
A23681,A23681.headed.txt,-0.035703112,2.090525189
A23682,A23682.headed.txt,0.05034605,1.457883
A23688,A23688.headed.txt,-0.45386777,1.388535146
A23690,A23690.headed.txt,-0.416814666,1.647242764
A23696,A23696.headed.txt,-1.324352371,1.733446577
A23697,A23697.headed.txt,-0.273031315,1.830299771
A23700,A23700.headed.txt,-3.034995377,1.12170419
A23710,A23710.headed.txt,0.250102129,2.616312909
A23712,A23712.headed.txt,-1.68101241,-0.164931966
A23713,A23713.headed.txt,0.815798901,1.011806118
A23715,A23715.headed.txt,0.894124054,-0.695432049
A23716,A23716.headed.txt,-0.253309928,0.387490962
A23717,A23717.headed.txt,-0.231778561,1.032441675
A23718,A23718.headed.txt,-0.659352246,1.617430883
A23722,A23722.headed.txt,-1.768338152,-0.040975297
A23732,A23732.headed.txt,-3.962751955,0.750884251
A23734,A23734.headed.txt,-0.557225317,1.855126094
A23740,A23740.headed.txt,-0.530192044,1.672859004
A23743,A23743.headed.txt,-3.029280661,-1.041422304
A23744,A23744.headed.txt,-0.631917284,1.32143597
A23752,A23752.headed.txt,1.782167444,0.456391162
A23760,A23760.headed.txt,0.076642815,2.067457042
A23765,A23765.headed.txt,-0.146786126,3.210529582
A23767,A23767.headed.txt,1.366919083,-0.373879888
A23768,A23768.headed.txt,-0.202261414,0.49282732
A23769,A23769.headed.txt,-1.112560472,1.630000096
A23770,A23770.headed.txt,0.232274796,0.9974986
A23771,A23771.headed.txt,-1.22667117,1.072687246
A23772,A23772.headed.txt,-0.651958252,1.024242999
A23773,A23773.headed.txt,-0.666373027,1.614086634
A23774,A23774.headed.txt,-3.570083504,2.024792005
A23775,A23775.headed.txt,0.118900859,2.119076814
A23803,A23803.headed.txt,-1.188766214,0.75106957
A23804,A23804.headed.txt,0.055030906,2.598768759
A23806,A23806.headed.txt,-1.017800932,0.10150871
A23808,A23808.headed.txt,1.527473663,-4.551346757
A23809,A23809.headed.txt,-6.588447134,-2.011449393
A23810,A23810.headed.txt,3.509469861,-1.631657886
A23813,A23813.headed.txt,0.527015428,1.10320387
A23815,A23815.headed.txt,-2.760521884,-1.189298267
A23817,A23817.headed.txt,-0.547073451,0.18198105
A23818,A23818.headed.txt,1.281917936,0.763550865
A23819,A23819.headed.txt,0.578612871,1.321214129
A23820,A23820.headed.txt,-3.725909212,0.773368975
A23821,A23821.headed.txt,-4.570494886,-2.620463748
A23822,A23822.headed.txt,2.513736182,-0.919522469
A23823,A23823.headed.txt,4.158614899,-0.041997365
A23828,A23828.headed.txt,2.107990917,-2.194577729
A23829,A23829.headed.txt,3.353637418,1.025016924
A23830,A23830.headed.txt,1.213864834,2.056654251
A23831,A23831.headed.txt,1.632014421,-0.147840568
A23833,A23833.headed.txt,-2.940083773,-5.30074839
A23834,A23834.headed.txt,1.576818629,-0.378867407
A23836,A23836.headed.txt,-3.43216173,-15.72237195
A23843,A23843.headed.txt,-2.775693856,-4.92234044
A23844,A23844.headed.txt,-1.062998797,-1.588913103
A23851,A23851.headed.txt,7.911220935,-2.056890558
A23868,A23868.headed.txt,6.052140094,-2.394879036
A23887,A23887.headed.txt,4.118627741,-0.511123922
A23896,A23896.headed.txt,1.076302142,-1.758942983
A23904,A23904.headed.txt,1.044851159,0.302404615
A23912,A23912.headed.txt,-0.657386321,-1.384042642
A23961,A23961.headed.txt,-2.285420591,-15.80006228
A23962,A23962.headed.txt,-4.242057218,-28.15175295
A23966,A23966.headed.txt,-1.520756661,-2.194380571
A23973,A23973.headed.txt,0.586911589,0.871344846
A23974,A23974.headed.txt,0.948621657,-0.201782924
A23984,A23984.headed.txt,-0.993370306,-0.964614401
A23988,A23988.headed.txt,-4.847154185,-35.46929452
A23991,A23991.headed.txt,1.580784125,-9.59378932
A24001,A24001.headed.txt,-1.208545827,-0.2395229
A24004,A24004.headed.txt,1.504550647,-2.503527875
A24015,A24015.headed.txt,0.600948335,-5.603068357
A24025,A24025.headed.txt,3.350951116,-2.274896955
A24037,A24037.headed.txt,1.109182488,0.567750809
A24038,A24038.headed.txt,-1.177428483,-0.424887927
A24049,A24049.headed.txt,1.74774074,-3.464084691
A24051,A24051.headed.txt,-2.310215689,-0.872083098
A24054,A24054.headed.txt,5.79952754,-1.64426428
A24055,A24055.headed.txt,0.385707149,-14.12188612
A24062,A24062.headed.txt,4.276601245,0.907161172
A24063,A24063.headed.txt,-0.544647767,0.268034035
A24071,A24071.headed.txt,-0.915054152,0.413248724
A24082,A24082.headed.txt,-2.267096705,-1.239178138
A24083,A24083.headed.txt,-4.054344705,-28.32865532
A24084,A24084.headed.txt,-4.382370405,-28.15211324
A24128,A24128.headed.txt,0.882450391,-0.678902925
A24140,A24140.headed.txt,-3.998441094,1.716300665
A24159,A24159.headed.txt,-4.565895489,-3.643589746
A24190,A24190.headed.txt,0.743787197,1.108114396
A24205,A24205.headed.txt,-2.135192326,-9.711883288
A24223,A24223.headed.txt,0.194859956,0.595681988
A24237,A24237.headed.txt,-4.77083197,-0.477387275
A24240,A24240.headed.txt,-2.844059805,-10.33686884
A24241,A24241.headed.txt,1.600416786,-0.235470184
A24246,A24246.headed.txt,-3.301520679,-2.174205993
A24247,A24247.headed.txt,-2.982556763,-2.67012223
A24261,A24261.headed.txt,-0.067793147,-2.360950208
A24268,A24268.headed.txt,-2.889985377,-1.4302863
A24269,A24269.headed.txt,-1.260255565,-1.595246058
A24294,A24294.headed.txt,-1.610608378,-2.48404865
A24306,A24306.headed.txt,0.879287099,1.210221294
A24307,A24307.headed.txt,-0.421044355,0.430517621
A24326,A24326.headed.txt,-3.111609622,-0.163691387
A24327,A24327.headed.txt,-4.568598849,-29.15391786
A24332,A24332.headed.txt,-1.870144368,-3.601058389
A24346,A24346.headed.txt,1.11243103,-0.391056998
A24353,A24353.headed.txt,-2.763951215,0.240922069
A24372,A24372.headed.txt,-1.745087618,-1.138304564
A24384,A24384.headed.txt,-3.121887606,-15.26749953
A24388,A24388.headed.txt,-3.072454595,-1.080226278
A24391,A24391.headed.txt,-0.573951059,0.072845028
A24400,A24400.headed.txt,-2.767763723,-20.80233299
A24401,A24401.headed.txt,-1.281763466,-0.564307533
A24423,A24423.headed.txt,-3.458858944,-9.148070447
A24424,A24424.headed.txt,-3.619089886,-5.970016848
A24432,A24432.headed.txt,-0.200064463,-1.861353024
A24444,A24444.headed.txt,0.609754071,-0.505056756
A24445,A24445.headed.txt,-5.388644545,-20.31513038
A24456,A24456.headed.txt,2.332436948,-1.241567533
A24464,A24464.headed.txt,-3.229035696,-1.080817153
A24472,A24472.headed.txt,0.307181248,-0.374465697
A24480,A24480.headed.txt,-1.461956189,-2.664237663
A24481,A24481.headed.txt,-4.918662973,-1.332149844
A24482,A24482.headed.txt,-2.787296936,-11.65751798
A24483,A24483.headed.txt,-1.990800202,-1.245490156
A24497,A24497.headed.txt,0.04138255,1.860842957
A24508,A24508.headed.txt,0.606419008,1.858522626
A24509,A24509.headed.txt,-0.142523074,-17.65094917
A24529,A24529.headed.txt,0.861876024,0.868390598
A24550,A24550.headed.txt,1.393827997,-0.348353874
A24561,A24561.headed.txt,-2.220274624,-0.578306154
A24570,A24570.headed.txt,-0.487935265,0.978352366
A24571,A24571.headed.txt,-0.637122862,0.627640823
A24598,A24598.headed.txt,-1.235503479,2.949881012
A24599,A24599.headed.txt,-1.992170307,-5.540614399
A24602,A24602.headed.txt,-3.780912553,-1.97944455
A24610,A24610.headed.txt,-3.079117775,-1.231728862
A24619,A24619.headed.txt,-2.465933806,-2.022986688
A24629,A24629.headed.txt,2.617760062,-0.016986061
A24630,A24630.headed.txt,-2.859603948,-5.480719844
A24637,A24637.headed.txt,1.792405133,0.562453888
A24656,A24656.headed.txt,0.965452134,-0.566987494
A24695,A24695.headed.txt,0.884667436,1.806649584
A24696,A24696.headed.txt,3.027861507,0.188864812
A24705,A24705.headed.txt,-3.252391244,-0.986592073
A24712,A24712.headed.txt,-2.106452646,-1.002218418
A24723,A24723.headed.txt,-3.121922531,-2.683996154
A24745,A24745.headed.txt,0.69649073,1.552634823
A24755,A24755.headed.txt,0.837986865,-1.051977234
A24766,A24766.headed.txt,1.856893103,-0.263907399
A24772,A24772.headed.txt,3.01246684,1.130168683
A24776,A24776.headed.txt,-1.671730814,-0.159601976
A24777,A24777.headed.txt,-0.181648122,-1.477332608
A24778,A24778.headed.txt,-4.683544057,-33.34874911
A24779,A24779.headed.txt,-0.203496888,0.918672155
A24806,A24806.headed.txt,-1.122148224,1.370831767
A24822,A24822.headed.txt,-0.460616619,0.167438702
A24840,A24840.headed.txt,-0.119571357,2.529957371
A24842,A24842.headed.txt,-3.577249353,-28.59010013
A24878,A24878.headed.txt,-1.918216166,-1.217113547
A24880,A24880.headed.txt,-3.689510691,-2.319944681
A24901,A24901.headed.txt,0.386350748,-2.10823729
A24911,A24911.headed.txt,-4.464338841,-2.592418508
A24920,A24920.headed.txt,-4.617245288,-37.52179097
A24928,A24928.headed.txt,-2.292307065,-15.20384767
A24951,A24951.headed.txt,-5.195535976,-25.41621887
A24955,A24955.headed.txt,-0.856725526,-2.635594957
A24961,A24961.headed.txt,-3.329648233,-0.750179259
A24968,A24968.headed.txt,1.467438614,1.752691261
