ngram,corpus frequency,document frequency,rank in corpus
proverbs,5,5,521
provender,5,5,521
prouder,5,3,521
protestation,5,5,521
prop,5,3,521
promontory,5,5,521
progeny,5,4,521
proffered,5,4,521
profaned,5,4,521
proculeius,5,1,521
prizes,5,4,521
privileged,5,4,521
pricket,5,1,521
prevails,5,3,521
prettily,5,5,521
presumptuous,5,4,521
preservation,5,5,521
predominant,5,5,521
precisely,5,5,521
precedent,5,5,521
potency,5,5,521
posture,5,5,521
possessions,5,3,521
politician,5,4,521
pointed,5,4,521
ply,5,4,521
plumes,5,5,521
plume,5,5,521
plough,5,5,521
plebeians,5,3,521
pleading,5,5,521
player,5,4,521
play-fellow,5,5,521
plantan,5,2,521
pith,5,4,521
pirates,5,4,521
pined,5,5,521
pillage,5,4,521
piled,5,4,521
pike,5,4,521
picking,5,4,521
philosophy,5,4,521
phaeton,5,4,521
pezants,5,4,521
perpend,5,5,521
perfumes,5,4,521
perdie,5,5,521
penury,5,4,521
pelting,5,4,521
peerless,5,4,521
pear,5,4,521
paved,5,5,521
paul,5,1,521
paths,5,5,521
patches,5,4,521
paste,5,3,521
parolles,5,1,521
paramour,5,3,521
palter,5,4,521
palmers,5,4,521
ow'st,5,4,521
overtake,5,4,521
overcame,5,3,521
outrages,5,4,521
ouer-weening,5,5,521
organ,5,4,521
ore-run,5,5,521
of's,5,2,521
nylus,5,2,521
nunnery,5,1,521
nunkle,5,1,521
norwey,5,1,521
nony,5,2,521
noisome,5,5,521
nigh,5,4,521
nie,5,5,521
newest,5,3,521
neuils,5,1,521
nettles,5,5,521
nettle,5,4,521
neighing,5,5,521
nearly,5,5,521
nathaniel,5,2,521
mutually,5,3,521
mustardseed,5,1,521
mowbrayes,5,1,521
mow,5,4,521
movables,5,4,521
mourned,5,5,521
mots,5,1,521
motives,5,5,521
mortified,5,5,521
morrows,5,3,521
montano,5,1,521
monkeys,5,4,521
monarchy,5,4,521
mon,5,2,521
misshapen,5,4,521
misled,5,4,521
miranda,5,1,521
minstrels,5,4,521
ministered,5,5,521
minions,5,5,521
mine's,5,5,521
mince,5,5,521
mightiness,5,4,521
michell,5,1,521
melts,5,5,521
melodious,5,4,521
mellow,5,5,521
meditation,5,4,521
meditating,5,5,521
med'cine,5,4,521
meager,5,4,521
matrons,5,5,521
massy,5,4,521
maskt,5,3,521
margerie,5,4,521
margarets,5,2,521
mared,5,5,521
maidenhead,5,4,521
magician,5,3,521
mackmorrice,5,1,521
machabeus,5,1,521
macedon,5,1,521
mace,5,4,521
luxurious,5,5,521
lurking,5,4,521
lunacy,5,4,521
luggage,5,3,521
lucrece,5,3,521
loue's,5,4,521
lot,5,5,521
loosed,5,5,521
longest,5,3,521
lodges,5,3,521
listening,5,5,521
linked,5,5,521
link,5,5,521
lineaments,5,3,521
lightens,5,5,521
liberties,5,3,521
lethe,5,5,521
lethargy,5,5,521
lesson,5,5,521
leer,5,5,521
leekes,5,2,521
lecture,5,3,521
leaue-taking,5,4,521
leanes,5,5,521
lavish,5,5,521
lath,5,5,521
lasts,5,5,521
lash,5,5,521
larger,5,4,521
lake,5,5,521
lain,5,3,521
lafew,5,1,521
lace,5,4,521
knits,5,5,521
knightly,5,3,521
knighted,5,4,521
kneeling,5,4,521
knaveries,5,5,521
kitchen,5,3,521
kindreds,5,2,521
k,5,5,521
juggling,5,4,521
judicious,5,5,521
journeys,5,5,521
jollity,5,4,521
jet,5,3,521
jarring,5,4,521
isabella,5,1,521
iohns,5,3,521
iocond,5,5,521
invincible,5,5,521
invent,5,4,521
interview,5,4,521
interpretation,5,4,521
instead,5,5,521
insinuate,5,5,521
inprimis,5,3,521
ingrate,5,5,521
infused,5,5,521
infringe,5,5,521
infinitely,5,5,521
induced,5,5,521
indirectly,5,5,521
indifferently,5,5,521
indies,5,5,521
increasing,5,4,521
inconstancy,5,5,521
incite,5,5,521
incision,5,5,521
incestuous,5,2,521
in-side,5,3,521
impressed,5,5,521
importance,5,4,521
impiety,5,5,521
impediments,5,5,521
imp,5,4,521
immodest,5,5,521
idolatry,5,5,521
idol,5,4,521
iden,5,1,521
iacob,5,2,521
hypocrisy,5,4,521
hymn,5,5,521
hymen,5,3,521
husks,5,5,521
husht,5,5,521
huntsman,5,3,521
hunted,5,5,521
humfreyes,5,1,521
howled,5,5,521
hover,5,4,521
horrors,5,4,521
honester,5,5,521
holiday,5,3,521
hoarse,5,4,521
hive,5,5,521
hired,5,5,521
hip,5,3,521
hilding,5,5,521
hight,5,4,521
herod,5,3,521
hermit,5,5,521
hereof,5,5,521
hellenus,5,1,521
heeled,5,2,521
hedges,5,4,521
heathen,5,5,521
heart's,5,4,521
hearken,5,5,521
hearer,5,4,521
headless,5,4,521
hawke,5,5,521
harlots,5,5,521
hard-hearted,5,4,521
haps,5,5,521
hack,5,4,521
gyves,5,5,521
gust,5,4,521
gun,5,5,521
guild,5,5,521
guided,5,4,521
guardian,5,4,521
grosser,5,5,521
grossenesse,5,5,521
groats,5,5,521
grin,5,4,521
grieving,5,5,521
greed,5,4,521
grate,5,4,521
grandsires,5,4,521
grafted,5,5,521
graceless,5,4,521
gowns,5,5,521
gotten,5,4,521
gored,5,4,521
gooden,5,2,521
gonzallo,5,1,521
godly,5,3,521
goblins,5,5,521
gnats,5,5,521
glow,5,5,521
giue't,5,5,521
giu'st,5,5,521
ghastly,5,5,521
gentlewomen,5,5,521
gem,5,5,521
gaul,5,4,521
gardiner,5,2,521
garb,5,5,521
galls,5,4,521
gallops,5,4,521
furniture,5,5,521
furies,5,5,521
fullness,5,5,521
frustrate,5,5,521
frowned,5,4,521
freer,5,5,521
forwardness,5,4,521
fortitude,5,5,521
fortify,5,5,521
forsaken,5,5,521
formed,5,5,521
forgiven,5,5,521
forgetting,5,5,521
forgetfulness,5,5,521
forge,5,5,521
forfeited,5,3,521
foresee,5,4,521
foremost,5,4,521
forbidden,5,4,521
foolishly,5,4,521
foaming,5,5,521
flowing,5,5,521
flowed,5,4,521
flourishes,5,5,521
fling,5,5,521
flaw,5,5,521
flatteries,5,3,521
flats,5,5,521
flash,5,5,521
flaming,5,4,521
fitly,5,3,521
filles,5,3,521
files,5,4,521
fetches,5,4,521
fer,5,1,521
fees,5,5,521
feeder,5,4,521
fee-simple,5,4,521
feasted,5,5,521
fealty,5,5,521
fawning,5,5,521
favourable,5,5,521
fated,5,4,521
falconbridge,5,3,521
fairs,5,4,521
faculties,5,5,521
eyne,5,3,521
extremities,5,4,521
extremely,5,4,521
extraordinary,5,4,521
extort,5,3,521
extenuate,5,5,521
extent,5,5,521
expostulate,5,5,521
expose,5,5,521
expire,5,5,521
expel,5,4,521
expecting,5,5,521
excrement,5,5,521
exception,5,5,521
excel,5,4,521
examples,5,5,521
examined,5,4,521
estimate,5,5,521
establish,5,5,521
erring,5,4,521
er't,5,4,521
ensign,5,4,521
enquired,5,3,521
enlargement,5,5,521
enjoying,5,5,521
englishmen,5,4,521
engenders,5,4,521
endued,5,5,521
empery,5,3,521
embossed,5,5,521
embassage,5,4,521
elsewhere,5,5,521
elected,5,5,521
dwarfish,5,5,521
dullness,5,5,521
duller,5,5,521
du,5,4,521
drug,5,2,521
dround,5,2,521
drench,5,4,521
dreaded,5,4,521
dowager,5,2,521
doubting,5,4,521
doubled,5,5,521
doomed,5,5,521
doings,5,4,521
ditch,5,5,521
disprove,5,5,521
dispositions,5,4,521
disfigure,5,4,521
discredit,5,4,521
discords,5,3,521
discarded,5,5,521
disaster,5,2,521
dinners,5,4,521
ding,5,2,521
differences,5,4,521
dians,5,5,521
dexterity,5,5,521
dews,5,3,521
detestable,5,4,521
determination,5,5,521
detect,5,5,521
desperately,5,5,521
desiring,5,5,521
descry,5,4,521
derives,5,4,521
derision,5,2,521
demonstrate,5,4,521
delighted,5,4,521
dejected,5,5,521
deign,5,5,521
deformity,5,4,521
defiled,5,5,521
defects,5,5,521
defective,5,5,521
deepest,5,5,521
decayed,5,4,521
debating,5,5,521
dates,5,4,521
danish,5,1,521
danced,5,4,521
damask,5,5,521
cushions,5,4,521
curtsies,5,5,521
currish,5,4,521
cull,5,4,521
cuffe,5,3,521
crossing,5,5,521
crocodile,5,4,521
cripple,5,5,521
crickets,5,5,521
cressids,5,2,521
creeps,5,4,521
cream,5,4,521
cram,5,5,521
cracking,5,5,521
coy,5,4,521
coxcombs,5,2,521
covering,5,5,521
coursers,5,5,521
couples,5,4,521
counterpoise,5,5,521
counterfeited,5,3,521
counsellor,5,5,521
counsailor,5,5,521
councels,5,2,521
core,5,3,521
cools,5,5,521
cooled,5,4,521
convince,5,4,521
converted,5,4,521
contradiction,5,4,521
contradict,5,5,521
contending,5,5,521
contaminated,5,5,521
conspirator,5,4,521
consents,5,5,521
consciences,5,5,521
conjoined,5,4,521
conjecture,5,5,521
conceiving,5,4,521
competitors,5,5,521
commissions,5,3,521
comfortless,5,5,521
comely,5,4,521
combatants,5,5,521
cobweb,5,1,521
closing,5,4,521
cloister,5,5,521
clog,5,5,521
clip,5,4,521
clearly,5,4,521
claudio's,5,1,521
citizen,5,5,521
cited,5,5,521
cicely,5,3,521
churchyard,5,1,521
church-yard,5,5,521
chrish,5,1,521
chink,5,1,521
cheater,5,2,521
chastise,5,5,521
chaps,5,5,521
challenger,5,4,521
celebration,5,5,521
celebrate,5,4,521
cavil,5,5,521
caves,5,5,521
cato,5,1,521
catalogue,5,5,521
cart,5,5,521
carelessly,5,5,521
career,5,4,521
card,5,5,521
carcass,5,5,521
cape,5,4,521
canon,5,4,521
cannons,5,5,521
cancel,5,5,521
camel,5,3,521
calves,5,4,521
calumny,5,3,521
calf-skin,5,2,521
cakes,5,5,521
button,5,5,521
buildings,5,4,521
buffets,5,5,521
buckler,5,3,521
bruit,5,4,521
brotherhood,5,5,521
broil,5,5,521
brier,5,3,521
bridle,5,4,521
bribe,5,4,521
breeder,5,4,521
brawn,5,5,521
brawls,5,5,521
brand,5,3,521
brainford,5,1,521
brabant,5,2,521
boyle,5,3,521
bounties,5,3,521
boughs,5,5,521
bonnet,5,5,521
bode,5,3,521
boasting,5,5,521
blossoms,5,5,521
bloodless,5,5,521
blocks,5,5,521
blench,5,4,521
blamed,5,5,521
births,5,5,521
binds,5,5,521
billows,5,5,521
bewray,5,4,521
bestrid,5,5,521
bestows,5,5,521
bestowing,5,3,521
bespoke,5,4,521
beseems,5,4,521
beseem,5,5,521
benediction,5,4,521
bellies,5,4,521
belied,5,2,521
belie,5,5,521
beholders,5,5,521
beguiles,5,5,521
becoming,5,4,521
beach,5,5,521
bathed,5,5,521
bathe,5,4,521
barnardo,5,1,521
barn,5,4,521
barks,5,3,521
barge,5,2,521
banquo's,5,1,521
ball,5,5,521
awry,5,4,521
augustus,5,1,521
audit,5,5,521
attired,5,4,521
attentive,5,5,521
attention,5,5,521
attendant,5,4,521
assail,5,5,521
artillery,5,4,521
arrive,5,4,521
arrival,5,5,521
arming,5,3,521
aright,5,5,521
argue,5,4,521
argosie,5,3,521
arbitrate,5,4,521
arbitrament,5,5,521
arabia,5,5,521
aprons,5,4,521
approves,5,4,521
approaching,5,5,521
appeased,5,5,521
appease,5,5,521
apology,5,4,521
apollo's,5,2,521
apish,5,5,521
apermantus,5,1,521
antium,5,1,521
antiquity,5,5,521
anthonie,5,4,521
annoyance,5,4,521
animals,5,4,521
anglois,5,1,521
anchors,5,5,521
anchor,5,4,521
ancestor,5,5,521
anatomy,5,5,521
allied,5,5,521
alexandria,5,1,521
alarms,5,4,521
agues,5,4,521
agrees,5,5,521
affrights,5,4,521
affable,5,4,521
adulteress,5,3,521
adriana,5,2,521
admiring,5,4,521
admiral,5,5,521
adds,5,5,521
adders,5,5,521
accents,5,5,521
abstract,5,5,521
abilities,5,4,521
abbess,5,1,521
yon'd,4,4,522
wrung,4,4,522
wrench,4,4,522
woos,4,4,522
with-held,4,4,522
witch-craft,4,3,522
wiseman,4,2,522
winnowed,4,4,522
winning,4,3,522
winding,4,4,522
willed,4,2,522
wilfully,4,4,522
wildness,4,2,522
wildest,4,3,522
wife's,4,3,522
wield,4,4,522
wider,4,4,522
whiter,4,4,522
whispering,4,3,522
whining,4,4,522
whetstone,4,3,522
westward,4,4,522
welfare,4,4,522
waxed,4,4,522
wavering,4,4,522
wat,4,2,522
wasps,4,3,522
waspish,4,4,522
warrants,4,3,522
warranted,4,4,522
wand,4,4,522
walled,4,4,522
waken,4,4,522
waggon,4,3,522
wagging,4,4,522
wafts,4,3,522
w,4,3,522
vulture,4,4,522
vsurpes,4,2,522
vpholds,4,2,522
vouched,4,4,522
vomit,4,4,522
volumes,4,4,522
voluble,4,3,522
volley,4,4,522
volcians,4,1,522
vocation,4,3,522
vnseale,4,4,522
vnknit,4,4,522
vnfurnisht,4,4,522
vnfirme,4,4,522
vncleanly,4,3,522
vital,4,4,522
visible,4,4,522
visages,4,3,522
violation,4,4,522
vines,4,4,522
villages,4,4,522
victories,4,4,522
victor,4,4,522
vicar,4,3,522
veriest,4,3,522
ventidius,4,2,522
venerable,4,4,522
vein,4,3,522
vehemence,4,4,522
vaward,4,4,522
vastie,4,2,522
valours,4,3,522
valorous,4,3,522
valley,4,4,522
valentines,4,2,522
vagabond,4,4,522
vacancie,4,3,522
usurpers,4,3,522
uphold,4,4,522
unworthiness,4,4,522
unwelcome,4,4,522
untrue,4,4,522
untaught,4,4,522
untainted,4,3,522
unstained,4,4,522
unspotted,4,4,522
unsafe,4,4,522
unreasonable,4,4,522
unprofitable,4,4,522
unprepared,4,4,522
unpitied,4,4,522
unmanly,4,4,522
unlock,4,4,522
unkindest,4,3,522
unhandsome,4,4,522
unfolds,4,4,522
unfolded,4,3,522
unfeeling,4,4,522
uneasy,4,3,522
undoubted,4,4,522
undeserved,4,4,522
undaunted,4,2,522
unclean,4,3,522
unchaste,4,4,522
unapt,4,4,522
unaccustomed,4,3,522
tytania,4,1,522
tyrrel,4,1,522
tyres,4,4,522
tying,4,4,522
twins,4,3,522
turtle,4,3,522
tumultuous,4,4,522
tumbling,4,4,522
tumbled,4,4,522
tug,4,4,522
truth's,4,3,522
trunks,4,4,522
trull,4,4,522
true-loue,4,3,522
troublous,4,3,522
troth-plight,4,3,522
trophy,4,3,522
trophies,4,4,522
tripping,4,4,522
triple,4,4,522
trice,4,4,522
trib,4,1,522
trials,4,4,522
trent,4,1,522
trembled,4,4,522
travers,4,2,522
travels,4,3,522
trap,4,4,522
translated,4,2,522
traitorously,4,2,522
traduced,4,4,522
trades,4,3,522
traders,4,4,522
tract,4,4,522
toss,4,4,522
tore,4,4,522
torch-bearer,4,2,522
top-mast,4,3,522
tongued,4,4,522
tithe,4,4,522
titan,4,3,522
tish,4,1,522
tire,4,3,522
tinkers,4,3,522
tinct,4,4,522
timely,4,3,522
tight,4,4,522
tibalts,4,1,522
thwarted,4,4,522
thwart,4,4,522
thumpe,4,2,522
thrives,4,4,522
though't,4,3,522
thicket,4,3,522
thickest,4,2,522
thicker,4,3,522
thetis,4,2,522
tereus,4,2,522
tennis,4,4,522
tenders,4,2,522
tendance,4,3,522
tenants,4,4,522
tempests,4,4,522
teene,4,4,522
teeming,4,3,522
tediousness,4,4,522
taurus,4,3,522
tartars,4,4,522
tartar,4,4,522
tarrying,4,4,522
tarried,4,1,522
tapsters,4,4,522
tangle,4,4,522
talent,4,2,522
tackle,4,4,522
taber,4,4,522
t'ane,4,4,522
swiftness,4,4,522
swerve,4,4,522
sweeting,4,4,522
swarm,4,4,522
swam,4,3,522
surmises,4,4,522
surges,4,4,522
surgeons,4,4,522
surfeits,4,3,522
surfeiting,4,4,522
sups,4,3,522
supplies,4,3,522
supplication,4,3,522
superstitious,4,4,522
superfluity,4,3,522
sundry,4,2,522
sumptuous,4,3,522
sulphurous,4,4,522
sulphur,4,3,522
suggested,4,4,522
sugared,4,4,522
successive,4,4,522
substitutes,4,4,522
substantial,4,4,522
submissive,4,3,522
subjection,4,4,522
subdues,4,4,522
stumbled,4,4,522
student,4,4,522
strut,4,4,522
strumpets,4,3,522
strond,4,4,522
stripes,4,4,522
stored,4,3,522
stint,4,4,522
stink,4,4,522
sticking,4,3,522
steer,4,4,522
statute,4,4,522
stature,4,4,522
stared,4,4,522
stamps,4,4,522
staggers,4,4,522
stag,4,4,522
spouse,4,4,522
sportful,4,4,522
spoon,4,3,522
splitted,4,3,522
spirited,4,4,522
spin,4,3,522
spectators,4,3,522
specify,4,3,522
sparrows,4,4,522
sparkle,4,4,522
sparing,4,4,522
span,4,4,522
sowrest,4,4,522
southern,4,4,522
southampton,4,1,522
soud,4,1,522
sorted,4,4,522
sorrowful,4,2,522
son-in-law,4,3,522
soliciting,4,4,522
sol,4,4,522
societies,4,4,522
sobs,4,4,522
snores,4,4,522
snatches,4,4,522
smoothed,4,4,522
smoking,4,4,522
slide,4,3,522
sleepers,4,4,522
slavery,4,4,522
slanderer,4,3,522
skilless,4,4,522
sixty,4,3,522
siracusa,4,1,522
sinners,4,4,522
singled,4,3,522
singer,4,4,522
sincere,4,4,522
silks,4,4,522
signifies,4,3,522
sift,4,4,522
si,4,3,522
shuts,4,4,522
shuns,4,3,522
shrug,4,4,522
shortness,4,4,522
shone,4,4,522
shins,4,4,522
shifted,4,4,522
sherris,4,1,522
shent,4,4,522
sheer,4,4,522
sheepe-shearing,4,1,522
sheele,4,2,522
shears,4,3,522
sharply,4,4,522
sharp,4,4,522
shares,4,3,522
shapeless,4,4,522
shamefully,4,4,522
shall's,4,3,522
seyward,4,1,522
seyton,4,1,522
severity,4,4,522
severally,4,4,522
seventeen,4,4,522
settle,4,4,522
setter,4,3,522
sequence,4,4,522
separation,4,4,522
sentinels,4,4,522
sender,4,3,522
senate-house,4,2,522
semblable,4,4,522
selfes,4,3,522
selfe-loue,4,4,522
seleucus,4,1,522
seele,4,2,522
see's,4,4,522
seconds,4,3,522
scum,4,4,522
scruples,4,3,522
scripture,4,3,522
scratching,4,4,522
scraps,4,3,522
scorning,4,4,522
schools,4,4,522
schooled,4,4,522
schoole-boy,4,4,522
schedule,4,4,522
sceptred,4,4,522
scatter,4,4,522
scarred,4,4,522
scanted,4,3,522
scald,4,4,522
saws,4,4,522
sauf,4,1,522
saturninus,4,1,522
saturne,4,4,522
satire,4,4,522
sanguine,4,4,522
sanctimony,4,3,522
sanctify,4,3,522
sainted,4,3,522
sailor,4,4,522
saffron,4,4,522
sa,4,1,522
ruthful,4,4,522
russians,4,2,522
russia,4,3,522
ruffle,4,3,522
rubies,4,4,522
rounds,4,4,522
rounded,4,4,522
rote,4,4,522
rosse,4,2,522
roofs,4,4,522
romeos,4,1,522
romeo's,4,1,522
rolling,4,4,522
rods,4,4,522
roast,4,4,522
roane,4,2,522
roaming,4,4,522
risen,4,4,522
ripened,4,4,522
revolve,4,4,522
revolting,4,4,522
revoke,4,3,522
reversion,4,3,522
revenues,4,4,522
reuenew,4,3,522
returning,4,4,522
resume,4,4,522
restless,4,4,522
restitution,4,4,522
resting,4,4,522
respective,4,4,522
respecting,4,4,522
requited,4,4,522
repented,4,3,522
renounce,4,3,522
renders,4,4,522
remit,4,3,522
remission,4,4,522
released,4,3,522
rejoicing,4,4,522
registered,4,4,522
refresh,4,4,522
refrain,4,4,522
reeles,4,3,522
recourse,4,4,522
recides,4,2,522
rebukes,4,4,522
readiest,4,4,522
reaches,4,4,522
rays,4,4,522
raught,4,4,522
ratify,4,4,522
ratified,4,4,522
rashly,4,3,522
rarer,4,4,522
rap,4,2,522
ranked,4,4,522
r,4,3,522
quoted,4,4,522
quiver,4,4,522
quips,4,4,522
quart,4,4,522
quarry,4,3,522
quail,4,4,522
pythagoras,4,3,522
pursuing,4,4,522
purposely,4,4,522
purblind,4,4,522
puppy,4,3,522
puppies,4,4,522
pulpit,4,1,522
puff,4,2,522
published,4,4,522
prudent,4,4,522
protests,4,4,522
prosecute,4,3,522
prophets,4,3,522
prophetic,4,4,522
prophetess,4,2,522
prophesies,4,3,522
prophesied,4,3,522
properties,4,4,522
properly,4,4,522
prone,4,4,522
prompts,4,4,522
prompted,4,4,522
promotion,4,4,522
prolonged,4,4,522
profitable,4,4,522
proffer,4,3,522
professions,4,4,522
prodigies,4,3,522
proclaym'd,4,2,522
privily,4,4,522
prisons,4,4,522
pricking,4,4,522
prewyns,4,2,522
prethee,4,2,522
presses,4,3,522
prescription,4,4,522
prescribe,4,4,522
prefixed,4,4,522
predecessors,4,3,522
pre-thee,4,1,522
praue,4,1,522
powered,4,4,522
pottle,4,3,522
potions,4,4,522
potion,4,4,522
position,4,3,522
portend,4,3,522
porch,4,3,522
populous,4,4,522
ponderous,4,4,522
pond,4,4,522
polonius,4,1,522
pointz,4,2,522
poetical,4,2,522
pluto,4,3,522
plies,4,4,522
plesse,4,1,522
pledges,4,3,522
plaster,4,4,522
plainer,4,4,522
plaide,4,4,522
plagued,4,3,522
pitying,4,3,522
pitiless,4,4,522
pish,4,2,522
pines,4,3,522
pillars,4,4,522
pickle,4,3,522
phrygian,4,2,522
phrases,4,3,522
philomel,4,1,522
petter,4,2,522
peters,4,2,522
perturbation,4,3,522
pertains,4,4,522
permission,4,2,522
perfectly,4,3,522
perceives,4,4,522
per,4,3,522
peopled,4,4,522
penned,4,2,522
penetrate,4,3,522
pendant,4,4,522
pembrooke,4,2,522
peering,4,4,522
pedro,4,1,522
pedigree,4,3,522
peddlers,4,2,522
peal,4,3,522
patrimony,4,4,522
patients,4,4,522
passengers,4,3,522
partition,4,3,522
parthian,4,2,522
pard,4,4,522
pantler,4,3,522
pang,4,3,522
panders,4,2,522
pander,4,4,522
owners,4,4,522
ouy,4,1,522
outwardly,4,4,522
outrageous,4,4,522
out-stretcht,4,4,522
out-face,4,4,522
ouer-heard,4,4,522
ouer-borne,4,2,522
ouer-blowne,4,4,522
oublie,4,2,522
orisons,4,4,522
orient,4,4,522
orders,4,4,522
orbs,4,3,522
oratory,4,3,522
orators,4,3,522
opens,4,4,522
ooze,4,3,522
olive,4,4,522
older,4,4,522
oily,4,4,522
oftner,4,4,522
offerings,4,4,522
obstruction,4,2,522
observing,4,4,522
oats,4,4,522
nursing,4,3,522
nurses,4,4,522
nursery,4,4,522
nuns,4,4,522
noting,4,3,522
nothings,4,4,522
norman,4,2,522
norfolk,4,2,522
nonino,4,1,522
non-pareill,4,4,522
nods,4,4,522
nimbly,4,4,522
night-gowne,4,3,522
newer,4,4,522
new-made,4,4,522
nether,4,3,522
needy,4,2,522
neats,4,4,522
naturally,4,4,522
napkins,4,4,522
nap,4,4,522
naming,4,4,522
name's,4,4,522
nakedness,4,4,522
mutter,4,4,522
mutinies,4,4,522
musters,4,4,522
mustered,4,3,522
musk,4,2,522
musing,4,4,522
murmuring,4,4,522
multiplying,4,4,522
mules,4,4,522
mule,4,4,522
muffler,4,2,522
muffled,4,4,522
mouthed,4,4,522
mournfu,4,3,522
mordake,4,1,522
moone-calfe,4,1,522
moods,4,4,522
moiety,4,4,522
modestly,4,4,522
mocker,4,4,522
moans,4,4,522
misuse,4,3,522
misty,4,3,522
mistres,4,3,522
mistakes,4,4,522
mislike,4,4,522
misfortunes,4,4,522
miscreant,4,3,522
mint,4,3,522
minority,4,3,522
milder,4,3,522
mickle,4,4,522
michaell,4,2,522
mice,4,3,522
mi,4,2,522
mew,4,4,522
mettell,4,1,522
meteor,4,4,522
metaphor,4,2,522
memorable,4,1,522
meg,4,3,522
meeter,4,4,522
meditations,4,2,522
meddling,4,4,522
meanly,4,4,522
meads,4,4,522
maze,4,3,522
material,4,4,522
matches,4,3,522
masterly,4,4,522
masked,4,4,522
marking,4,4,522
marie,4,3,522
margent,4,3,522
mardian,4,1,522
manifested,4,2,522
manacles,4,3,522
maked,4,1,522
mainly,4,4,522
maiden-heads,4,4,522
lyonnesse,4,1,522
lustful,4,4,522
lurks,4,4,522
lulla,4,1,522
luds-towne,4,1,522
lowliness,4,4,522
lowering,4,4,522
lottery,4,4,522
lots,4,3,522
losers,4,4,522
lone,4,4,522
lodouico,4,1,522
lock,4,4,522
liveries,4,4,522
lisio,4,1,522
lined,4,2,522
limited,4,4,522
limed,4,3,522
limbo,4,4,522
lik'st,4,4,522
lifeless,4,4,522
lids,4,4,522
libertine,4,4,522
leprosy,4,2,522
legacy,4,3,522
leathern,4,3,522
learnt,4,4,522
leaped,4,3,522
leanness,4,3,522
leaning,4,4,522
leander,4,3,522
lawyer,4,4,522
laud,4,4,522
largess,4,4,522
larded,4,3,522
languages,4,4,522
lanes,4,4,522
lamps,4,4,522
lamely,4,4,522
lag,4,4,522
laced,4,4,522
knight-hood,4,3,522
kinds,4,3,522
kindnesses,4,4,522
kernel,4,3,522
katherina,4,1,522
katerina,4,1,522
jovial,4,3,522
jointly,4,4,522
joiner,4,2,522
jesting,4,4,522
jester,4,4,522
iuliets,4,1,522
issuing,4,4,522
islands,4,3,522
ireful,4,3,522
ire,4,4,522
ir,4,4,522
invocation,4,4,522
inveterate,4,4,522
invested,4,4,522
inuentory,4,2,522
intrusion,4,3,522
interrupt,4,4,522
intermission,4,4,522
interchangeably,4,3,522
interchange,4,3,522
intercepted,4,4,522
intercept,4,4,522
inter,4,3,522
intelligent,4,2,522
intellect,4,2,522
insurrection,4,3,522
insult,4,4,522
instructs,4,4,522
installed,4,2,522
insinuating,4,4,522
inquire,4,4,522
innocents,4,4,522
inly,4,4,522
injured,4,4,522
inheritor,4,4,522
inhabits,4,3,522
infirmities,4,4,522
infirm,4,3,522
infects,4,4,522
inevitable,4,4,522
industrious,4,4,522
induce,4,4,522
indignities,4,3,522
indictment,4,3,522
index,4,3,522
indentures,4,2,522
incurred,4,4,522
incur,4,4,522
incessant,4,4,522
incapable,4,4,522
impotent,4,4,522
impossibility,4,3,522
imposed,4,4,522
importunes,4,4,522
imperfections,4,3,522
imperfect,4,4,522
imitation,4,3,522
imaginations,4,4,522
illustrious,4,4,522
illium,4,2,522
ignobly,4,4,522
husbanded,4,4,522
husband's,4,2,522
hurried,4,3,522
hurly,4,4,522
hunts,4,4,522
housed,4,2,522
hotter,4,4,522
hotspurres,4,1,522
hotly,4,4,522
hostility,4,4,522
hostile,4,4,522
hostages,4,4,522
horsed,4,3,522
horseback,4,4,522
horribly,4,4,522
horned,4,3,522
hoped,4,4,522
hop'st,4,4,522
hooves,4,3,522
homicide,4,2,522
homeward,4,3,522
holofernes,4,1,522
hoist,4,3,522
hogshead,4,3,522
hitherward,4,4,522
hippolita,4,1,522
high-day,4,2,522
herring,4,4,522
heroical,4,3,522
heretic,4,4,522
hereditary,4,2,522
hereditarie,4,4,522
heraldry,4,4,522
hent,4,4,522
helmets,4,4,522
hellespont,4,3,522
heedfully,4,3,522
heedful,4,3,522
hee'ld,4,4,522
hector's,4,2,522
hebrew,4,3,522
heauen's,4,3,522
heated,4,3,522
hearse,4,4,522
healths,4,4,522
headstrong,4,4,522
headed,4,4,522
hazards,4,3,522
hawking,4,4,522
hauthorne,4,2,522
hauiour,4,4,522
haud,4,1,522
hastily,4,4,522
harries,4,3,522
harmed,4,4,522
harlotry,4,3,522
hares,4,4,522
happiest,4,4,522
hap'ly,4,2,522
hang-man,4,3,522
handling,4,4,522
handled,4,3,522
halfe-fac'd,4,4,522
hairy,4,3,522
hags,4,3,522
haggard,4,3,522
habitation,4,4,522
habiliments,4,4,522
h,4,4,522
guise,4,4,522
groves,4,3,522
groat,4,2,522
grievances,4,2,522
grey-hounds,4,4,522
grey-hound,4,4,522
greetes,4,4,522
greeks,4,1,522
greediness,4,4,522
gray-beard,4,3,522
gravel,4,4,522
gratulate,4,4,522
gratitude,4,4,522
grateful,4,4,522
grasped,4,4,522
grape,4,4,522
grandsier,4,2,522
graciously,4,3,522
graceful,4,4,522
goth,4,1,522
goodmorrow,4,3,522
gonzalo,4,1,522
goddesses,4,4,522
gnat,4,4,522
glides,4,4,522
