ngram,corpus frequency,document frequency,rank in corpus
terre,1,1,525
terras,1,1,525
terminations,1,1,525
tercell,1,1,525
tenths,1,1,525
tented,1,1,525
tent-royal,1,1,525
tens,1,1,525
tennis-court-keeper,1,1,525
tenfold,1,1,525
tenements,1,1,525
tenement,1,1,525
tenedos,1,1,525
tender-hefted,1,1,525
tender-hearted,1,1,525
tender-feeling,1,1,525
tender-dying,1,1,525
tender-bodied,1,1,525
tender't,1,1,525
tenant-lesse,1,1,525
ten-fold,1,1,525
tempter,1,1,525
temptations,1,1,525
temps,1,1,525
temporizer,1,1,525
temporiz'd,1,1,525
temporise,1,1,525
temporary,1,1,525
temple-haunting,1,1,525
tempest-tost,1,1,525
tempest-dropping-fire,1,1,525
tempers,1,1,525
tempering,1,1,525
temperalitie,1,1,525
temp^rately,1,1,525
temp'ring,1,1,525
temp'red,1,1,525
temp'rately,1,1,525
telst,1,1,525
tellst,1,1,525
teller,1,1,525
tell-tales,1,1,525
tell's,1,1,525
telamonius,1,1,525
telamon,1,1,525
tel-tales,1,1,525
tel-tale,1,1,525
tel's,1,1,525
teethes,1,1,525
tediously,1,1,525
ted,1,1,525
tease,1,1,525
tearefull,1,1,525
teare-stayn'd,1,1,525
teare-sheete,1,1,525
teare-falling,1,1,525
teare,1,1,525
teames,1,1,525
teachy,1,1,525
teachie,1,1,525
tea^n^es,1,1,525
tea^es,1,1,525
te^psum,1,1,525
taze,1,1,525
taxes,1,1,525
tawney-coates,1,1,525
tawdry-lace,1,1,525
taunted,1,1,525
tau^es,1,1,525
tattred,1,1,525
tattle,1,1,525
tatters,1,1,525
tatlings,1,1,525
tasting,1,1,525
taskt,1,1,525
tasking,1,1,525
tasker,1,1,525
tasked,1,1,525
task't,1,1,525
tartness,1,1,525
tartly,1,1,525
tarters,1,1,525
tarries,1,1,525
tarriance,1,1,525
tarrentum,1,1,525
tarr'd,1,1,525
tarquine,1,1,525
taries,1,1,525
targes,1,1,525
targe,1,1,525
tardinesse,1,1,525
tardily,1,1,525
tardied,1,1,525
tapped,1,1,525
tapor,1,1,525
tapistries,1,1,525
taper-light,1,1,525
tap-house,1,1,525
tanting,1,1,525
tanted,1,1,525
tantaene,1,1,525
tanta,1,1,525
tanquam,1,1,525
tanned,1,1,525
tanlings,1,1,525
tanck,1,1,525
tamworth,1,1,525
tamora's,1,1,525
tamira,1,1,525
tames,1,1,525
tamer,1,1,525
tamenesse,1,1,525
tally,1,1,525
tall-fellowes,1,1,525
talkers,1,1,525
talk'd-of,1,1,525
tale-porter,1,1,525
tale's,1,1,525
talbot's,1,1,525
talbonites,1,1,525
taking-vp,1,1,525
taker,1,1,525
take-off,1,1,525
take-in,1,1,525
take-a-your,1,1,525
tak'n,1,1,525
taintingly,1,1,525
taincture,1,1,525
tails,1,1,525
tag-ragge,1,1,525
tag,1,1,525
tadpole,1,1,525
tadle,1,1,525
tacklings,1,1,525
tackling,1,1,525
tackled,1,1,525
tacked,1,1,525
taciturnitie,1,1,525
tabourines,1,1,525
tabors,1,1,525
taborins,1,1,525
taborer,1,1,525
tablet,1,1,525
table-sport,1,1,525
table's,1,1,525
ta^ges,1,1,525
ta^e,1,1,525
t^ue,1,1,525
t^hold,1,1,525
t^e,1,1,525
t'vnty,1,1,525
t'vndeck,1,1,525
t'vnbarre,1,1,525
t'inherite,1,1,525
t'haue,1,1,525
t'enioy,1,1,525
t'encurre,1,1,525
t'attach,1,1,525
t'assume,1,1,525
t'assist,1,1,525
t'appoint,1,1,525
t'adore,1,1,525
t'account,1,1,525
syue,1,1,525
sythes,1,1,525
syt^e,1,1,525
syrrups,1,1,525
syracusian,1,1,525
syracusa,1,1,525
synowie,1,1,525
synons,1,1,525
synon,1,1,525
synodes,1,1,525
synner,1,1,525
sympathised,1,1,525
symonie,1,1,525
symon,1,1,525
symer,1,1,525
symbols,1,1,525
symboles,1,1,525
sylla,1,1,525
syens,1,1,525
syenna's,1,1,525
sycamour,1,1,525
sybill,1,1,525
sy^tas,1,1,525
swownded,1,1,525
swounds,1,1,525
sworne-twelue,1,1,525
sworn't,1,1,525
sword-men,1,1,525
sword's,1,1,525
swoope,1,1,525
swoonds,1,1,525
swong,1,1,525
switzers,1,1,525
swithold,1,1,525
switches,1,1,525
swinish,1,1,525
swinge,1,1,525
swing,1,1,525
swine-keeping,1,1,525
swine-herds,1,1,525
swine-drunke,1,1,525
swindge-bucklers,1,1,525
swimmers,1,1,525
swimmer,1,1,525
swilles,1,1,525
swilled,1,1,525
swill,1,1,525
swes,1,1,525
sweno,1,1,525
sweltred,1,1,525
swellings,1,1,525
swell's,1,1,525
swel'd,1,1,525
sweetened,1,1,525
sweet-suggesting,1,1,525
sweet-ladie,1,1,525
sweet-hearts,1,1,525
sweet-goose,1,1,525
sweet-fauour'd,1,1,525
sweere,1,1,525
sweeetly,1,1,525
sweaten,1,1,525
sweat'st,1,1,525
swearest,1,1,525
swearer,1,1,525
swear*st,1,1,525
swaying,1,1,525
sway-on,1,1,525
swashing,1,1,525
swashers,1,1,525
swarthy,1,1,525
swarths,1,1,525
swarth,1,1,525
swannes-nest,1,1,525
swan-like,1,1,525
swai'd,1,1,525
swagge,1,1,525
swag-belly'd,1,1,525
sutton-cop-hill,1,1,525
sustenance,1,1,525
suspit,1,1,525
suspire,1,1,525
suspiration,1,1,525
suspicions,1,1,525
suspense,1,1,525
suspecting,1,1,525
surveyors,1,1,525
surveying,1,1,525
suruine,1,1,525
surueyes,1,1,525
suruey'd,1,1,525
suruayest,1,1,525
surrie,1,1,525
surplis,1,1,525
surpassing,1,1,525
surpasses,1,1,525
surmounts,1,1,525
surmounted,1,1,525
surmount,1,1,525
surmiz'd,1,1,525
surmised,1,1,525
surler,1,1,525
surgere,1,1,525
surgean,1,1,525
surfetter,1,1,525
surfers,1,1,525
surfeit-swell'd,1,1,525
sureties,1,1,525
sure-card,1,1,525
surance,1,1,525
sur-reyn'd,1,1,525
sur-named,1,1,525
sur-name,1,1,525
sur-addition,1,1,525
supremicie,1,1,525
suppresses,1,1,525
supposal,1,1,525
supporting,1,1,525
supporters,1,1,525
supported,1,1,525
supportable,1,1,525
supplyment,1,1,525
supplying,1,1,525
supply'de,1,1,525
suppliants,1,1,525
suppliance,1,1,525
supping,1,1,525
suppes,1,1,525
suppers,1,1,525
suppeago,1,1,525
superuize,1,1,525
superuise,1,1,525
superstitiously,1,1,525
superstition,1,1,525
superscript,1,1,525
superpraise,1,1,525
supernal,1,1,525
superior,1,1,525
superflux,1,1,525
superfluously,1,1,525
super-vision,1,1,525
super-subtle,1,1,525
super-seruiceable,1,1,525
super-daintie,1,1,525
sunne-like,1,1,525
sunne-burning,1,1,525
sunders,1,1,525
sunday-citizens,1,1,525
sun-set,1,1,525
sun-rising,1,1,525
sun-expelling,1,1,525
sun-burnt,1,1,525
sun-bright,1,1,525
sun-beames,1,1,525
sun's,1,1,525
sumptuously,1,1,525
sumpter,1,1,525
summoners,1,1,525
summer-seeming,1,1,525
summer-house,1,1,525
summer'd,1,1,525
summed,1,1,525
summa,1,1,525
sumble,1,1,525
sum-lesse,1,1,525
sultan-solyman,1,1,525
sulpherous,1,1,525
sulph'rous,1,1,525
sully,1,1,525
sullied,1,1,525
sulleyes,1,1,525
sulley,1,1,525
sullens,1,1,525
suiting,1,1,525
suite's,1,1,525
suitable,1,1,525
sugersop,1,1,525
sugar-candie,1,1,525
suffolks,1,1,525
suffocation,1,1,525
suffocating,1,1,525
suffises,1,1,525
suffis'd,1,1,525
suffigance,1,1,525
sufficit,1,1,525
sufficing,1,1,525
sufficed,1,1,525
sufferances,1,1,525
sufferage,1,1,525
suffer't,1,1,525
suerly,1,1,525
successor,1,1,525
successantly,1,1,525
succeeded,1,1,525
succedaul,1,1,525
subversion,1,1,525
subuerts,1,1,525
subtlety,1,1,525
subtleties,1,1,525
subtile-witted,1,1,525
substractor,1,1,525
substitution,1,1,525
subsisting,1,1,525
subsidy,1,1,525
subsidies,1,1,525
subsequent,1,1,525
subscription,1,1,525
subscribes,1,1,525
suborn,1,1,525
suborbs,1,1,525
submitting,1,1,525
submits,1,1,525
submerged,1,1,525
subduments,1,1,525
subdewes,1,1,525
subborned,1,1,525
sub-contracted,1,1,525
sub,1,1,525
su^ly,1,1,525
su^er,1,1,525
su^e,1,1,525
stythied,1,1,525
stythe,1,1,525
styrrop,1,1,525
styled,1,1,525
sty-me,1,1,525
sturdy,1,1,525
stuprum,1,1,525
stupid,1,1,525
stupefy,1,1,525
stupefied,1,1,525
stuff'd-sufficiency,1,1,525
studs,1,1,525
studiously,1,1,525
students,1,1,525
studded,1,1,525
stucatho,1,1,525
stubbornly,1,1,525
stubbornest,1,1,525
stu'de,1,1,525
strutted,1,1,525
struts,1,1,525
strumpeted,1,1,525
strumpet-fortune,1,1,525
struck-foole,1,1,525
stroy'd,1,1,525
strossers,1,1,525
strongst,1,1,525
strong'st,1,1,525
stronds,1,1,525
stroakst,1,1,525
striu'st,1,1,525
stripping,1,1,525
striplings,1,1,525
stringlesse,1,1,525
strikers,1,1,525
strift,1,1,525
striding,1,1,525
stricture,1,1,525
strictly,1,1,525
strictest,1,1,525
stricter,1,1,525
strick'd,1,1,525
strewne,1,1,525
strewments,1,1,525
strewings,1,1,525
strewing,1,1,525
strewd,1,1,525
stretcht-out,1,1,525
stretch-mouth'd,1,1,525
strengthless,1,1,525
strength-lesse,1,1,525
strength'ning,1,1,525
streers,1,1,525
streaming,1,1,525
streamers,1,1,525
streaks,1,1,525
streak,1,1,525
strays,1,1,525
strayn'd,1,1,525
strawberry,1,1,525
straw-colour,1,1,525
stratford,1,1,525
stratagemes,1,1,525
straps,1,1,525
strappado,1,1,525
strangler,1,1,525
stranger-soule,1,1,525
stranger-bloud,1,1,525
stranger'd,1,1,525
strange-atchieued,1,1,525
straitness,1,1,525
straiter,1,1,525
straited,1,1,525
straights,1,1,525
straightly,1,1,525
straightest,1,1,525
straight-pight,1,1,525
strai'd,1,1,525
straggling,1,1,525
stragglers,1,1,525
stragems,1,1,525
strachy,1,1,525
stowt,1,1,525
stowe,1,1,525
stowage,1,1,525
stouter,1,1,525
stouer,1,1,525
stormed,1,1,525
stores,1,1,525
store-houses,1,1,525
stopes,1,1,525
stools,1,1,525
stoods,1,1,525
stony-hearted,1,1,525
stoned,1,1,525
stone-iugs,1,1,525
stone-hard,1,1,525
stone-cutter,1,1,525
stone-bow,1,1,525
stomacke-qualm'd,1,1,525
stomack^d,1,1,525
stomaching,1,1,525
stol'st,1,1,525
stokeley,1,1,525
stoickes,1,1,525
stockish,1,1,525
stockfish,1,1,525
stocke-fish,1,1,525
stock-fishes,1,1,525
stock-fish,1,1,525
stoccado's,1,1,525
stitches,1,1,525
stitchery,1,1,525
stirrups,1,1,525
stirrill,1,1,525
stirrility,1,1,525
stirrile,1,1,525
stirrers,1,1,525
stirrer,1,1,525
stirrage,1,1,525
stints,1,1,525
stinks,1,1,525
stinkingly,1,1,525
stinking-elder,1,1,525
stinglesse,1,1,525
stilly,1,1,525
stillest,1,1,525
stiller,1,1,525
stilled,1,1,525
still-vext,1,1,525
still-stand,1,1,525
still-peering,1,1,525
still-borne,1,1,525
stile-a,1,1,525
stigmatical,1,1,525
stigian,1,1,525
stigia,1,1,525
stiffly,1,1,525
stiffen,1,1,525
stiffe-newes,1,1,525
stiffe-borne,1,1,525
stieke,1,1,525
stickler-like,1,1,525
sti^s,1,1,525
stew'd-pruines,1,1,525
sterrile,1,1,525
sternnesse,1,1,525
sternest,1,1,525
sternage,1,1,525
stern'st,1,1,525
stept,1,1,525
stepping,1,1,525
step-mothers,1,1,525
stemming,1,1,525
stelled,1,1,525
steering,1,1,525
steered,1,1,525
steepy,1,1,525
steeple,1,1,525
steepes,1,1,525
steepe-downe,1,1,525
steep't,1,1,525
steeded,1,1,525
stealthy,1,1,525
stealers,1,1,525
steale't,1,1,525
steads,1,1,525
steadier,1,1,525
steadfast,1,1,525
stayest,1,1,525
stayder,1,1,525
staunch,1,1,525
staule,1,1,525
statures,1,1,525
statists,1,1,525
statist,1,1,525
statillius,1,1,525
statesmen,1,1,525
statesman,1,1,525
states-man,1,1,525
staterat,1,1,525
statelyer,1,1,525
state-statues,1,1,525
starving,1,1,525
starueth,1,1,525
starue-lackey,1,1,525
startingly,1,1,525
startes,1,1,525
start-vp,1,1,525
start's,1,1,525
starry,1,1,525
starre-like,1,1,525
starre-light,1,1,525
starre-blasting,1,1,525
starre,1,1,525
starngely,1,1,525
starkely,1,1,525
starke-nak'd,1,1,525
starke-mad,1,1,525
starings,1,1,525
star-like,1,1,525
star-chamber,1,1,525
staples,1,1,525
staple,1,1,525
stanzo's,1,1,525
stanzo,1,1,525
stanze,1,1,525
stanleys,1,1,525
standing-bed,1,1,525
stander-by,1,1,525
stand-vnder,1,1,525
stand-by,1,1,525
stanchless,1,1,525
stanch,1,1,525
stamp't,1,1,525
stammer,1,1,525
stamford,1,1,525
stals,1,1,525
stallion,1,1,525
stalling,1,1,525
stalled,1,1,525
stalking-horse,1,1,525
stal'de,1,1,525
staire-worke,1,1,525
stair,1,1,525
staining,1,1,525
staide,1,1,525
stai,1,1,525
staggering,1,1,525
stages,1,1,525
stag'd,1,1,525
staffordshire,1,1,525
stading,1,1,525
stablish,1,1,525
stablenesse,1,1,525
squirrill,1,1,525
squirrels,1,1,525
squirrel,1,1,525
squire-like,1,1,525
squiny,1,1,525
squints,1,1,525
squint,1,1,525
squele,1,1,525
squeezing,1,1,525
squealing,1,1,525
squeal,1,1,525
squeaking,1,1,525
squeak,1,1,525
squarer,1,1,525
squar'st,1,1,525
squandering,1,1,525
squandered,1,1,525
squadron,1,1,525
squabble,1,1,525
spurned,1,1,525
spur-gall'd,1,1,525
spungy,1,1,525
spryting,1,1,525
sprowt,1,1,525
sprinkles,1,1,525
springes,1,1,525
spring-halt,1,1,525
sprigs,1,1,525
sprightfully,1,1,525
sprightful,1,1,525
sprighted,1,1,525
spright's,1,1,525
spray,1,1,525
sprawl,1,1,525
sprat,1,1,525
sprall,1,1,525
sprag-memory,1,1,525
spouting,1,1,525
sporting,1,1,525
spoon-meate,1,1,525
sponge,1,1,525
spokes-man,1,1,525
spoakes,1,1,525
spoak'st,1,1,525
splinters,1,1,525
splintered,1,1,525
spleet's,1,1,525
spleeny,1,1,525
spleenfull,1,1,525
spleenful,1,1,525
spleenatiue,1,1,525
splay,1,1,525
spittle-house,1,1,525
spitted,1,1,525
spited,1,1,525
spirt,1,1,525
spirituality,1,1,525
spiritless,1,1,525
spirit-stirring,1,1,525
spirit's,1,1,525
spire,1,1,525
spinster,1,1,525
spinij,1,1,525
spilth,1,1,525
spills,1,1,525
spilling,1,1,525
spilled,1,1,525
spill's,1,1,525
spigot,1,1,525
spider-like,1,1,525
spicery,1,1,525
spiced,1,1,525
spi,1,1,525
sphinx,1,1,525
sphery,1,1,525
sphered,1,1,525
sphepherd,1,1,525
sphear'd,1,1,525
spets,1,1,525
sperato,1,1,525
spera,1,1,525
spend-thrift,1,1,525
spencer,1,1,525
spelling,1,1,525
spell-stopt,1,1,525
speeh,1,1,525
speediness,1,1,525
speculations,1,1,525
spectatorship,1,1,525
spectales,1,1,525
spectacled,1,1,525
speciality,1,1,525
spears,1,1,525
spear-grasse,1,1,525
speakers,1,1,525
speake-a-your,1,1,525
speak's,1,1,525
spea^e,1,1,525
spe^t,1,1,525
spawned,1,1,525
spawn,1,1,525
spauins,1,1,525
spauen,1,1,525
sparton,1,1,525
spartan,1,1,525
sparta's,1,1,525
sparkles,1,1,525
spans,1,1,525
spaniels,1,1,525
spaniel-like,1,1,525
spaniards,1,1,525
spangle,1,1,525
spand,1,1,525
span-counter,1,1,525
spaces,1,1,525
sp^ke,1,1,525
sp,1,1,525
soylure,1,1,525
soyl'd,1,1,525
sowter,1,1,525
sowsse,1,1,525
sows,1,1,525
sowr'd,1,1,525
sower-ey'd,1,1,525
sowc't-gurnet,1,1,525
sow-skin,1,1,525
sow't,1,1,525
sovereignly,1,1,525
southwest,1,1,525
southwell,1,1,525
southward,1,1,525
southerly,1,1,525
south-wind,1,1,525
south-ward,1,1,525
south-sea,1,1,525
south-fog,1,1,525
souruy,1,1,525
sours,1,1,525
sourly,1,1,525
sources,1,1,525
soundness,1,1,525
soundless,1,1,525
sound-post,1,1,525
soulless,1,1,525
soule-vext,1,1,525
soule-killing,1,1,525
soule-fearing,1,1,525
soule-curer,1,1,525
soule-confirming,1,1,525
souldrest,1,1,525
souldier-ship,1,1,525
souldier-breeder,1,1,525
soueraign'st,1,1,525
souemeray,1,1,525
sou'rains,1,1,525
sottish,1,1,525
sottes,1,1,525
soto,1,1,525
sossius,1,1,525
sorting,1,1,525
sorth,1,1,525
sortance,1,1,525
sorryest,1,1,525
sorrow-wreathen,1,1,525
sorrow's,1,1,525
sorrier,1,1,525
soris,1,1,525
sorer,1,1,525
sorcerer,1,1,525
sophisticated,1,1,525
sophister,1,1,525
sophie,1,1,525
sooty,1,1,525
soothsay,1,1,525
soothers,1,1,525
soothed,1,1,525
sooth-law,1,1,525
sooth'st,1,1,525
soop-stake,1,1,525
soode,1,1,525
sonties,1,1,525
sonnetting,1,1,525
sonnance,1,1,525
songue,1,1,525
song-men,1,1,525
son's,1,1,525
sommmer,1,1,525
sommer-swelling,1,1,525
somewhere,1,1,525
something's,1,1,525
someruile,1,1,525
some^hing,1,1,525
some-where,1,1,525
some-body,1,1,525
solre,1,1,525
solons,1,1,525
solmemnity,1,1,525
soll,1,1,525
solinus,1,1,525
solidity,1,1,525
solide,1,1,525
solidares,1,1,525
solicity,1,1,525
solicitation,1,1,525
soles,1,1,525
solemnities,1,1,525
solemness,1,1,525
sole-singular,1,1,525
soldiership,1,1,525
soldest,1,1,525
soldat,1,1,525
sol'd,1,1,525
sokes,1,1,525
soit,1,1,525
soils,1,1,525
softness,1,1,525
softly-sprighted,1,1,525
softens,1,1,525
soft-hearted,1,1,525
soere,1,1,525
sodden-witted,1,1,525
sod,1,1,525
socrates,1,1,525
socks,1,1,525
soberly,1,1,525
sober-blooded,1,1,525
sobbing,1,1,525
soars,1,1,525
soales,1,1,525
soaked,1,1,525
soader,1,1,525
soa,1,1,525
so^e,1,1,525
so-seeming,1,1,525
so-hough,1,1,525
so-forth,1,1,525
so's,1,1,525
snuffs,1,1,525
snuffed,1,1,525
snpe,1,1,525
snowy,1,1,525
snowbals,1,1,525
snow-broth,1,1,525
snoring,1,1,525
snipt,1,1,525
sneeze,1,1,525
sneck,1,1,525
sneape,1,1,525
sneaks,1,1,525
sneake-cuppe,1,1,525
snatchers,1,1,525
snarls,1,1,525
snarling,1,1,525
snarle,1,1,525
snapper-vp,1,1,525
snapped,1,1,525
snaky,1,1,525
snails,1,1,525
snaile-slow,1,1,525
snaffle,1,1,525
smyth,1,1,525
smyrcht,1,1,525
smutch'd,1,1,525
smulkin,1,1,525
smothering,1,1,525
smooths,1,1,525
smoothfac'd,1,1,525
smoothes,1,1,525
smooth-pates,1,1,525
smooth-comforts-false,1,1,525
smoile,1,1,525
smiths,1,1,525
smites,1,1,525
smite,1,1,525
smit,1,1,525
smirched,1,1,525
smirch,1,1,525
smil'dst,1,1,525
smelled,1,1,525
smear,1,1,525
smatter,1,1,525
smatch,1,1,525
smartly,1,1,525
smarting,1,1,525
smalus,1,1,525
smallness,1,1,525
smacking,1,1,525
sluyc'd,1,1,525
sluttishnesse,1,1,525
slunk,1,1,525
slumbry,1,1,525
slumbler,1,1,525
slumbered,1,1,525
sluggish,1,1,525
sluggardiz'd,1,1,525
sluggabed,1,1,525
sluc'd,1,1,525
sloyall,1,1,525
slow-wing'd,1,1,525
slow'd,1,1,525
slovenry,1,1,525
slovenly,1,1,525
slout,1,1,525
slothful,1,1,525
slops,1,1,525
slope,1,1,525
slop,1,1,525
slobbery,1,1,525
sliver,1,1,525
sliuer'd,1,1,525
slit,1,1,525
slish,1,1,525
slippered,1,1,525
slip-shod,1,1,525
sling,1,1,525
slily,1,1,525
slightness,1,1,525
slies,1,1,525
sliding,1,1,525
slides,1,1,525
slickly,1,1,525
sli^s,1,1,525
slenderly,1,1,525
slenderer,1,1,525
slender's,1,1,525
sleights,1,1,525
sleeveless,1,1,525
sleeue-hand,1,1,525
sleeper,1,1,525
sleeke-headed,1,1,525
sledded,1,1,525
sled,1,1,525
slaying,1,1,525
slayed,1,1,525
slauuer,1,1,525
slaughterous,1,1,525
slaughterer,1,1,525
slaue-man,1,1,525
slaue-like,1,1,525
slates,1,1,525
slat,1,1,525
slash,1,1,525
slandering,1,1,525
slanderers,1,1,525
sland'red,1,1,525
slake,1,1,525
slackly,1,1,525
slab,1,1,525
skyish,1,1,525
skyie-influences,1,1,525
sky-planted,1,1,525
skulls,1,1,525
skulking,1,1,525
skornes,1,1,525
skirted,1,1,525
skirre,1,1,525
skirmishes,1,1,525
skipper,1,1,525
skipped,1,1,525
skinso,1,1,525
skinny,1,1,525
skinker,1,1,525
skin-coat,1,1,525
skin's,1,1,525
skimmed,1,1,525
skimble-skamble,1,1,525
skim,1,1,525
skillet,1,1,525
skilfully,1,1,525
skil'd,1,1,525
skiene,1,1,525
sker,1,1,525
skelter,1,1,525
skein,1,1,525
skaring,1,1,525
skar-crowes,1,1,525
skambling,1,1,525
skaines,1,1,525
sixeteen,1,1,525
sixe-score,1,1,525
six-penny,1,1,525
six-gated,1,1,525
situations,1,1,525
situation,1,1,525
sitted,1,1,525
sitt'st,1,1,525
sit's,1,1,525
sisterstood,1,1,525
sisterly,1,1,525
sister-hood,1,1,525
sister's,1,1,525
sis,1,1,525
sirrups,1,1,525
siracusians,1,1,525
siracuse,1,1,525
sipping,1,1,525
sion,1,1,525
sinow,1,1,525
sinon,1,1,525
sinning,1,1,525
sinne-conceiuing,1,1,525
sinn's,1,1,525
sinke-a-pace,1,1,525
singularities,1,1,525
singulariter,1,1,525
singleness,1,1,525
singes,1,1,525
singeing,1,1,525
sinewed,1,1,525
sinest,1,1,525
sinells,1,1,525
sind,1,1,525
sin-absolver,1,1,525
simulation,1,1,525
simpcoxe,1,1,525
simpathize,1,1,525
simpathis'd,1,1,525
simile,1,1,525
siluerly,1,1,525
siluer-shedding,1,1,525
siluas,1,1,525
sillyness,1,1,525
silly-ducking,1,1,525
sillogisme,1,1,525
silling,1,1,525
silliest,1,1,525
silkman,1,1,525
silken-coated,1,1,525
silicia,1,1,525
silently,1,1,525
silenee,1,1,525
silencing,1,1,525
sij,1,1,525
signum,1,1,525
signory,1,1,525
signories,1,1,525
signifying,1,1,525
significants,1,1,525
significant,1,1,525
signeurie,1,1,525
signets,1,1,525
signeor,1,1,525
siginor,1,1,525
sighto,1,1,525
sightly,1,1,525
sighted,1,1,525
sight-holes,1,1,525
sighest,1,1,525
sigeriatellus,1,1,525
sifted,1,1,525
sies,1,1,525
siend,1,1,525
sieges,1,1,525
siedgie,1,1,525
sied,1,1,525
sie,1,1,525
sidnus,1,1,525
sidnis,1,1,525
sided,1,1,525
side-stitches,1,1,525
side-piercing,1,1,525
side's,1,1,525
sickmans,1,1,525
sickliness,1,1,525
sicklied,1,1,525
sickles,1,1,525
sicklemen,1,1,525
sicker,1,1,525
sickened,1,1,525
sicke-falne,1,1,525
sick'd,1,1,525
sicily,1,1,525
sicillius,1,1,525
sicill,1,1,525
sicilius,1,1,525
sicilian,1,1,525
siccamore,1,1,525
sicatrice,1,1,525
sicamour,1,1,525
sibyls,1,1,525
sibilla,1,1,525
sibels,1,1,525
sibell,1,1,525
shylok,1,1,525
shylockes,1,1,525
shuttle,1,1,525
shunlesse,1,1,525
shufflel'd,1,1,525
shuffled,1,1,525
shudders,1,1,525
shuddering,1,1,525
shu,1,1,525
shrugs,1,1,525
shrowes,1,1,525
shrowding-sheete,1,1,525
shrouetide,1,1,525
shroue-tuesday,1,1,525
shrodenesse,1,1,525
shriues,1,1,525
shriuer,1,1,525
shrils,1,1,525
shriller,1,1,525
shrill-voic'd,1,1,525
shrill-tongu'd,1,1,525
shrill-sounding,1,1,525
shrill-shriking,1,1,525
shrill-gorg'd,1,1,525
shrikes,1,1,525
shrieues,1,1,525
shrieks,1,1,525
shrickes,1,1,525
shrews,1,1,525
shrewishness,1,1,525
shrewishly,1,1,525
shrewish,1,1,525
shrekt,1,1,525
showghes,1,1,525
showered,1,1,525
shovel,1,1,525
shove,1,1,525
shouldest,1,1,525
shouldering,1,1,525
shouldered,1,1,525
shoulder-shotten,1,1,525
shoulder-clapper,1,1,525
shoulder-bone,1,1,525
shoulder-blade,1,1,525
shouels-in,1,1,525
shouelboords,1,1,525
shoue-groat,1,1,525
shoud,1,1,525
shotten,1,1,525
shot-free,1,1,525
shortwinded,1,1,525
shortest,1,1,525
shortening,1,1,525
short-winded,1,1,525
short-legg'd,1,1,525
short-cake,1,1,525
short-arm'd,1,1,525
shorn,1,1,525
shootie,1,1,525
shoore,1,1,525
shoon,1,1,525
shooing-horne,1,1,525
shooing,1,1,525
shooen,1,1,525
shooe-tye,1,1,525
shoo-maker,1,1,525
shold'st,1,1,525
shogge,1,1,525
shogg,1,1,525
shoals,1,1,525
shiver,1,1,525
shive,1,1,525
shiuer'd,1,1,525
shire,1,1,525
shipwracking,1,1,525
shipmen,1,1,525
shipbord,1,1,525
ship-wrights,1,1,525
ship-tyre,1,1,525
ship-mans,1,1,525
ship-boord,1,1,525
shiny,1,1,525
shin'st,1,1,525
shifting,1,1,525
shielded,1,1,525
shewes-off,1,1,525
shewe,1,1,525
shew^d,1,1,525
shew't,1,1,525
shew's,1,1,525
shew'dst,1,1,525
shes,1,1,525
sherris-sack,1,1,525
sherly,1,1,525
sheriffs,1,1,525
shelving,1,1,525
sheluy,1,1,525
shelters,1,1,525
sheltered,1,1,525
shelf,1,1,525
sheffield,1,1,525
sheerers,1,1,525
sheeps-coates,1,1,525
sheepe-whistiing,1,1,525
sheepe-shearing-feast,1,1,525
sheepe-hooke,1,1,525
sheepe-biting,1,1,525
sheepe-biter,1,1,525
sheep-skinnes,1,1,525
shee-wolfe,1,1,525
shee-lambe,1,1,525
shee-knight-arrant,1,1,525
shee-begger,1,1,525
shee-angell,1,1,525
shee,1,1,525
shearing,1,1,525
shearers,1,1,525
sheareman,1,1,525
sheal'd,1,1,525
she^pe,1,1,525
she'l'd,1,1,525
she'd,1,1,525
shaw,1,1,525
shaven,1,1,525
shau'd,1,1,525
shatter,1,1,525
sharpes,1,1,525
sharpens,1,1,525
sharpen,1,1,525
sharpe-tooth'd,1,1,525
sharpe-quill'd,1,1,525
sharpe-pointed,1,1,525
sharp'st,1,1,525
shark'd,1,1,525
shark,1,1,525
sharded-beetle,1,1,525
shard-borne,1,1,525
shaping,1,1,525
shank,1,1,525
shaming,1,1,525
shame-proofe,1,1,525
shallowly,1,1,525
shallowest,1,1,525
shallow-rooted,1,1,525
shallow-changing,1,1,525
shall-rellish,1,1,525
shales,1,1,525
shal's,1,1,525
shagge-ear'd,1,1,525
shag-hayr'd,1,1,525
shafts,1,1,525
shackle,1,1,525
sha,1,1,525
sh'one,1,1,525
sh,1,1,525
sfoote,1,1,525
seywards,1,1,525
seysure,1,1,525
seymor,1,1,525
seyen,1,1,525
severs,1,1,525
severest,1,1,525
seven-night,1,1,525
seuern,1,1,525
seuere,1,1,525
seuerals,1,1,525
seueare,1,1,525
seue'night,1,1,525
seu'nights,1,1,525
settling,1,1,525
set's,1,1,525
sessa,1,1,525
sesey,1,1,525
sese,1,1,525
servility,1,1,525
seruiture,1,1,525
seruiteur,1,1,525
seruicles,1,1,525
seruice,1,1,525
seruanted,1,1,525
sers,1,1,525
serpentine,1,1,525
serpent-like,1,1,525
sermons,1,1,525
serge,1,1,525
serenissima,1,1,525
sequestering,1,1,525
sequester,1,1,525
sepulchring,1,1,525
