text_name,text_key,token_csv_name,chunk_index,!UNRECOGNIZED,!UNTAGGED,!BLACKLISTED,AbstractConcepts,Acknowledge,Anger,Apology,Aside,Attack_Citation,Authoritative_Citation,Autobio,Biographical_Time,Cause,Citations,CommonAuthorities,CommunicatorRole,Comparison,Concessive,Confidence,ConfirmExperience,ConfirmedThght,Confront,Consequence,Contested_Citation,Contingency,Curiosity,Definition,DenyDisclaim,DialogCues,DirectAddress,DirectReasoning,Disclosure,ErrorRecovery,Example,Exceptions,Fear,Feedback,FirstPer,FollowUp,Future_Question,Future_in_Past,Generalization,GenericEvents,Immediacy,Imperative,In_Media,Inclusive,Innovations,Insist,Intensity,LangRef,MatureProcess,Metadiscourse,Motions,MoveBody,Narrative_Verbs,NegFeedback,Neg_Citation,Negative_Attribution,Negative_Relation,Negativity,Neutral_Attribution,Numbers,OpenQuery,OralCues,PersonPronoun,PersonProperty,PosFeedback,Positive_Attribution,Positivity,Precedent_Defending,Precedent_Setting,PredictedFuture,PriorKnowledge,PrivateThinking,Procedures,ProjectAhead,ProjectBack,Promise,Question,Quotation,ReasonBackward,ReasonForward,Reassure,ReceivedPOV,RecurringEvents,Reinforce,Reluctance,Repair_Citation,ReportingEvents,ReportingStates,Request,Resemblances,Resistance,Responsibility,Sad,SceneShift,SelfDisclosure,SelfReluctance,Self_Promise,SenseObject,SenseProperty,Sequence,SpaceRelation,Specifiers,Speculative_Citation,StandardsNeg,StandardsPos,SubjectivePercept,SubjectiveTime,Substitution,Support,TimeDate,TimeDuration,TimeShift,Transformation,Uncertainty,Updates,<# Word Tokens>,<# Punctuation Tokens>,<# Tokens>
A00024.headed.txt,a00024headed,a00024headed-ubiq-tokens.csv,0,2.603108353,29.13394475,0,2.531715086,0,0.417376023,0,0.917128892,0,0.00549179,0.054917898,0.307540227,0.126311165,0.24713054,2.202207699,0.049426108,1.587127245,0.24163875,0.554670767,0,0.01098358,0,0.021967159,0,1.318029546,0.258114119,0.021967159,1.411389972,0,1.026964688,0,0.274589489,0,0.01098358,0.23614696,0.181229063,0,0.72491625,0,0.065901477,0,0.955571421,0.373441705,0.47778571,0.032950739,0.00549179,0.933604262,0.00549179,0.378933494,1.685979461,0.263605909,0,0.23614696,0.840243835,0,0.186720852,0,0,0.021967159,0.516228239,2.213191279,0.164753693,0.340490966,0.087868636,0.422867813,2.355977813,1.999011478,0,0.060409688,3.443352188,0,0,0.258114119,0.01098358,0.73040804,0,1.043440057,0.461310341,0.01098358,0.549178977,0,0.021967159,1.202701961,0.060409688,0,0.499752869,0,0,0.027458949,3.778351365,2.158273381,0.021967159,0.291064858,2.279092756,0.01098358,0.104344006,0.170245483,0.450326761,0,0,3.525729035,1.504750398,0.994013949,2.174748751,1.559668296,0,0.97204679,5.678510627,2.108847273,0.23614696,0.032950739,0.01098358,0,0.790817727,0.345982756,0.499752869,0.395408864,0.4832775,15220,2989,18209
A00033.headed.txt,a00033headed,a00033headed-ubiq-tokens.csv,0,6.470980654,32.15476985,0,4.102735157,0.03335557,0.100066711,0,0.166777852,0,0.03335557,0,0.166777852,0.166777852,0.933955971,7.438292195,0.066711141,1.134089393,0.03335557,0.266844563,0,0,0,0.03335557,0,1.667778519,0.433622415,0,1.534356237,0,0.667111408,0,0.366911274,0,0,0.400266845,0,0,0.133422282,0,0,0,1.034022682,1.367578386,0.066711141,0,0,0.400266845,0,0.333555704,1.73448966,0.300200133,0,0.433622415,0.066711141,0.133422282,0.200133422,0,0,0,0.066711141,0.9006004,0.133422282,0.533689126,0.066711141,0.200133422,1.134089393,2.60173449,0,0,0.733822548,0,0,0.200133422,0.233488993,0.200133422,0,2.168112075,0.233488993,0,0,0,0.100066711,0.667111408,0,0.03335557,0.366911274,0,0,0,2.768512342,2.268178786,0,0,1.400933956,0.066711141,0,0.266844563,0.066711141,0,0,3.035356905,0.466977985,1.501000667,2.068045364,3.46897932,0,0.266844563,2.935290193,1.501000667,0.133422282,0.03335557,0,0.266844563,1.200800534,0.233488993,0.133422282,0.266844563,0.500333556,2632,366,2998
A00102.headed.txt,a00102headed,a00102headed-ubiq-tokens.csv,0,8.111784345,30.85198467,0,2.96772598,0,0.148386299,0,0.370965747,0,0,0,0.247310498,0.259676023,0.70483492,6.912328428,0.037096575,2.28762211,0.0494621,0.506986522,0,0,0,0,0,1.669345864,0.111289724,0,1.013973043,0,1.051069618,0,0.197848399,0,0.02473105,0.333869173,0.0494621,0,0.02473105,0,0.02473105,0,0.976876468,0.828490169,0.272041548,0.074193149,0,0.544083096,0,0.531717571,1.619883764,0.630641771,0,0.247310498,0.284407073,0,0.0494621,0,0,0,0.247310498,0.840855694,0,0.482255472,0,0.061827625,1.570421664,2.782243106,0,0.02473105,1.125262767,0,0,0.074193149,0.061827625,0.432793372,0,2.94299493,0.692469395,0,0.086558674,0,0.309138123,0.80375912,0,0.02473105,0.605910721,0,0,0,2.769877581,2.275256585,0.02473105,0.148386299,0.927414369,0.074193149,0.012365525,0.148386299,0,0,0,2.16396686,0.494620997,1.026338568,1.40966984,4.031161123,0,0.667738345,2.745146531,1.100531718,0.210213924,0.02473105,0,0,1.520959565,0.222579448,0.098924199,0.506986522,0.210213924,7103,984,8087
A00198.headed.txt,a00198headed,a00198headed-ubiq-tokens.csv,0,7.067216587,35.18002452,0,3.466726117,0,0.066882176,0,0.390146026,0.022294059,0.011147029,0,0.144911381,0.078029205,0.958644521,5.796455245,0.011147029,1.226173225,0,0.111470293,0,0,0,0.022294059,0,2.786757329,0.178352469,0,0.724556906,0,0.568498495,0.022294059,0.234087616,0,0.022294059,0.15605841,0.055735147,0,0,0,0,0.033441088,0.546204437,0.824880169,0.256381674,0.044588117,0,0.200646528,0.022294059,0.568498495,1.315349459,0.245234645,0.011147029,0.111470293,0.312116821,0.022294059,0.33441088,0,0,0,0.189499498,0.969791551,0,1.493701928,0.100323264,0.16720544,1.493701928,2.94281574,0.011147029,0,0.746850964,0,0,0.078029205,0.055735147,0.256381674,0,0.802586111,1.660907368,0,0.122617322,0,0.044588117,0.401293055,0.022294059,0.078029205,0.211793557,0,0,0.022294059,3.366402854,2.7756103,0,0.15605841,0.791439081,0.044588117,0.011147029,0.15605841,0,0,0,2.496934567,0.423587114,0.713409876,1.281908371,3.633931557,0,0.691115818,3.711960762,0.958644521,0.100323264,0,0,0.033441088,1.538290046,0.178352469,0.222940586,0.378998997,0.312116821,7773,1198,8971
A00235.headed.txt,a00235headed,a00235headed-ubiq-tokens.csv,0,3.278688525,26.61523626,0,3.664416586,0,0.096432015,0,0.867888139,0,0,0,0,0.385728062,0.289296046,0.192864031,0,0.964320154,1.350048216,0,0,0,0,0,0,1.446480231,0,0,1.350048216,0,0.192864031,0,0,0,0,0.385728062,0,0,4.725168756,0,0.675024108,0,0.675024108,0,0.289296046,0,0,0,0,0.385728062,2.121504339,0.482160077,0,0,1.446480231,0,0,0,0,0,0.482160077,4.628736741,0,0.289296046,0,0,0.771456123,0.771456123,0,0,3.278688525,0,0,2.121504339,0,0.675024108,0,3.953712633,0.192864031,0,1.350048216,0,0,1.928640309,0,0,0.096432015,0,0,0,4.628736741,1.542912247,0,0,2.892960463,0,0.385728062,0.482160077,3.664416586,0.289296046,0,1.639344262,1.157184185,0.964320154,0.867888139,1.639344262,0,0.482160077,2.025072324,1.735776278,0.192864031,0,0.192864031,0,1.253616201,0.385728062,0.192864031,0.771456123,0.192864031,864,173,1037
A00275.headed.txt,a00275headed,a00275headed-ubiq-tokens.csv,0,11.57210697,29.13438307,0,2.366075148,0.033325002,0.16662501,0.016662501,0.774806298,0,0,0,0.333250021,0.241606265,0.666500042,4.348912772,0.016662501,0.674831292,0.124968758,0.699825044,0,0,0,0,0,1.999500125,0.258268766,0,2.23277514,0.066650004,1.566275098,0,0.066650004,0,0.224943764,0.058318754,0.083312505,0,0.199950012,0,0.124968758,0,0.749812547,0.599850037,0.383237524,0.308256269,0,1.682912605,0,0.874781305,1.724568858,0.566525035,0,0.374906273,0.224943764,0.033325002,0.216612514,0,0,0,0.241606265,1.716237607,0.033325002,0.124968758,0.066650004,0.274931267,1.224693827,1.632925102,0.008331251,0.016662501,1.258018829,0,0,0.433225027,0,0.266600017,0,1.233025077,0.941431309,0,0.558193785,0,0.16662501,1.28301258,0.008331251,0.091643756,0.124968758,0,0,0.024993752,2.266100142,2.124468883,0.024993752,0.208281263,2.307756394,0.066650004,0.049987503,0.15829376,0.149962509,0,0,1.899525119,0.541531284,1.141381321,1.249687578,2.907606432,0,0.758143797,3.140881446,1.158043822,0.133300008,0,0,0.049987503,0.508206282,0.383237524,0.299925019,0.649837541,0.299925019,10484,1519,12003
A00320.headed.txt,a00320headed,a00320headed-ubiq-tokens.csv,0,8.513302034,27.51173709,0,2.509128847,0.015649452,0.443401148,0,0.558163798,0,0,0.062597809,0.323422014,0.271257173,0.391236307,1.88836724,0,1.434533125,0.067814293,0.610328638,0,0.005216484,0,0.036515389,0.020865936,2.076160668,0.386019823,0,1.982263954,0,1.429316641,0,0.125195618,0,0.099113198,0.386019823,0.125195618,0,0.359937402,0,0.250391236,0,0.850286907,0.991131977,0.610328638,0.093896714,0.010432968,1.199791341,0.02608242,0.876369327,2.128325509,0.245174752,0,0.657276995,0.479916536,0,0.239958268,0,0,0,0.386019823,2.217005738,0.448617632,0.453834116,0.156494523,0.511215441,1.205007825,2.57694314,0,0.031298905,1.408450704,0,0,0.109546166,0,0.526864893,0.010432968,0.652060511,1.387584768,0,1.210224309,0,0.130412102,0.94418362,0.015649452,0.02608242,0.250391236,0,0,0.010432968,2.655190402,2.905581638,0.015649452,0.11476265,2.154407929,0.031298905,0.203442879,0.286906625,0.219092332,0,0,1.784037559,0.636411059,1.163275952,1.49191445,3.72456964,0,0.589462702,2.316118936,1.914449661,0.234741784,0.010432968,0.020865936,0,0.537297861,0.292123109,0.401669275,0.94418362,0.391236307,16700,2470,19170
A00329.headed.txt,a00329headed,a00329headed-ubiq-tokens.csv,0,11.75389378,25.33617104,0,1.712295637,0.067717907,0.05804392,0,0.667505079,0,0,0.222501693,0.532069266,0.164457773,0.928702718,1.973493277,0,1.335010158,0.02902196,0.474025346,0,0,0,0,0,1.70262165,0.212827706,0,1.489793944,0.106413853,1.70262165,0,0.251523653,0,0.048369933,0.183805746,0.11608784,0,0.909354745,0,0.096739866,0.05804392,0.657831092,0.435329399,0.483699332,0.11608784,0.009673987,0.948050692,0,1.247944278,2.13795105,0.599787172,0.009673987,0.483699332,0.415981426,0,0.464351359,0,0,0,0.125761826,1.383380091,0.23217568,0.377285479,0.1451098,0.977072652,2.757086195,2.379800716,0,0,1.044790558,0,0,0.241849666,0,0.357937506,0,1.296314211,2.573280449,0.038695947,1.286640224,0,0.183805746,0.696527039,0.009673987,0.019347973,0.406307439,0,0,0,2.631324369,1.886427397,0.067717907,0.096739866,1.70262165,0.038695947,0.183805746,0.483699332,0.628809132,0,0,2.292734836,0.783592919,1.141530425,2.002515237,2.737738222,0,0.338589533,1.750991584,1.412402051,0.386959466,0,0.019347973,0.05804392,0.522395279,0.580439199,0.474025346,0.715875012,0.386959466,8899,1438,10337
A00331.headed.txt,a00331headed,a00331headed-ubiq-tokens.csv,0,14.47690745,26.04409392,0,1.320427795,0.041823505,0.161319233,0,0.722949155,0,0,0.430184621,0.370436757,0.167294019,0.764772659,1.398100018,0,1.093385911,0.011949573,0.370436757,0,0.023899146,0,0.041823505,0,1.386150445,0.250941029,0,1.702814124,0.017924359,2.007528231,0.023899146,0.14936966,0,0.029873932,0.125470514,0.101571369,0,2.551233793,0,0.113520942,0,0.507856844,0.59747864,0.621377786,0.059747864,0.005974786,0.818545737,0,0.657226504,1.899982076,0.394335902,0,0.340562825,0.328613252,0,0.203142738,0,0,0,0.155344446,0.800621378,0.262890602,0.137420087,0.077672223,1.171058135,1.690864552,2.228595328,0,0.023899146,1.009738902,0,0,0.454083767,0,0.268865388,0,0.549680349,2.300292765,0,1.690864552,0,0.316663679,0.740873514,0.005974786,0.06572265,0.221067097,0,0,0.029873932,2.796200036,2.306267551,0.197167951,0.08364701,2.443687638,0.023899146,0.035848718,0.38238633,0.902192747,0,0,2.945569696,0.794646591,0.794646591,1.774511561,2.467586784,0,0.316663679,1.953755153,0.848419669,0.179243592,0.011949573,0,0.023899146,0.645276931,0.388361116,0.167294019,0.645276931,0.334588038,14390,2347,16737
A00338.headed.txt,a00338headed,a00338headed-ubiq-tokens.csv,0,7.734423196,26.44972239,0,2.475323874,0.030845157,0.385564466,0,0.933066009,0,0,0.107958051,0.532078964,0.169648365,0.393275756,3.385256015,0,1.38032079,0.131091919,0.925354719,0.023133868,0.023133868,0,0.007711289,0.015422579,1.881554596,0.447254781,0,2.020357804,0,2.012646515,0,0.23133868,0,0,0.154225787,0.131091919,0,0.493522517,0,0.161937076,0,0.971622455,0.239049969,0.794262801,0.092535472,0,0.524367674,0,0.717149907,2.444478717,0.439543492,0.030845157,0.408698334,0.431832202,0,0.215916101,0.015422579,0.015422579,0.038556447,0.262183837,1.9509562,0.262183837,0.215916101,0.077112893,1.03331277,1.3726095,1.688772363,0.007711289,0,2.714373843,0.046267736,0,0.33929673,0.053979025,0.855953115,0.015422579,0.809685379,0.994756323,0.007711289,0.971622455,0,0.154225787,0.786551511,0.015422579,0.053979025,0.293028994,0,0,0.015422579,2.18229488,2.483035163,0.123380629,0.169648365,2.020357804,0.11566934,0.223627391,0.092535472,0.547501542,0,0,1.9509562,0.80197409,0.963911166,1.064157927,3.21560765,0,0.763417643,3.431523751,1.974090068,0.377853177,0.023133868,0,0.015422579,0.45496607,0.177359655,0.185070944,1.202961135,0.424120913,11255,1713,12968
